entry,class_name,name,Quality,RequiredLevel,ItemLevel,role,kind,weapon_kind,InventoryType,subclass,displayid,reference_entry,reference_item_level,armor,dps,sockets,itemset,special_effect_feature,effect_source_entry,effect_source_spell,socketBonus,DisenchantID
200031,Warrior,Longcloak of Shadow Vault,3,28,32,tank,back,,16,1,23002,6901,29,14,0.0,,0,,0,0,0,43
200032,Warrior,Sepulchral Titanblade of Midnight Flame,2,42,47,strength_dps,2h_sword,2h_sword,17,8,18342,8199,47,0,35.469,,0,,0,0,0,28
200033,Warrior,Nightkeeper's Vial,2,18,19,strength_dps,trinket,,12,0,18087,3001,20,0,0.0,,0,,0,0,0,22
200034,Warrior,Rune-carved Girdle,2,28,35,strength_dps,armor,,6,3,28265,15588,35,48,0.0,,0,,0,0,0,5
200035,Warrior,Ivory Charmstone of Burning Blood,2,36,39,strength_dps,trinket,,12,0,7397,10577,41,0,0.0,,0,,0,0,0,6
200036,Warrior,Rimekeeper's Greaves,2,58,80,tank,armor,,7,4,40756,24923,81,386,0.0,,0,,0,0,0,12
200037,Warrior,Highlord's Boots,2,23,26,tank,armor,,8,3,6907,1955,27,38,0.0,,0,,0,0,0,24
200038,Warrior,Ancestral Battle Girdle of the Iron Giant,2,60,91,strength_dps,armor,,6,4,37542,25597,90,270,0.0,,0,,0,0,0,13
200039,Warrior,Shoulderplates of the Ancient Storm,4,80,187,tank,armor,,3,4,55695,44111,187,1003,0.0,,0,,0,0,0,68
200040,Warrior,Fierce Legguards of the Lost Vanguard,2,73,150,strength_dps,armor,,7,4,49478,38110,146,812,0.0,,0,,0,0,0,15
200041,Warrior,Runed Warbelt of the Azure Flame,2,10,11,strength_dps,armor,,6,3,6847,832,15,13,0.0,,0,,0,0,0,1
200042,Warrior,Lightkeeper's Warlord Legplates,3,49,54,strength_dps,armor,,7,4,19843,11802,58,269,0.0,,0,,0,0,0,47
200043,Warrior,Wyrmwarden's Relicbound Shoulderplates,3,48,49,strength_dps,armor,,3,4,31523,19037,48,178,0.0,,0,,0,0,0,46
200044,Warrior,"Visor, Frostfire Lament",4,79,193,tank,armor,,1,4,52294,40307,200,1159,0.0,,0,,0,0,0,68
200045,Warrior,Falcon Shot Footguards,2,24,30,strength_dps,armor,,8,3,25793,6590,29,46,0.0,,0,,0,0,0,24
200046,Warrior,Rimekeeper's Footguards,3,2,5,tank,armor,,8,3,7554,5944,15,7,0.0,,0,,0,0,0,41
200047,Warrior,Battleplate Legguards of the Arcane Moon,2,79,193,tank,armor,,7,4,52996,41345,187,1200,0.0,,0,,0,0,0,35
200048,Warrior,Coldfire Iron Boots of Ebon Pact,3,71,134,strength_dps,armor,,8,4,46041,32793,136,548,0.0,,0,,0,0,0,53
200049,Warrior,Ancient Warden's Unhallowed Wrist Chains,2,5,12,strength_dps,armor,,9,3,26982,14723,17,9,0.0,,0,,0,0,0,1
200050,Warrior,Blacksmith's Runesword,2,34,36,tank,2h_sword,2h_sword,17,8,7324,3853,36,0,24.375,,0,,0,0,0,26
200051,Warrior,Vrykul Wargrips,3,47,53,tank,armor,,10,4,29962,16737,59,158,0.0,,0,,0,0,0,47
200052,Warrior,First Queen's Sabatons,2,52,54,tank,armor,,8,4,28164,11872,54,169,0.0,,0,,0,0,0,9
200053,Warrior,The Mournbound Stonehammer,2,5,12,tank,1h_mace,1h_mace,13,4,19648,5587,13,0,6.591,,0,,0,0,0,21
200054,Warrior,Vengeful Greaves of Ebon Hold,2,69,120,strength_dps,armor,,7,4,44347,25027,120,660,0.0,,0,,0,0,0,14
200055,Warrior,"Legguards, Grim Reaver",3,17,20,strength_dps,armor,,7,3,9742,6087,24,48,0.0,,0,,0,0,0,41
200056,Warrior,Bloodmage's Carved Warplate,2,55,58,tank,armor,,5,4,27389,8312,57,310,0.0,,0,,0,0,0,10
200057,Warrior,"Hand Hammer, White Hide",3,48,52,strength_dps,1h_mace,1h_mace,13,4,41613,30073,52,0,34.038,,0,chance-on-hit,12243,15662,0,47
200058,Warrior,Neckchain of the Lost King,2,18,22,strength_dps,neck,,2,0,6539,25438,18,0,0.0,,0,,0,0,0,23
200059,Warrior,Voidwarden's Battleplate of the Rime King,4,73,155,strength_dps,armor,,5,4,45658,30975,146,1228,0.0,,0,,0,0,0,67
200060,Warrior,The Frostveined Casque,2,21,24,strength_dps,armor,,1,3,27774,10408,32,46,0.0,,0,,0,0,0,23
200061,Warrior,Moonwarden's War Leggings,2,25,32,strength_dps,armor,,7,3,27028,14757,32,75,0.0,,0,,0,0,0,5
200062,Warrior,Drake Helm Gauntlets,4,77,174,tank,armor,,10,4,48032,34341,164,683,0.0,4,0,,0,0,2868,67
200063,Warrior,Reinforced Hoop of Dusk Watch,4,71,137,strength_dps,finger,,11,0,45362,33499,141,0,0.0,,0,,0,0,0,67
200064,Warrior,Divine Morningstar of the Mount Hyjal,3,56,59,strength_dps,1h_mace,1h_mace,13,4,23244,12781,57,0,38.0,,0,,0,0,0,48
200065,Warrior,Borean Gloves of Dark Moon,3,2,3,strength_dps,armor,,10,3,33327,20999,5,3,0.0,,0,,0,0,0,41
200066,Warrior,Ice Guard Battle Hatchet,2,8,13,tank,1h_axe,1h_axe,13,0,19134,2073,15,0,6.5,,0,,0,0,0,21
200067,Warrior,Ancient King's Forgehammer,2,2,9,tank,2h_mace,2h_mace,17,5,8586,4570,15,0,5.588,,0,,0,0,0,1
200068,Warrior,Warbelt of the Wind King,2,16,18,tank,armor,,6,3,25757,6548,16,21,0.0,,0,,0,0,0,22
200069,Warrior,Voidbound Pauldrons of the K3,3,56,63,strength_dps,armor,,3,4,31049,16516,63,247,0.0,,0,,0,0,0,48
200070,Warrior,"Frostworn War Pauldrons, Old Knight's Oath",3,51,58,strength_dps,armor,,3,4,29971,16729,60,219,0.0,,0,,0,0,0,48
200071,Warrior,Flamewarden's Crusher of the Damned Host,3,23,25,tank,1h_mace,1h_mace,13,4,5221,2256,24,0,16.538,,0,,0,0,0,41
200072,Warrior,Storm King's Wintertouched Greathelm,3,62,97,tank,armor,,1,4,44873,27408,100,492,0.0,,0,,0,0,0,50
200073,Warrior,Oathkeeper's Holy Legplates,2,74,154,strength_dps,armor,,7,4,51325,39076,154,880,0.0,,0,,0,0,0,16
200074,Warrior,Last Queen's Vial of the Grizzlemaw,2,28,32,tank,trinket,,12,0,15150,7506,25,0,0.0,,0,,0,0,0,25
200075,Warrior,Fernwoven Wargrips of the Broken Banner,2,1,5,strength_dps,armor,,10,3,25850,3472,12,5,0.0,,0,,0,0,0,1
200076,Warrior,Rootwoven Greaves,3,39,45,tank,armor,,8,3,34242,20092,43,83,0.0,,0,,0,0,0,45
200077,Warrior,Icefang Wake Handplates,4,80,200,tank,armor,,10,4,53841,39197,200,862,0.0,,0,,0,0,0,68
200078,Warrior,Voidkeeper's Pendant,2,25,27,strength_dps,neck,,2,0,33288,20950,31,0,0.0,,0,,0,0,0,24
200079,Warrior,The Rootbound Helm,3,16,22,strength_dps,armor,,1,3,28440,13127,32,45,0.0,,0,,0,0,0,41
200080,Warrior,The Rime-coated Greaves,2,65,110,strength_dps,armor,,8,4,45505,32866,114,369,0.0,,0,,0,0,0,14
200081,Warrior,Ominous Handguards,2,1,6,strength_dps,armor,,10,3,6969,4910,5,6,0.0,,0,,0,0,0,1
200082,Warrior,War Pauldrons of Sky Crown,3,78,183,strength_dps,armor,,3,4,55696,44112,187,887,0.0,,0,,0,0,0,54
200083,Warrior,The Runebound Wristguards,2,32,36,strength_dps,armor,,9,3,27895,15590,37,28,0.0,,0,,0,0,0,6
200084,Warrior,Dragonwarden's Legplates,3,49,50,tank,armor,,7,4,19900,10633,51,249,0.0,,0,,0,0,0,46
200085,Warrior,"Greaves, Death Dawn",3,39,45,strength_dps,armor,,8,3,32038,19509,41,82,0.0,,0,,0,0,0,45
200086,Warrior,Dustbound Gauntlets of the Valgarde,2,19,23,strength_dps,armor,,10,3,9082,5822,24,28,0.0,,0,,0,0,0,23
200087,Warrior,The Charred Greaves,2,49,51,tank,armor,,8,4,27380,10238,52,155,0.0,,0,,0,0,0,9
200088,Warrior,Merciless Waistguard of Quel Thalas,2,25,28,strength_dps,armor,,6,3,25795,6594,28,36,0.0,,0,,0,0,0,24
200089,Warrior,Frostbitten Warbelt,2,29,36,strength_dps,armor,,6,3,25866,7462,37,49,0.0,,0,,0,0,0,6
200090,Warrior,Watchkeeper's Greaves,3,60,93,strength_dps,armor,,7,4,43144,24364,91,527,0.0,,0,,0,0,0,50
200091,Warrior,Scourge Storm Pendant Chain,2,53,56,tank,neck,,2,0,23715,13473,54,0,0.0,,0,,0,0,0,10
200092,Warrior,Deepforged Armplates,4,80,226,tank,armor,,3,4,59143,46037,226,1214,0.0,4,0,,0,0,2868,69
200093,Warrior,Unquiet Footplates of Great Forge,3,70,131,strength_dps,armor,,8,4,45913,30033,128,527,0.0,,0,,0,0,0,53
200094,Warrior,Ghostly Chainmail of the Ancient Frost,2,3,9,tank,armor,,5,3,13090,3471,10,21,0.0,,0,,0,0,0,21
200095,Warrior,Wild Amulet,2,62,96,tank,neck,,2,0,38098,25919,93,0,0.0,,0,,0,0,0,13
200096,Warrior,Bonebound Chestplate of the Borean Tundra,2,60,91,strength_dps,armor,,5,4,44273,24960,96,534,0.0,,0,,0,0,0,13
200097,Warrior,The Veteran Legmail,2,12,13,tank,armor,,7,3,26932,3282,12,27,0.0,,0,,0,0,0,1
200098,Warrior,Backcloth of the Blue Flight,2,34,35,tank,back,,16,1,26057,14229,36,13,0.0,,0,,0,0,0,25
200099,Warrior,Stoic Chestguard of Frost Moon,2,34,41,strength_dps,armor,,5,3,27784,9897,42,115,0.0,,0,,0,0,0,7
200100,Warrior,Wrathful Longblade,3,74,161,strength_dps,2h_sword,2h_sword,17,8,50332,36534,150,0,138.0,,0,,0,0,0,53
200101,Warrior,Firekeeper's Battlecloak,2,59,87,strength_dps,back,,16,1,40777,25032,87,37,0.0,,0,,0,0,0,13
200102,Warrior,The Lightblessed Cleaver,2,6,8,tank,1h_axe,1h_axe,13,0,19297,2281,11,0,4.25,,0,,0,0,0,1
200103,Warrior,Thorned Hourglass,4,80,213,strength_dps,trinket,,12,0,53291,40432,213,0,0.0,2,0,,0,0,3765,69
200104,Warrior,Drape of Dead March,2,47,51,strength_dps,back,,16,1,23063,8259,50,20,0.0,,0,,0,0,0,9
200105,Warrior,Wolfcaller's Runic Bracers,2,19,21,strength_dps,armor,,9,3,26971,15507,19,16,0.0,,0,,0,0,0,23
200106,Warrior,Old King's Warhelm of the Forgotten Depths,2,55,60,tank,armor,,1,4,27180,14866,62,244,0.0,,0,,0,0,0,10
200107,Warrior,Terrible Shieldwall of the Makers Terrace,2,76,170,tank,shield,,14,6,52181,36457,178,4485,0.0,4|4,0,,0,0,2932,16
200108,Warrior,Frostkeeper's Dreamwoven War Greaves,2,61,96,strength_dps,armor,,8,4,39805,24967,99,326,0.0,,0,,0,0,0,32
200109,Warrior,"Bone, Frost Crown",2,37,38,strength_dps,trinket,,12,0,21632,4396,40,0,0.0,,0,,0,0,0,26
200110,Warrior,Handguards of Broken Promise,2,53,54,tank,armor,,10,4,27381,10242,52,139,0.0,,0,,0,0,0,9
200111,Warrior,Magekeeper's Wyrmscale Warbelt,3,50,56,tank,armor,,6,4,31565,19051,58,160,0.0,,0,,0,0,0,48
200112,Warrior,"Iron Boots, Mana Pact",2,43,47,tank,armor,,8,4,27425,10131,50,140,0.0,,0,,0,0,0,28
200113,Warrior,"War Leggings, Ivory Scream",2,49,56,strength_dps,armor,,7,4,27393,8318,56,255,0.0,,0,,0,0,0,10
200114,Warrior,"Cuirass, Bloodfang Cry",2,69,119,tank,armor,,5,4,40688,25016,117,705,0.0,,0,,0,0,0,14
200115,Warrior,"Boots, Silver Torment",2,26,29,tank,armor,,8,3,7002,4464,32,43,0.0,,0,,0,0,0,4
200116,Warrior,Berserker Skullcrusher of Hidden King,2,76,171,strength_dps,1h_mace,1h_mace,13,4,50210,43916,174,0,57.308,,0,,0,0,0,16
200117,Warrior,"Shoulder Guards, Dread Bloom",2,32,34,tank,armor,,3,3,13670,16134,35,57,0.0,,0,,0,0,0,25
200118,Warrior,Hollow Chopper of Final Dawn,4,80,226,strength_dps,1h_axe,1h_axe,13,0,62983,49297,232,0,174.444,4,0,,0,0,2927,69
200119,Warrior,Cryptlord's Chainmail of the Violet Star,3,6,12,strength_dps,armor,,5,3,16903,6907,25,31,0.0,,0,,0,0,0,41
200120,Warrior,Footguards of the Ancient Watch,2,3,4,tank,armor,,8,3,26944,3302,15,5,0.0,,0,,0,0,0,1
200121,Warrior,Lost War Mantle,3,26,32,strength_dps,armor,,3,3,52161,39897,25,62,0.0,,0,,0,0,0,43
200122,Warrior,Death Veil Footplates,3,70,126,tank,armor,,8,4,46784,33207,128,508,0.0,,0,,0,0,0,53
200123,Warrior,Blackguard's Rune Band,2,42,49,strength_dps,finger,,11,0,31906,30422,53,0,0.0,,0,,0,0,0,8
200124,Warrior,Iron Song Battleplate Legguards,3,78,185,strength_dps,armor,,7,4,52999,41346,187,1220,0.0,8,0,spell-effects,40797,22778,2868,54
200125,Warrior,"War Pauldrons, Prime Edge",2,74,157,strength_dps,armor,,3,4,51149,39082,154,625,0.0,,0,,0,0,0,16
200126,Warrior,Cryptkeeper's Gauntlets of the Frostborn,2,8,11,tank,armor,,10,3,25850,3472,12,13,0.0,,0,,0,0,0,1
200127,Warrior,Plaguebound Battle Girdle,3,50,52,strength_dps,armor,,6,4,19996,10788,52,154,0.0,,0,,0,0,0,47
200128,Warrior,"Greaves, Argent Tongue",3,45,46,strength_dps,armor,,7,4,21961,13074,46,236,0.0,,0,,0,0,0,46
200129,Warrior,Wolf Rider Cuirass,2,63,101,strength_dps,armor,,5,4,39377,24976,102,597,0.0,,0,,0,0,0,14
200130,Warrior,"Legplates, Necro Song",4,79,189,strength_dps,armor,,7,4,55992,44205,200,1420,0.0,,0,,0,0,0,68
200131,Warrior,"Handguards, Hallowed Light",3,45,50,tank,armor,,10,4,28354,13071,45,142,0.0,,0,,0,0,0,46
200132,Warrior,The Nightmare Warbelt,3,1,6,tank,armor,,6,3,7563,5328,15,8,0.0,,0,,0,0,0,32
200133,Warrior,Frozen King's Warboots,3,10,12,tank,armor,,8,3,27001,15489,16,18,0.0,,0,,0,0,0,41
200134,Warrior,"Harness, Wolf Wake",2,3,8,strength_dps,armor,,5,3,3057,6336,13,17,0.0,,0,,0,0,0,1
200135,Warrior,Bloodcaller's Warder Cloak,2,68,117,strength_dps,back,,16,1,41396,28269,115,53,0.0,,0,,0,0,0,33
200136,Warrior,Battle Girdle of the Silver Banner,2,63,100,tank,armor,,6,4,44280,24974,102,299,0.0,,0,,0,0,0,13
200137,Warrior,South Vow Runeaxe,2,66,110,tank,1h_axe,1h_axe,13,0,39406,25206,105,0,59.63,,0,,0,0,0,14
200138,Warrior,The Bloodbound Bonecrusher,2,67,118,strength_dps,2h_mace,2h_mace,17,5,39633,25138,111,0,82.429,,0,spell-effects,31701,21364,0,14
200139,Warrior,"Runering, Broken Cold",3,55,60,tank,finger,,11,0,23435,13283,59,0,0.0,,0,,0,0,0,48
200140,Warrior,Unhallowed Wargrips of the Demon Watch,3,5,11,tank,armor,,10,3,26985,14726,18,15,0.0,,0,,0,0,0,41
200141,Warrior,Darkened Helm of the Prime Design,2,53,58,strength_dps,armor,,1,4,25856,12410,56,222,0.0,,0,,0,0,0,10
200142,Warrior,Titanic Visor of the Scarlet Watch,4,76,177,tank,armor,,1,4,48058,34400,159,1089,0.0,8,0,,0,0,2927,67
200143,Warrior,Wyrmguard's Gloves of the Ancient Memory,2,13,17,tank,armor,,10,3,26985,14726,18,21,0.0,,0,,0,0,0,2
200144,Warrior,"Valiant Coil, Deathkeeper's Oath",3,67,115,strength_dps,finger,,11,0,43339,31077,109,0,0.0,8,0,,0,0,3015,52
200145,Warrior,Talisman of Grim Crown,2,62,100,tank,neck,,2,0,39390,25065,102,0,0.0,,0,,0,0,0,32
200146,Warrior,Forsaken Greaves of Arathi Highlands,2,56,58,strength_dps,armor,,7,4,27393,8318,56,279,0.0,,0,,0,0,0,10
200147,Warrior,Twilightwarden's Warbracers,3,66,114,strength_dps,armor,,9,4,42832,27459,115,227,0.0,,0,,0,0,0,52
200148,Warrior,Frostfire Rage Figurine,2,30,36,strength_dps,trinket,,12,0,19662,10720,42,0,0.0,,0,,0,0,0,26
200149,Warrior,"Wargrips, Moonfire Hammer",3,77,180,tank,armor,,10,4,54076,41114,179,650,0.0,2,0,,0,0,2882,54
200150,Warrior,Warplate of Bronzebeard Clan,2,73,153,strength_dps,armor,,20,4,53975,43057,0,959,0.0,,0,,0,0,0,16
200151,Warrior,Rangemaster's Voidsteel Girdle,2,26,32,tank,armor,,6,3,10532,6200,29,41,0.0,,0,,0,0,0,5
200152,Warrior,Unbroken Visor of Endless Path,3,79,196,strength_dps,armor,,1,4,55528,40818,200,1161,0.0,4,0,,0,0,3263,54
200153,Warrior,Warmarked Compass of Moon Pact,3,26,31,strength_dps,trinket,,12,0,6484,2802,43,0,0.0,,0,,0,0,0,43
200154,Warrior,"Clublike Mace, Eternal Beacon",3,67,114,strength_dps,1h_mace,1h_mace,13,4,31321,32537,115,0,40.238,,0,,0,0,0,52
200155,Warrior,Solemn Chausses,2,36,38,strength_dps,armor,,7,3,25812,6402,36,90,0.0,,0,,0,0,0,6
200156,Warrior,"Wristguards, Star Rune",2,21,26,tank,armor,,9,3,25772,9811,24,19,0.0,,0,,0,0,0,24
200157,Warrior,Silent Mist Chausses,3,15,20,strength_dps,armor,,7,3,685,2166,20,50,0.0,,0,,0,0,0,41
200158,Warrior,Storm King's Warmaster Warbelt,2,74,161,tank,armor,,6,4,51908,39455,162,542,0.0,,0,,0,0,0,16
200159,Warrior,Runeforged Warboots of Bone Wastes,3,22,26,strength_dps,armor,,8,3,32822,20111,33,45,0.0,,0,,0,0,0,42
200160,Warrior,Deathwarden's Carapace,3,76,172,strength_dps,armor,,5,4,51520,43279,167,1269,0.0,,0,,0,0,0,54
200161,Warrior,"Warband, Coldfire Hide",4,80,213,strength_dps,finger,,11,0,53560,40474,213,0,0.0,4,0,,0,0,2908,69
200162,Warrior,Rimebound Headplate of Iron Banner,2,46,49,tank,armor,,1,4,27404,10207,49,184,0.0,,0,,0,0,0,28
200163,Warrior,Umbral Greatsword,2,76,175,strength_dps,2h_sword,2h_sword,17,8,50332,36534,150,0,137.571,,0,,0,0,0,16
200164,Warrior,Charm of the Black Harvest,4,80,219,tank,neck,,2,0,23713,44662,226,0,0.0,,0,,0,0,0,69
200165,Warrior,"Footplates, Titan Brand",2,51,53,strength_dps,armor,,8,4,23483,12021,54,164,0.0,,0,,0,0,0,9
200166,Warrior,Plaguelord's Casque of the Emerald Grove,3,37,42,strength_dps,armor,,1,3,15810,5819,33,93,0.0,,0,,0,0,0,45
200167,Warrior,Soullord's Legguards of the Wyrmskull,4,77,181,strength_dps,armor,,7,4,52997,37066,187,1335,0.0,,0,,0,0,0,0
200168,Warrior,Greaves of Spellweaver,3,9,11,strength_dps,armor,,8,3,28452,12982,21,17,0.0,,0,,0,0,0,41
200169,Warrior,Violet Pendant of Frozen Gate,2,45,48,strength_dps,neck,,2,0,14437,7549,47,0,0.0,,0,,0,0,0,28
200170,Warrior,Blackened Loop of Scarlet Keep,4,78,190,strength_dps,finger,,11,0,54488,43250,187,0,0.0,,0,,0,0,0,68
200171,Warrior,The Nightbound Legguards,3,74,157,strength_dps,armor,,7,4,51572,39174,154,972,0.0,,0,,0,0,0,53
200172,Warrior,Waistguard of the Holy Crown,2,71,140,tank,armor,,6,4,51083,35899,138,444,0.0,,0,,0,0,0,34
200173,Warrior,Highkeeper's Vambraces,3,80,226,tank,armor,,9,4,59213,45269,226,543,0.0,,0,,0,0,0,0
200174,Warrior,Gray Mail of the Old Memory,2,5,6,tank,armor,,5,3,16114,2273,15,14,0.0,,0,,0,0,0,1
200175,Warrior,Shadow Doom Great Cape,3,37,40,tank,back,,16,1,32071,19532,43,17,0.0,,0,,0,0,0,44
200176,Warrior,The Tombbound Greathelm,3,76,174,tank,armor,,1,4,45782,44742,183,1001,0.0,2,0,,0,0,2882,54
200177,Warrior,Spectral Pauldrons of Shadow Crown,3,80,200,strength_dps,armor,,3,4,55828,40858,200,963,0.0,,0,,0,0,0,54
200178,Warrior,Blood Queen's War Mantle,2,20,21,strength_dps,armor,,3,3,27014,14749,26,34,0.0,,0,,0,0,0,23
200179,Warrior,Silvered Hoop of the Abyssal Gate,3,34,35,tank,finger,,11,0,9851,2951,36,0,0.0,,0,,0,0,0,43
200180,Warrior,War Pauldrons of the Titan Watch,3,70,133,strength_dps,armor,,3,4,51927,37783,138,603,0.0,,0,,0,0,0,53
200181,Warrior,The Ancestral Horn,2,35,39,strength_dps,trinket,,12,0,39914,21748,40,0,0.0,,0,,0,0,0,26
200182,Warrior,The Forsworn War Greaves,2,66,115,strength_dps,armor,,8,4,44340,25015,117,411,0.0,,0,,0,0,0,14
200183,Warrior,Silent Keeper's Kingsblade,4,79,196,strength_dps,2h_sword,2h_sword,17,8,57463,42331,200,0,180.556,,0,,0,0,0,68
200184,Warrior,Earthwarden's Forsaken Girdle,3,44,48,strength_dps,armor,,6,4,28640,10798,51,137,0.0,,0,,0,0,0,46
200185,Warrior,Winterguard's Promise of the Rune Crown,3,26,33,tank,finger,,11,0,18365,9447,34,0,0.0,,0,,0,0,0,43
200186,Warrior,"Hammered Skullcrusher, Wyrm Queen's Oath",2,61,97,strength_dps,1h_mace,1h_mace,13,4,39376,23498,96,0,50.0,,0,,0,0,0,32
200187,Warrior,Shieldguard's Pendant Chain,2,23,29,strength_dps,neck,,2,0,33262,20909,30,0,0.0,,0,,0,0,0,24
200188,Warrior,Merciless Hauberk of the Final Dawn,2,25,27,strength_dps,armor,,5,3,26972,15514,26,71,0.0,,0,,0,0,0,24
200189,Warrior,The Thorned Warband,3,41,44,strength_dps,finger,,11,0,20769,11118,47,0,0.0,,0,,0,0,0,45
200190,Warrior,"Bracers, Bleak Wyrm",3,5,6,strength_dps,armor,,9,3,22685,28148,10,4,0.0,,0,,0,0,0,41
200191,Warrior,"Handplates, Soulfire Decree",4,79,198,strength_dps,armor,,10,4,54432,43741,200,812,0.0,,0,,0,0,0,68
200192,Warrior,Ebon Champion's Warsword,2,51,57,strength_dps,1h_sword,1h_sword,13,7,28458,15217,54,0,35.0,,0,,0,0,0,10
200193,Warrior,Faithful War Leggings of the Far North,2,17,22,tank,armor,,7,3,26974,15511,24,49,0.0,,0,,0,0,0,3
200194,Warrior,Thorn Dusk Torque,3,60,87,tank,neck,,2,0,38544,24096,85,0,0.0,,0,,0,0,0,50
200195,Warrior,Stone Pact Shoulderplates,2,52,56,tank,armor,,3,4,27876,14860,56,195,0.0,,0,,0,0,0,10
200196,Warrior,Feral Battle Girdle of Blackened Sky,2,78,189,strength_dps,armor,,6,4,51771,36395,182,636,0.0,,0,,0,0,0,16
200197,Warrior,Nightcloak of High Watch,2,46,53,tank,back,,16,1,27653,14673,52,21,0.0,,0,,0,0,0,9
200198,Warrior,Ironthane's Warhelm of the Void Flame,2,70,134,strength_dps,armor,,1,4,51527,37473,138,623,0.0,,0,,0,0,0,15
