ID,ClassID,SubclassID,SoundOverrideSubclassID,Material,DisplayInfoID,InventoryType,SheatheType
961,0,5,-1,7,6387,0,0
962,12,0,-1,-1,6385,0,0
964,4,0,-1,7,9744,4,0
965,1,0,-1,7,981,18,0
966,9,0,-1,-1,1103,0,0
967,9,0,-1,-1,1103,0,0
968,9,0,-1,-1,1103,0,0
973,9,0,-1,-1,1103,0,0
974,9,0,-1,-1,1103,0,0
975,9,0,-1,-1,1103,0,0
976,9,0,-1,-1,1103,0,0
980,9,0,-1,-1,1103,0,0
981,12,0,-1,-1,1399,0,0
983,4,1,-1,7,4878,6,0
985,9,0,-1,-1,1103,0,0
986,9,0,-1,-1,1103,0,0
989,9,0,-1,-1,1103,0,0
992,9,0,-1,-1,1103,0,0
994,9,0,-1,-1,1103,0,0
996,4,0,-1,-1,3453,11,0
997,2,7,-1,1,859,21,3
1002,9,0,-1,-1,1103,0,0
1004,9,0,-1,-1,1103,0,0
1006,12,0,-1,-1,224,0,0
1008,2,7,-1,1,1550,21,3
1009,2,4,-1,2,8583,21,3
1010,2,10,-1,2,20440,17,2
1011,2,0,-1,1,19273,21,3
1013,12,0,-1,1,1236,0,0
1014,12,0,-1,1,1183,0,0
1015,7,8,-1,4,6348,0,0
1016,15,0,-1,-1,6619,0,0
1017,0,5,-1,-1,1116,0,0
1018,2,7,-1,1,1121,22,3
1019,12,0,-1,7,1272,0,0
1020,4,2,-1,8,13552,1,0
1021,4,2,-1,8,13551,1,0
1022,4,2,-1,8,15299,1,0
1023,4,2,-1,8,15297,1,0
1024,4,2,-1,8,15304,1,0
1025,4,2,-1,8,15302,1,0
1026,4,4,-1,8,15305,1,0
1027,4,2,-1,8,15294,1,0
1028,4,3,-1,5,13275,1,0
1029,9,0,-1,-1,5563,0,0
1030,9,0,-1,-1,5563,0,0
1031,9,0,-1,-1,5563,0,0
1032,9,0,-1,-1,5563,0,0
1033,9,0,-1,-1,5563,0,0
1034,9,0,-1,-1,5563,0,0
1035,9,0,-1,-1,5563,0,0
1036,9,0,-1,-1,5563,0,0
1037,9,0,-1,-1,5563,0,0
1038,9,0,-1,-1,5563,0,0
1041,15,0,-1,4,16208,0,0
1042,15,0,-1,-1,7015,0,0
1043,15,0,-1,-1,7015,0,0
1044,15,0,-1,-1,7015,0,0
1046,2,3,-1,1,6596,26,1
1047,2,3,-1,1,6595,26,1
1048,9,0,-1,-1,5563,0,0
1049,9,0,-1,-1,5563,0,0
1052,9,0,-1,-1,5563,0,0
1053,9,0,-1,-1,5563,0,0
1057,9,0,-1,-1,5563,0,0
1058,9,0,-1,-1,5563,0,0
1061,9,0,-1,-1,5563,0,0
1063,9,0,-1,-1,5563,0,0
1072,0,5,-1,-1,18080,0,0
1074,15,0,-1,-1,6619,0,0
1075,12,0,-1,-1,7236,0,0
1076,4,0,-1,5,6012,11,0
1077,4,0,-1,5,9836,11,0
1078,12,0,-1,-1,811,0,0
1080,7,8,-1,4,25475,0,0
1081,7,8,-1,4,7345,0,0
1082,0,5,-1,-1,6406,0,0
1083,12,0,-1,4,7133,0,0
1084,9,0,-1,-1,1143,0,0
1085,9,0,-1,-1,1143,0,0
1086,9,0,-1,-1,1143,0,0
1087,9,0,-1,-1,1143,0,0
1088,9,0,-1,-1,1143,0,0
1089,9,0,-1,-1,1143,0,0
1090,9,0,-1,-1,1143,0,0
1091,9,0,-1,-1,1143,0,0
1092,9,0,-1,-1,1143,0,0
1093,9,0,-1,-1,1143,0,0
1095,9,0,-1,-1,1143,0,0
1096,9,0,-1,-1,1143,0,0
1099,9,0,-1,-1,1143,0,0
1100,1,0,-1,8,21586,18,0
1101,9,0,-1,-1,1143,0,0
1102,9,0,-1,-1,1143,0,0
1105,9,0,-1,-1,1143,0,0
1108,9,0,-1,-1,1143,0,0
1109,9,0,-1,-1,1143,0,0
1111,9,0,-1,-1,1143,0,0
1112,9,0,-1,-1,1143,0,0
1113,0,5,-1,-1,6413,0,0
1114,0,5,-1,-1,6343,0,0
1115,12,0,-1,-1,7097,0,0
1116,4,0,-1,-1,6011,11,0
1117,2,4,-1,2,7453,13,2
1119,0,5,-1,-1,18077,0,0
1121,4,2,-1,8,703,8,0
1122,4,0,-1,-1,6494,2,0
1123,4,0,-1,-1,6494,2,0
1124,4,0,-1,-1,6494,2,0
1125,12,0,-1,1,6494,0,0
1127,0,0,-1,-1,1816,0,0
1128,0,8,-1,-1,1150,0,0
1129,12,0,-1,-1,7129,0,0
1130,12,0,-1,3,1288,0,0
1131,4,0,-1,1,9557,23,7
1132,15,5,-1,4,16208,0,0
1133,15,0,-1,-1,16207,0,0
1134,15,0,-1,-1,16207,0,0
1136,9,0,-1,-1,1155,0,0
1138,9,0,-1,-1,1155,0,0
1139,9,0,-1,-1,1155,0,0
1141,9,0,-1,-1,1155,0,0
1144,9,0,-1,-1,1155,0,0
1146,9,0,-1,-1,1155,0,0
1149,9,0,-1,-1,1155,0,0
1150,9,0,-1,-1,1155,0,0
1151,9,0,-1,-1,1155,0,0
1154,4,3,-1,5,6833,6,0
1155,2,10,-1,2,20327,17,2
1156,4,0,-1,1,9839,11,0
1157,2,0,-1,1,5066,21,3
1158,2,4,-1,2,19643,21,3
1159,2,10,-1,2,4994,17,2
1161,2,7,-1,1,1544,21,3
1162,4,1,-1,7,13219,1,0
1163,4,1,-1,7,13218,1,0
1164,9,0,-1,-1,49933,0,0
1165,0,5,-1,-1,6422,0,0
1166,4,6,-1,1,2208,14,4
1167,4,6,-1,1,18506,14,4
1168,4,6,-1,1,30993,14,4
1169,4,6,-1,1,18816,14,4
1170,4,2,-1,8,8647,5,0
1171,4,1,-1,7,12707,20,0
1172,4,0,-1,2,12313,23,7
1173,4,2,-1,8,6777,8,0
1174,4,3,-1,5,6956,8,0
1175,15,0,-1,1,6659,0,0
1176,0,0,-1,-1,6412,0,0
1177,0,8,-1,-1,6400,0,0
1178,0,8,-1,-1,6336,0,0
1179,0,5,-1,7,18090,0,0
1180,0,4,-1,7,1093,0,0
1181,0,4,-1,7,2616,0,0
1182,4,3,-1,5,6852,9,0
1183,4,1,-1,7,16927,9,0
1184,4,0,-1,1,6510,12,0
1186,4,0,-1,7,6503,12,0
1187,0,0,-1,2,6415,0,0
1189,4,0,-1,1,963,11,0
1190,4,1,-1,7,15120,16,0
1191,0,0,-1,-1,1816,0,0
1192,4,3,-1,5,13277,1,0
1193,4,6,-1,1,27782,14,4
1194,2,8,-1,1,22093,17,1
1195,2,5,-1,2,7495,17,1
1196,2,1,-1,1,22114,17,1
1197,2,5,-1,2,5226,17,1
1198,2,8,-1,1,22095,17,1
1199,0,0,-1,3,6014,0,0
1200,4,6,-1,1,18663,14,4
1201,4,6,-1,1,2161,14,4
1202,4,6,-1,1,2329,14,4
1203,4,6,-1,1,2594,14,4
1204,4,6,-1,1,1644,14,4
1205,0,5,-1,7,18078,0,0
1206,3,7,-1,-1,7393,0,0
1207,2,4,-1,2,5223,13,3
1208,12,0,-1,-1,2616,0,0
1210,3,7,-1,-1,7401,0,0
1211,4,2,-1,8,14260,5,0
1212,15,0,-1,-1,2637,0,0
1213,4,2,-1,8,3613,9,0
1214,2,4,-1,2,19625,13,3
1215,4,2,-1,8,16942,6,0
1216,4,1,-1,7,9559,9,0
1217,12,0,-1,0,7280,0,0
1218,2,5,-1,2,5527,17,1
1219,2,7,-1,1,20122,13,3
1220,2,1,-1,1,19232,17,1
1221,12,0,-1,8,568,0,0
1222,15,0,-1,8,6002,0,0
1224,9,0,-1,-1,1246,0,0
1228,9,0,-1,-1,1246,0,0
1229,9,0,-1,-1,1246,0,0
1231,9,0,-1,-1,1246,0,0
1232,9,0,-1,-1,1246,0,0
1238,9,0,-1,-1,1246,0,0
1239,9,0,-1,-1,1246,0,0
1243,9,0,-1,-1,1246,0,0
1244,9,0,-1,-1,1246,0,0
1245,9,0,-1,-1,1246,0,0
1246,9,0,-1,-1,1246,0,0
1250,9,0,-1,-1,1246,0,0
1251,0,7,-1,-1,11907,0,0
1252,12,0,-1,-1,2616,0,0
1253,13,1,-1,1,6707,0,0
1254,4,0,-1,1,24380,28,0
1255,15,0,-1,1,1262,0,0
1256,12,0,-1,-1,7078,0,0
1257,12,0,-1,-1,1656,0,0
1258,4,0,-1,1,6511,12,0
1259,2,0,-1,1,30392,21,3
1260,12,0,-1,-1,1310,0,0
1261,12,0,-1,-1,6009,0,0
1262,0,0,-1,-1,7923,0,0
1263,2,1,-1,1,22215,17,1
1264,2,5,-1,2,5530,17,1
1265,2,7,-1,1,20156,13,3
1266,2,8,-1,1,4909,17,1
1267,0,8,-1,-1,6359,0,0
1268,0,8,-1,-1,2357,0,0
1269,0,8,-1,-1,6367,0,0
1270,4,1,-1,7,23113,16,0
1272,4,1,-1,7,3396,3,0
1273,4,3,-1,5,12723,5,0
1274,12,0,-1,-1,6661,0,0
1275,4,3,-1,5,1019,5,0
1276,4,6,-1,1,2210,14,4
1279,4,2,-1,8,13255,1,0
1280,4,2,-1,8,15298,1,0
1281,11,2,-1,-1,3337,18,0
1282,4,3,-1,5,15324,1,0
1283,12,0,-1,-1,811,0,0
1284,12,0,-1,-1,7914,0,0
1287,2,15,-1,1,6447,13,3
1288,7,11,-1,3,4826,0,0
1292,2,0,-1,1,8466,13,3
1293,12,0,-1,-1,3034,0,0
1294,12,0,-1,-1,3035,0,0
1296,2,4,-1,2,5195,13,3
1297,4,1,-1,7,19035,20,0
1298,4,1,-1,7,6305,9,0
1299,4,1,-1,7,16717,6,0
1300,2,10,-1,2,20391,17,2
1302,4,2,-1,8,17174,10,0
1303,4,3,-1,5,6871,10,0
1304,4,1,-1,7,16818,10,0
1306,4,2,-1,8,11387,9,0
1307,12,0,-1,-1,811,0,0
1309,12,0,-1,-1,12334,0,0
1310,4,2,-1,8,16971,7,0
1311,2,1,-1,1,8513,17,1
1312,2,4,-1,2,8576,21,3
1313,2,15,-1,1,6458,13,3
1314,4,2,-1,8,17179,10,0
1315,4,0,-1,-1,6524,2,0
1317,2,10,-1,2,20377,17,2
1318,2,1,-1,1,19290,17,1
1319,4,0,-1,4,14437,11,0
1321,0,8,-1,-1,6335,0,0
1322,0,0,-1,-1,6373,0,0
1323,9,0,-1,-1,1301,0,0
1324,12,0,-1,-1,7196,21,0
1325,12,0,-1,-1,6524,0,0
1326,0,5,-1,-1,2661,0,0
1327,12,0,-1,-1,3093,0,0
1328,9,0,-1,-1,1317,0,0
1332,9,0,-1,-1,1317,0,0
1334,9,0,-1,-1,1317,0,0
1335,9,0,-1,-1,1317,0,0
1339,9,0,-1,-1,1317,0,0
1341,9,0,-1,-1,1317,0,0
1349,12,0,-1,-1,7918,0,0
1350,4,0,-1,-1,6358,12,0
1351,4,1,-1,7,16897,9,0
1352,12,0,-1,-1,7013,0,0
1353,12,0,-1,-1,3031,0,0
1354,4,1,-1,7,8776,16,0
1355,4,1,-1,7,23014,16,0
1356,12,0,-1,-1,924,0,0
1357,12,0,-1,-1,1322,0,0
1358,12,0,-1,-1,7593,0,0
1359,4,2,-1,8,6751,10,0
1360,4,3,-1,5,7000,10,0
1361,12,0,-1,-1,7594,0,0
1362,12,0,-1,-1,7595,0,0
1363,4,1,-1,7,13223,1,0
1364,4,2,-1,8,14339,5,0
1366,4,2,-1,8,14338,7,0
1367,4,2,-1,8,14354,8,0
1368,4,2,-1,8,17184,10,0
1369,4,2,-1,8,14335,6,0
1370,4,2,-1,8,14336,9,0
1371,4,2,-1,8,5495,3,0
1372,4,1,-1,7,23054,16,0
1374,4,1,-1,7,16659,8,0
1376,4,1,-1,7,23090,16,0
1377,4,1,-1,7,16657,10,0
1378,4,1,-1,7,16656,7,0
1379,4,1,-1,7,5494,3,0
1380,4,1,-1,7,12426,20,0
1381,12,0,-1,-1,3023,0,0
1382,2,4,-1,2,19636,21,3
1383,2,0,-1,1,8495,21,3
1384,2,7,-1,1,1546,21,3
1385,2,5,-1,2,8593,17,1
1386,2,1,-1,1,19247,17,1
1387,2,8,-1,1,20087,17,1
1388,2,10,-1,2,20450,17,2
1389,2,4,-1,2,8575,21,3
1391,2,10,-1,2,20410,17,2
1392,4,1,-1,7,3642,9,0
1394,2,4,-1,2,5203,13,3
1395,4,1,-1,7,9924,7,0
1396,4,1,-1,7,3260,7,0
1397,4,1,-1,7,3587,7,0
1398,4,1,-1,7,1357,7,0
1399,0,8,-1,-1,6395,0,0
1400,0,8,-1,-1,6418,0,0
1401,0,5,-1,-1,18088,0,0
1402,0,8,-1,-1,6334,0,0
1403,4,0,-1,-1,6499,12,0
1404,4,0,-1,-1,6499,12,0
1405,2,10,-1,2,5540,17,2
1406,2,6,-1,1,5638,17,2
1407,12,0,-1,-1,3032,0,0
1408,12,0,-1,-1,3033,0,0
1409,12,0,-1,-1,3032,0,0
1410,12,0,-1,-1,3032,0,0
1411,2,10,-1,2,20442,17,2
1412,2,8,-1,1,20074,17,1
1413,2,7,-1,1,1547,21,3
1414,2,5,-1,2,19525,17,1
1415,2,4,-1,2,19613,21,3
1416,2,0,-1,1,8495,21,3
1417,2,1,-1,1,8501,17,1
1418,4,2,-1,8,14344,6,0
1419,4,2,-1,8,14353,8,0
1420,4,2,-1,8,4471,9,0
1421,4,1,-1,7,23083,16,0
1422,4,2,-1,8,14345,10,0
1423,4,2,-1,8,14346,7,0
1424,4,2,-1,8,7836,3,0
1425,4,2,-1,8,14190,5,0
1427,4,1,-1,7,16798,8,0
1429,4,1,-1,7,23130,16,0
1430,4,1,-1,7,16797,10,0
1431,4,1,-1,7,16796,7,0
1432,4,1,-1,7,2539,3,0
1433,4,1,-1,7,16795,5,0
1434,0,0,-1,2,6383,0,0
1435,4,2,-1,8,2960,3,0
1436,4,2,-1,8,17144,7,0
1438,4,6,-1,1,25943,14,4
1440,2,4,-1,2,8570,13,3
1443,4,0,-1,-1,6522,2,0
1444,4,0,-1,-1,6504,12,0
1445,4,3,-1,5,10167,3,0
1446,4,3,-1,5,6841,8,0
1447,4,0,-1,1,14438,11,0
1448,4,3,-1,5,6842,10,0
1449,4,0,-1,5,9823,11,1
1450,0,1,-1,4,1026,0,1
1451,12,0,-1,-1,1249,0,0
1453,12,0,-1,3,9825,0,0
1454,2,0,-1,1,8457,13,3
1455,2,1,-1,1,22214,17,1
1457,2,4,-1,2,19683,13,3
1458,2,5,-1,2,8601,17,1
1459,2,0,-1,1,19136,13,3
1460,2,8,-1,1,20109,17,1
1461,2,1,-1,1,19375,17,1
1462,4,0,-1,1,9846,11,0
1464,15,0,-1,8,6627,0,0
1465,2,15,-1,1,20594,13,3
1467,12,0,-1,-1,1361,0,0
1468,7,8,-1,4,6697,0,0
1469,2,7,-1,1,20154,13,3
1470,1,0,-1,8,1025,18,0
1472,4,0,-1,-1,6508,12,0
1473,2,10,-1,2,20402,17,2
1475,7,11,-1,3,6693,0,0
1476,15,0,-1,-1,6619,0,1
1477,0,4,-1,7,3331,0,0
1478,0,4,-1,7,1093,0,0
1479,4,1,-1,7,16710,10,0
1480,2,4,-1,2,9381,13,3
1481,2,0,-1,1,25595,13,3
1482,2,7,-1,1,20089,13,3
1483,2,4,-1,2,9117,13,3
1484,2,10,-1,2,9122,17,2
1485,2,6,-1,1,7464,17,1
1486,4,1,-1,7,9889,5,0
1487,0,5,-1,-1,6344,0,0
1488,4,3,-1,5,12960,5,0
1489,4,2,-1,8,8676,5,0
1490,4,0,-1,3,6502,12,0
1491,4,0,-1,1,9836,11,1
1492,9,0,-1,-1,1301,0,0
1493,2,7,-1,1,5165,13,3
1495,4,1,-1,7,16553,8,0
1497,4,1,-1,7,23094,16,0
1498,4,1,-1,7,14348,10,0
1499,4,1,-1,7,16552,7,0
1500,15,1,-1,2,37388,0,0
1501,4,1,-1,7,16551,5,0
1502,4,2,-1,8,16947,6,0
1503,4,2,-1,8,14846,8,0
1504,4,2,-1,8,17024,9,0
1505,4,1,-1,7,23076,16,0
1506,4,2,-1,8,17077,10,0
1507,4,2,-1,8,17156,7,0
1508,4,2,-1,8,2563,3,0
