entry,class_name,name,Quality,RequiredLevel,ItemLevel,role,kind,weapon_kind,InventoryType,subclass,displayid,reference_entry,reference_item_level,armor,dps,sockets
200027,Warrior,"Orb, Azure Ripper",2,31,37,strength_dps,trinket,,12,0,7841,4397,40,0,0.0,
200028,Warrior,Profane Warhelm,2,65,106,strength_dps,armor,,1,4,45181,24986,105,462,0.0,
200029,Warrior,Magekeeper's Vengeful Greaves,2,1,2,tank,armor,,8,3,6952,2389,5,2,0.0,
200030,Warrior,Warguard's Leggings,2,3,8,strength_dps,armor,,7,3,26941,15477,11,15,0.0,
200031,Warrior,Tempered Battleplate Legguards,4,76,171,strength_dps,armor,,7,4,47991,34180,159,1192,0.0,
200032,Warrior,Nightlord's Sword,2,47,52,strength_dps,1h_sword,1h_sword,13,7,31526,19040,48,0,30.652,
200033,Warrior,Blazing Shoulder Guards,2,21,27,tank,armor,,3,3,27080,15531,30,46,0.0,
200034,Warrior,Ironthane Shoulderguards of Arcane Watch,3,27,33,strength_dps,armor,,3,3,28444,13131,29,64,0.0,
200035,Warrior,The Crusader Headplate,3,70,127,strength_dps,armor,,1,4,45779,32461,127,684,0.0,
200036,Warrior,Scalebound Gemmed Band,3,15,22,strength_dps,finger,,11,0,9839,1156,22,0,0.0,
200037,Warrior,The Mistbound Chausses,3,16,17,tank,armor,,7,3,28250,2694,17,40,0.0,
200038,Warrior,The Witchforged Armplates,3,42,43,strength_dps,armor,,3,4,28351,13066,51,159,0.0,
200039,Warrior,Azure Boots,2,24,31,tank,armor,,8,3,27035,14756,29,47,0.0,
200040,Warrior,Barbed Traveling Cloak of the Grim Watch,4,80,232,tank,back,,16,1,59000,46042,226,151,0.0,
200041,Warrior,Shoulder Guards of Dragon Crown,2,24,25,strength_dps,armor,,3,3,25774,9817,26,42,0.0,
200042,Warrior,"Vigilant Footplates, Dragon King's Oath",2,67,116,tank,armor,,8,4,43287,30968,114,412,0.0,8
200043,Warrior,"Blacksteel Pauldrons, Silent Keeper's Oath",2,55,58,strength_dps,armor,,3,4,26364,10374,59,194,0.0,
200044,Warrior,Darkcaller's Boneforged Handplates,3,69,121,tank,armor,,10,4,48793,35403,115,416,0.0,
200045,Warrior,Armplates of the Azjol Nerub,2,62,99,strength_dps,armor,,3,4,44325,31483,102,373,0.0,
200046,Warrior,Witchkeeper's Boots,2,11,12,strength_dps,armor,,8,3,10434,6188,15,16,0.0,
200047,Warrior,Visor of the Sun King,2,62,100,strength_dps,armor,,1,4,39386,24978,102,455,0.0,
200048,Warrior,The Sinister Greaves,2,65,107,tank,armor,,7,4,39647,25003,111,543,0.0,
200049,Warrior,The Darkmoon Chestplate,3,68,119,strength_dps,armor,,5,4,42359,28205,115,785,0.0,
200050,Warrior,"Serrated Grips, Spiritwarden's Oath",3,23,25,strength_dps,armor,,10,3,28750,16978,27,36,0.0,
200051,Warrior,"Old Bracers, Gravelord's Oath",2,65,111,tank,armor,,9,4,43283,30966,111,193,0.0,
200052,Warrior,Starfire Slayer Footplates,3,79,194,tank,armor,,8,4,53004,41348,187,885,0.0,
200053,Warrior,"Gloves, Ice Ember",2,8,11,strength_dps,armor,,10,3,25850,3472,12,12,0.0,
200054,Warrior,"Great Pauldrons, Last Talon",3,61,92,strength_dps,armor,,3,4,39080,29316,103,385,0.0,
200055,Warrior,Ancient King's Bracers of the Dragon Guard,2,76,171,tank,armor,,9,4,56102,42830,174,346,0.0,
200056,Warrior,Runering of the Dragonblight,2,43,47,tank,finger,,11,0,15422,7553,48,0,0.0,
200057,Warrior,Silent Oathring of the Ironforge Guard,2,15,20,tank,finger,,11,0,4284,17692,23,0,0.0,
200058,Warrior,Breastplate of the Hidden Road,2,51,53,tank,armor,,5,4,27427,10128,54,271,0.0,
200059,Warrior,Ancestor's Deepfrost Halberd,2,46,51,tank,polearm,polearm,17,6,25632,11864,52,0,40.156,
200060,Warrior,Neckguard of the Scarlet Oath,3,77,182,strength_dps,neck,,2,0,56781,44035,174,0,0.0,
200061,Warrior,Scale-bound Voulge,2,10,15,strength_dps,polearm,polearm,17,6,22239,1522,36,0,9.394,
200062,Warrior,Frostbitten Belt of Northern Crown,2,17,19,strength_dps,armor,,6,3,27127,15497,19,24,0.0,
200063,Warrior,The Nightsteel Cuirass,2,58,83,strength_dps,armor,,5,4,40762,24928,84,460,0.0,
200064,Warrior,The Mountainborn Voulge,3,54,56,tank,polearm,polearm,17,6,12562,13056,56,0,48.125,
200065,Warrior,"Casque, Titan Fury",2,34,35,tank,armor,,1,3,27774,10408,32,68,0.0,
200066,Warrior,Warforged Girdle,3,33,35,tank,armor,,6,3,34394,20126,33,54,0.0,
200067,Warrior,Dreamwarden's Iron Boots,2,66,110,strength_dps,armor,,8,4,39414,24983,105,372,0.0,
200068,Warrior,Rangemaster's Dawnsteel Legmail,2,3,9,strength_dps,armor,,7,3,3058,6337,12,18,0.0,
200069,Warrior,Obsidian Gauntlets of Frost Moon,3,67,118,strength_dps,armor,,10,4,41248,28832,115,392,0.0,
200070,Warrior,Stone Promise Battle Glaive,3,64,108,strength_dps,polearm,polearm,17,6,45475,32829,109,0,86.912,
200071,Warrior,Cuirass of Shattered Oath,2,62,97,strength_dps,armor,,5,4,39409,24984,105,566,0.0,
200072,Warrior,Soulmarked Surcoat of Wyrmrest,2,22,24,strength_dps,armor,,5,3,23530,2866,23,61,0.0,
200073,Warrior,Battleplate of Bone March,3,46,50,tank,armor,,5,4,19893,10845,54,283,0.0,
200074,Warrior,Shieldguard's Mark of the Forge of Souls,2,43,44,strength_dps,finger,,11,0,9849,11986,39,0,0.0,
200075,Warrior,"Sunsteel Battle Shield, Stargazer's Oath",3,70,128,tank,shield,,14,6,50024,37747,130,3464,0.0,
200076,Warrior,Soullord's Greaves,3,24,30,tank,armor,,8,3,34395,20129,33,51,0.0,
200077,Warrior,Warbelt of the Amber Ledge,2,4,5,strength_dps,armor,,6,3,27029,15492,15,5,0.0,
200078,Warrior,Scarlet Marshal's Greatblade,4,80,258,strength_dps,2h_sword,2h_sword,17,8,60810,48406,258,0,289.571,8
200079,Warrior,"Scarlet Wargrips, Argent Defender's Oath",3,80,187,strength_dps,armor,,10,4,55758,44121,187,703,0.0,
200080,Warrior,Spaulders of the Sons of Hodir,2,26,27,tank,armor,,3,3,10166,3231,25,45,0.0,
200081,Warrior,"Handplates, Gold Breath",3,75,161,tank,armor,,10,4,52512,37789,158,573,0.0,2
200082,Warrior,Pale Reach Sollerets,2,62,95,strength_dps,armor,,8,4,39451,23487,96,326,0.0,
200083,Warrior,The Savage Execution Axe,4,80,239,strength_dps,2h_axe,2h_axe,17,1,60596,47285,245,0,247.432,
200084,Warrior,Icewarden's Warplate,2,50,52,tank,armor,,5,4,27899,14904,50,276,0.0,
200085,Warrior,Bronzed Battlehelm of Stone Giant,4,76,169,strength_dps,armor,,1,4,48057,34401,159,1004,0.0,
200086,Warrior,"Sorcerous Titan Axe, Brightwarden's Oath",3,58,81,strength_dps,2h_axe,2h_axe,17,1,40900,24394,88,0,62.576,
200087,Warrior,Wildguard's War Mace of the Burning Crown,2,4,10,strength_dps,1h_mace,1h_mace,13,4,19776,7117,15,0,5.0,
200088,Warrior,Spiritkeeper's Boots of the Ebon Hold,3,16,23,tank,armor,,8,3,11935,6459,23,37,0.0,
200089,Warrior,The Hoary Footguards,2,31,37,strength_dps,armor,,8,3,27115,15576,39,56,0.0,
200090,Warrior,Wyrmforged Battle Girdle of Stone Giant,3,60,92,strength_dps,armor,,6,4,43730,31227,91,305,0.0,
200091,Warrior,Grim Warden's Wargrips of the Emerald Moon,2,60,92,tank,armor,,10,4,37445,25502,90,264,0.0,
200092,Warrior,Northborn Sledge of the Grizzlemaw,2,49,51,tank,2h_mace,2h_mace,17,5,28534,15263,50,0,40.781,
200093,Warrior,Ironclad Medallion of Stone Forge,3,51,56,strength_dps,neck,,2,0,4006,18023,59,0,0.0,
200094,Warrior,"Frostmarked Belt, Ironwarden's Oath",2,38,41,tank,armor,,6,3,25821,7494,41,58,0.0,
200095,Warrior,"Heroic Choker, Deathkeeper's Oath",3,43,44,strength_dps,neck,,2,0,6546,4743,50,0,0.0,
200096,Warrior,"Calm Collar, Silent Queen's Oath",2,40,41,tank,neck,,2,0,9658,5005,35,0,0.0,
200097,Warrior,Rune-etched Belt of Frost Moon,3,24,26,strength_dps,armor,,6,3,28448,12978,20,36,0.0,
200098,Warrior,Warhelm of Dawn Oath,2,79,195,tank,armor,,1,4,55803,40816,200,982,0.0,
200099,Warrior,Warband of Argent Watch,4,80,251,strength_dps,finger,,11,0,64174,50803,251,0,0.0,2|4
200100,Warrior,Sorrowful Handguards,4,80,219,tank,armor,,10,4,64843,49855,219,928,0.0,4|2
200101,Warrior,"Lost War Greaves, Ironthane's Oath",2,44,50,strength_dps,armor,,8,4,26833,14957,51,144,0.0,
200102,Warrior,Necklace of Wild Crown,3,32,34,strength_dps,neck,,2,0,30797,15200,35,0,0.0,
200103,Warrior,The Embersteel Wristplates,4,77,184,strength_dps,armor,,9,4,54830,41355,187,454,0.0,
200104,Warrior,"Warhelm, Forgotten Snowfall",2,9,13,strength_dps,armor,,1,3,13279,2275,20,22,0.0,
200105,Warrior,Footguards of Onslaught Harbor,3,37,41,strength_dps,armor,,8,3,28441,13124,35,70,0.0,
200106,Warrior,Last Warden's Handguards,3,41,46,strength_dps,armor,,10,4,16124,7938,45,127,0.0,
200107,Warrior,"Warbelt, Far Anvil",2,28,29,tank,armor,,6,3,27079,15528,26,38,0.0,
200108,Warrior,Bloodfire Pact Brooch,2,29,30,strength_dps,neck,,2,0,7093,5754,31,0,0.0,
200109,Warrior,Moonwoven Neckchain of Dawnwatch,2,18,25,tank,neck,,2,0,33288,20950,31,0,0.0,
200110,Warrior,Lion Edge Shroud,2,58,80,strength_dps,back,,16,1,40775,25030,81,34,0.0,
200111,Warrior,Calm Amulet of Utgarde Keep,2,24,27,strength_dps,neck,,2,0,33288,20950,31,0,0.0,
200112,Warrior,"Emberforged Cudgel, Titanwarden's Oath",2,26,33,strength_dps,1h_mace,1h_mace,13,4,5212,865,31,0,16.607,
200113,Warrior,"Chestguard, Fire Sun",2,28,33,tank,armor,,5,3,27034,14751,33,91,0.0,
200114,Warrior,Ominous Leggings of the Kamagua,2,8,10,tank,armor,,7,3,3058,6337,12,21,0.0,
200115,Warrior,Reaver of the Silver Covenant,4,80,232,strength_dps,1h_sword,1h_sword,13,7,58735,45990,232,0,107.5,
200116,Warrior,Highborn's Brutish Handguards,3,23,29,tank,armor,,10,3,28750,16978,27,41,0.0,
200117,Warrior,Last Keeper's Graveforged Reaver,2,30,33,strength_dps,2h_axe,2h_axe,17,1,22249,12249,31,0,22.727,
200118,Warrior,Vicious Chestplate of the Rune King,4,80,213,strength_dps,armor,,5,4,54719,39767,213,1822,0.0,
200119,Warrior,Mist Torment Warplate,2,66,115,tank,armor,,5,4,43272,30959,114,672,0.0,
200120,Warrior,Darkened War Mantle of Hidden King,2,31,36,tank,armor,,3,3,25815,6404,35,63,0.0,
200121,Warrior,Idol of the Star Watch,2,35,36,strength_dps,trinket,,12,0,39914,21748,40,0,0.0,
200122,Warrior,Hexed Handguards of the Ruby Sanctum,2,26,31,tank,armor,,10,3,6844,4465,32,40,0.0,
200123,Warrior,Waistguard of Void Watch,2,7,14,strength_dps,armor,,6,3,6864,26039,15,17,0.0,
200124,Warrior,Northguard's Sorrowful Breastplate,2,43,50,tank,armor,,5,4,27899,14904,50,258,0.0,
200125,Warrior,Frozen Queen's Wolfbound War Greaves,2,54,61,strength_dps,armor,,8,4,26333,10376,60,183,0.0,
200126,Warrior,Handguards of the Light Dawn,2,39,41,strength_dps,armor,,10,3,27119,15605,42,56,0.0,
200127,Warrior,"Shoulderguards, Nightfang Heart",3,18,25,strength_dps,armor,,3,3,28444,13131,29,45,0.0,
200128,Warrior,Frostmage's Shoulderplates,3,71,137,strength_dps,armor,,3,4,53048,35920,138,608,0.0,
200129,Warrior,Mantle of the Frozen Heart,4,62,100,tank,back,,16,1,35444,23045,90,54,0.0,
200130,Warrior,Stormwrought Gloves,2,27,31,strength_dps,armor,,10,3,6844,4465,32,42,0.0,
200131,Warrior,Wristguards of the Shadow King,2,4,5,tank,armor,,9,3,27005,15495,15,3,0.0,
200132,Warrior,Rune King's Girdle of the Moon Watch,3,77,184,strength_dps,armor,,6,4,53578,42729,187,697,0.0,
200133,Warrior,Nightcaller's Cruel Hammer,3,24,31,tank,1h_mace,1h_mace,13,4,28671,13024,29,0,19.615,
200134,Warrior,"Whitefrost Battlehelm, Plaguekeeper's Oath",2,68,114,strength_dps,armor,,1,4,43277,30961,114,529,0.0,
200135,Warrior,"Legguards, Gray Piercer",2,62,100,tank,armor,,7,4,44279,24963,96,506,0.0,
200136,Warrior,The Dawnsteel Hauberk,2,13,16,strength_dps,armor,,5,3,12965,3166,15,37,0.0,
200137,Warrior,Adamant Carapace of Pale King,3,57,58,strength_dps,armor,,5,4,23559,13168,60,337,0.0,
200138,Warrior,Lost Knight's Headguard,2,17,19,strength_dps,armor,,1,3,13279,2275,20,34,0.0,
200139,Warrior,Gravebound Helm,2,45,49,tank,armor,,1,4,16119,7937,49,194,0.0,
200140,Warrior,Soul Requiem Casque,2,18,23,strength_dps,armor,,1,3,15327,6971,31,43,0.0,
200141,Warrior,Emberwarden's Soulforged Mail,3,29,30,strength_dps,armor,,5,3,12595,6627,28,89,0.0,
200142,Warrior,Shadowguard's Stormforged Leggings,2,8,11,tank,armor,,7,3,25849,3473,13,22,0.0,
200143,Warrior,Umbral Loop,2,29,31,tank,finger,,11,0,9838,4535,31,0,0.0,
200144,Warrior,Frozen Blade Breastplate,3,48,52,tank,armor,,5,4,19893,10845,54,309,0.0,
200145,Warrior,Stoic Greaves of the Utgarde Keep,2,58,83,tank,armor,,8,4,40765,24927,84,273,0.0,
200146,Warrior,Doom Snowfall Bracers,3,77,184,strength_dps,armor,,9,4,55990,44197,187,431,0.0,4
200147,Warrior,Waistguard of the Taunka Village,2,3,9,strength_dps,armor,,6,3,27127,15497,19,10,0.0,
200148,Warrior,Everfrost Warboots of Blue Dragon,2,23,29,strength_dps,armor,,8,3,9412,3484,29,43,0.0,
200149,Warrior,Crusader's Veiled War Mantle,2,30,37,strength_dps,armor,,3,3,11327,4443,36,62,0.0,
200150,Warrior,The Magebound Pauldrons,2,60,92,strength_dps,armor,,3,4,37491,25557,102,349,0.0,
200151,Warrior,"Wrist Chains, Scourge Glacier",2,6,9,strength_dps,armor,,9,3,25776,9785,17,6,0.0,
200152,Warrior,Dragonstalker's Froststeel Breastplate,3,68,120,strength_dps,armor,,5,4,44551,29127,115,801,0.0,
200153,Warrior,"Wrap, Shattered Sun",3,28,34,strength_dps,back,,16,1,28614,13108,34,14,0.0,
200154,Warrior,Sunforged Long Glaive of Black Ice,2,8,14,strength_dps,polearm,polearm,17,6,5638,1406,21,0,8.438,
200155,Warrior,Titanic War Leggings,2,56,63,strength_dps,armor,,7,4,26891,14980,63,298,0.0,
200156,Warrior,Chausses of Red Dragon,2,2,9,strength_dps,armor,,7,3,9738,6084,13,18,0.0,
200157,Warrior,Wildbound Leggings,2,36,42,tank,armor,,7,3,25868,7455,39,104,0.0,
200158,Warrior,"Greatcloak, Hollow Bane",2,34,40,strength_dps,back,,16,1,23073,9919,43,15,0.0,
200159,Warrior,Lightcaller's Leggings,2,34,39,strength_dps,armor,,7,3,4912,4741,37,90,0.0,
200160,Warrior,Crimson Grasp Armplates,4,79,189,tank,armor,,3,4,54287,43819,200,1004,0.0,
200161,Warrior,Harsh Greaves,2,60,92,tank,armor,,7,4,44279,24963,96,457,0.0,
200162,Warrior,Flamewarden's Coif,2,11,17,strength_dps,armor,,1,3,13278,3885,22,30,0.0,
200163,Warrior,Warden Faceguard of Great Eagle,2,26,27,strength_dps,armor,,1,3,15517,6389,31,51,0.0,
200164,Warrior,Chainmail of the Moon Guard,2,11,17,tank,armor,,5,3,11563,7229,13,41,0.0,
200165,Warrior,Skullbound Mark,2,75,170,strength_dps,finger,,11,0,56103,42791,174,0,0.0,
200166,Warrior,Ashcaller's Griefbound Seal Ring,3,40,41,tank,finger,,11,0,20769,11118,47,0,0.0,
200167,Warrior,"Titan Hammer, Hollow Doom",3,25,30,strength_dps,2h_mace,2h_mace,17,5,15466,7730,34,0,24.844,
200168,Warrior,The Brassbound Collar,2,41,42,strength_dps,neck,,2,0,31604,21764,47,0,0.0,
200169,Warrior,Cryptkeeper's Shoulder Drape,2,38,41,strength_dps,back,,16,1,28690,12253,41,16,0.0,
200170,Warrior,Backcloth of the Wyrm King,2,50,55,tank,back,,16,1,26468,15789,56,22,0.0,
200171,Warrior,Boneguard's Legplates,3,75,164,tank,armor,,7,4,54196,43163,158,1025,0.0,
200172,Warrior,Warlord Warblade,2,77,183,tank,2h_sword,2h_sword,17,8,50330,36540,174,0,140.278,
200173,Warrior,Moonwoven Hauberk,2,38,43,strength_dps,armor,,5,3,27784,9897,42,120,0.0,
200174,Warrior,Runecaller's Legguards of the Drowned Hall,3,76,174,tank,armor,,7,4,56964,44677,174,1118,0.0,
200175,Warrior,"Boneclad Scythe, Blademaster's Oath",3,75,166,tank,polearm,polearm,17,6,60069,41815,175,0,140.606,
200176,Warrior,Wyrmbound Legguards of the Amber Ledge,3,42,49,tank,armor,,7,4,21961,13074,46,250,0.0,
200177,Warrior,"Waistchain, Bitter Spirit",2,28,34,strength_dps,armor,,6,3,25784,9869,35,46,0.0,
200178,Warrior,The Shattered Faceguard,2,34,36,strength_dps,armor,,1,3,46449,33253,36,73,0.0,
200179,Warrior,"Bloodied Handplates, Bonewarden's Oath",2,53,56,strength_dps,armor,,10,4,26352,10369,58,142,0.0,
200180,Warrior,Stormshard Leaf Talisman,2,29,34,strength_dps,neck,,2,0,6494,5180,34,0,0.0,
200181,Warrior,"Wristplates, Wildfire Keeper",4,80,277,strength_dps,armor,,9,4,64690,50721,277,679,0.0,
200182,Warrior,Verdant Charmstone of the Last Watch,4,77,175,tank,neck,,2,0,36902,37823,166,0,0.0,
200183,Warrior,Leafbound Pauldrons of Northwatch,3,70,127,strength_dps,armor,,3,4,47003,33481,128,568,0.0,
200184,Warrior,Deathcaller's Girdle,2,67,114,strength_dps,armor,,6,4,39868,25006,114,357,0.0,8
200185,Warrior,Greathelm of the Emerald Grove,2,55,57,strength_dps,armor,,1,4,25856,12410,56,231,0.0,
200186,Warrior,Warden's Brilliant Gauntlets,2,56,58,strength_dps,armor,,10,4,29003,10277,57,150,0.0,
200187,Warrior,Ominous Greaves,2,38,44,tank,armor,,8,3,27093,14769,42,72,0.0,
200188,Warrior,The Goldsteel Torc,2,26,32,tank,neck,,2,0,9859,4614,35,0,0.0,
200189,Warrior,South Storm Great Gauntlets,2,77,176,strength_dps,armor,,10,4,52042,36366,166,574,0.0,4|4
200190,Warrior,Illusory Promise of Fel Ritual,2,58,85,strength_dps,finger,,11,0,9865,31729,99,0,0.0,
200191,Warrior,Spectral Treads of Scourge March,2,9,15,strength_dps,armor,,8,3,35399,22993,15,22,0.0,
200192,Warrior,Moonfire Singer Casque,3,25,30,strength_dps,armor,,1,3,15492,6686,33,64,0.0,
200193,Warrior,Hammer Rider Harness,2,5,10,tank,armor,,5,3,26936,15479,11,24,0.0,
200194,Warrior,Forsworn Chestplate of the Arcane Star,3,66,114,strength_dps,armor,,5,4,44551,29127,115,773,0.0,
200195,Warrior,Drakekeeper's Unbroken Harness,2,11,15,strength_dps,armor,,5,3,12965,3166,15,35,0.0,
200196,Warrior,Warband of the Ice Queen,3,76,171,tank,finger,,11,0,56766,44387,174,0,0.0,
200197,Warrior,Mournbound Legguards of Dying Promise,2,66,112,tank,armor,,7,4,44128,31519,108,574,0.0,
200198,Warrior,Coldforged Highblade of Altar of Sseratus,2,10,13,tank,2h_sword,2h_sword,17,8,20069,9602,10,0,9.844,
200199,Warrior,Casque of the Yogg Prison,2,24,29,strength_dps,armor,,1,3,15288,7130,31,58,0.0,
200200,Warrior,Argent Glyph Hand Cleaver,2,5,9,tank,1h_axe,1h_axe,13,0,19135,6966,15,0,4.259,
200201,Warrior,Woe-bound Wargrips of the Emerald Watch,2,41,45,strength_dps,armor,,10,4,16091,7919,45,114,0.0,
200202,Warrior,Warden's Wargrips of the Drowned Hall,4,73,152,tank,armor,,10,4,48036,34352,156,585,0.0,
200203,Warrior,"Shard, Scarlet Thunder",3,46,53,tank,trinket,,12,0,7122,20036,52,0,0.0,
200204,Warrior,Hoarfrost Veil of Unbroken Oath,3,14,20,tank,back,,16,1,32072,20428,23,8,0.0,
200205,Warrior,"Drape, Ash Doom",2,41,43,tank,back,,16,1,26189,14261,43,17,0.0,
200206,Warrior,Shadowbound Headguard,2,36,37,tank,armor,,1,3,25991,9870,36,72,0.0,
200207,Warrior,"Ivory War Rifle, Lost Warden's Oath",2,9,10,strength_dps,gun,gun,26,3,6600,4362,10,0,6.25,
200208,Warrior,Radiant Chestguard,2,37,38,strength_dps,armor,,20,3,53970,43056,0,102,0.0,
200209,Warrior,Armguards of Scourge March,3,45,46,tank,armor,,9,4,31161,18712,50,76,0.0,
200210,Warrior,Spiritcaller's Tombbound Treads,2,32,37,tank,armor,,8,3,14895,16066,35,57,0.0,
200211,Warrior,Gauntlets of Stone Crown,2,61,94,strength_dps,armor,,10,4,44275,24961,96,273,0.0,
200212,Warrior,Lightwoven Warbelt of the Thunder Crown,3,44,49,strength_dps,armor,,6,4,28686,11703,55,144,0.0,
200213,Warrior,Northborn Shoulder Drape,2,19,26,strength_dps,back,,16,1,23022,6604,26,10,0.0,
200214,Warrior,Soulfire Winter Battle Girdle,2,63,102,strength_dps,armor,,6,4,44111,31480,102,303,0.0,
200215,Warrior,Holy Shoulder Guards,3,33,39,tank,armor,,3,3,6971,3765,40,76,0.0,
200216,Warrior,"Violet Phylactery, Dragonlord's Oath",2,19,25,tank,trinket,,12,0,7248,21568,25,0,0.0,
200217,Warrior,Rune-carved Great Pauldrons,2,67,114,strength_dps,armor,,3,4,41835,30291,111,434,0.0,
200218,Warrior,"Divine Locket, Old King's Oath",2,53,55,strength_dps,neck,,2,0,23715,13473,54,0,0.0,
200219,Warrior,"Thornbound Armplates, Icekeeper's Oath",2,45,51,strength_dps,armor,,3,4,27431,10134,51,173,0.0,
200220,Warrior,Stoneforged Nightcloak of the Wild Moon,3,67,114,strength_dps,back,,16,1,43115,28371,115,58,0.0,
200221,Warrior,The Colossal Greaves,3,80,200,strength_dps,armor,,7,4,55834,40837,200,1407,0.0,
200222,Warrior,Grimlord's War Cleaver of the Fel Watch,2,26,33,strength_dps,2h_axe,2h_axe,17,1,19283,3201,28,0,23.438,
200223,Warrior,"Choker, Grave Oath",3,52,55,strength_dps,neck,,2,0,30696,18340,59,0,0.0,
200224,Warrior,War Maul of Northwatch,2,27,30,strength_dps,2h_mace,2h_mace,17,5,28096,15464,28,0,20.625,
200225,Warrior,"Great Pauldrons, Bright Punch",3,79,189,strength_dps,armor,,3,4,51604,41351,187,900,0.0,
200226,Warrior,Waistchain of Obsidian Sanctum,2,5,8,strength_dps,armor,,6,3,6847,832,15,9,0.0,
200227,Warrior,Windcaller's Steelblade of the Wild Spirit,3,20,25,strength_dps,1h_sword,1h_sword,13,7,20116,6504,24,0,16.364,
200228,Warrior,Greaves of the Arcane Eye,3,52,58,strength_dps,armor,,8,4,29967,16725,59,204,0.0,
200229,Warrior,Celestial Royal Band of Mana Tide,2,49,51,strength_dps,finger,,11,0,18397,862,50,0,0.0,
200230,Warrior,Moon King's Baneful Shoulder Guards,3,24,26,tank,armor,,3,3,52161,39897,25,47,0.0,
200231,Warrior,Deathknight's Winterforged Sollerets,3,50,54,strength_dps,armor,,8,4,31133,18692,59,190,0.0,
200232,Warrior,Woe-bound Greaves,4,70,127,strength_dps,armor,,8,4,45920,30031,128,558,0.0,
200233,Warrior,Deep Cold Armguards,2,71,139,strength_dps,armor,,9,4,51190,37486,138,269,0.0,
200234,Warrior,Battle Axe of the Halls of Lightning,2,43,48,tank,1h_axe,1h_axe,13,0,28341,15235,48,0,27.857,
200235,Warrior,Frost King's Rugged Coif,2,22,24,tank,armor,,1,3,27774,10408,32,44,0.0,
200236,Warrior,Rune King's Coil,3,73,150,strength_dps,finger,,11,0,51278,37960,146,0,0.0,
200237,Warrior,Soul Veil Chestplate,2,56,57,strength_dps,armor,,5,4,27384,10240,55,303,0.0,
200238,Warrior,Ancient Warden's Traveling Cloak,2,6,9,strength_dps,back,,16,1,23133,2580,12,3,0.0,
