reference_entry,displayid,item_level,quality
2232,4272,25,2
2233,18489,27,2
2234,8677,30,2
2235,20598,19,2
2236,20345,25,3
2245,15506,59,4
2246,9841,58,4
2254,19612,12,2
2256,5221,24,3
2263,5170,25,2
2264,12830,30,3
2266,20427,13,2
2267,5208,15,2
2271,20346,23,3
2273,16114,15,2
2274,6883,17,2
2275,13279,20,3
2276,16996,37,3
2277,3173,35,3
2278,17190,31,3
2280,20370,27,3
2281,19297,11,2
2283,16831,15,2
2292,19037,25,3
2299,19389,33,3
2300,9502,12,2
2302,4713,8,1
2307,17163,18,2
2308,23028,15,2
2309,13864,15,2
2310,23025,13,2
2311,17233,13,2
2312,5406,15,2
2314,9531,24,3
2315,9530,20,2
2316,23021,22,2
2317,17214,20,2
2389,6952,5,1
2391,6954,5,1
2397,6955,10,1
2479,8512,4,1
2485,5219,3,1
2491,22112,8,1
2499,8511,9,1
2503,20436,8,1
2504,8106,2,1
2505,20723,4,1
2506,20722,8,1
2508,6606,2,1
2509,6607,9,1
2545,3043,26,2
2564,4485,50,3
2566,16666,27,2
2567,20590,23,3
2569,17120,13,2
2570,23122,6,1
2571,2486,7,1
2572,12687,10,2
2578,10891,14,2
2580,23133,12,2
2582,12394,17,2
2583,13524,19,2
2585,12669,21,2
2588,13253,20,1
2620,15284,39,2
2621,15295,36,2
2622,13244,37,2
2623,15336,41,2
2624,15547,42,2
2632,20473,14,2
2690,28201,5,1
2694,28250,17,2
2721,16826,32,3
2800,21114,26,3
2802,6484,43,3
2805,23084,34,2
2807,9118,23,3
2815,8465,45,3
2816,19669,33,3
2817,17103,12,2
2818,1963,15,2
2820,6540,50,2
2821,19633,18,2
2822,20091,18,2
2823,19236,19,2
2824,20554,53,4
2825,20552,42,4
2848,5198,22,2
2849,19929,23,2
2850,3855,24,2
2853,6966,7,1
2854,25851,19,2
2857,25852,18,2
2864,25848,18,2
2865,4333,21,2
2866,23530,23,2
2867,23532,23,2
2868,23533,25,2
2869,9403,26,2
2870,23540,29,3
2877,20151,33,3
2878,8469,30,3
2899,16949,15,2
2902,23099,30,2
2903,8107,15,2
2904,20732,16,2
2907,19227,20,2
2908,20605,20,2
2911,9898,23,3
2912,20320,32,3
2913,16828,28,2
2915,19664,52,4
2917,9850,33,2
2919,6526,30,1
2920,6556,10,1
2921,6485,15,1
2922,6564,20,1
2923,6550,25,1
2933,9845,31,3
2941,20359,26,3
2942,3007,26,3
2949,16989,25,2
2950,20378,25,2
2951,9851,36,3
2953,23077,33,2
2954,14615,33,2
2955,16545,40,2
2957,14499,11,2
2958,14498,10,2
2959,14525,9,1
2961,17093,11,2
2962,17160,10,2
2963,16980,9,1
2969,14524,17,2
2970,14529,16,2
2973,14539,17,2
2974,14537,16,2
2976,14536,15,2
2981,14549,21,2
2982,14554,20,2
2983,14552,17,2
2984,16789,18,2
2985,9739,21,2
2986,11369,20,2
2987,11373,18,2
2988,14411,19,2
2989,25769,21,2
2990,25768,21,2
2991,25765,21,2
2992,16731,20,2
3000,16888,10,2
3001,18087,20,1
3002,6338,30,1
3003,6492,10,1
3004,6551,15,1
3005,6553,20,1
3006,6521,25,1
3011,13259,36,2
3018,23027,23,2
3019,12682,18,2
3020,21294,33,3
3021,20673,25,3
3022,16534,23,2
3036,5392,15,2
3037,20653,34,2
3039,20672,23,2
3040,20740,19,2
3041,20729,31,2
3042,20734,33,2
3045,25778,27,2
3047,25782,27,2
3048,11525,26,2
3049,25780,27,2
3055,8665,26,2
3056,16954,26,2
3057,16984,24,2
3058,17055,25,2
3065,27547,23,2
3066,27550,24,2
3067,3217,26,2
3068,16824,32,2
3069,27554,27,2
3070,15149,5,1
3072,16694,26,2
3073,16846,26,2
3074,12420,24,2
3075,15322,55,4
3076,4873,23,2
3078,20669,26,3
3079,20738,12,2
3103,8588,12,2
3154,18340,18,2
3160,3304,15,2
3166,12965,15,2
3184,20396,20,2
3185,20362,34,2
3186,26576,30,2
3187,20573,44,2
3188,20072,15,2
3189,8525,8,1
3191,11165,26,3
3192,26590,12,2
3193,19545,21,2
3194,19622,21,3
3195,8499,18,2
3197,20184,35,2
3198,8585,23,2
3199,19372,22,2
3200,17004,8,1
3201,19283,28,2
3202,10216,24,2
3203,5228,28,3
3204,3606,26,2
3205,14410,17,2
3206,20186,28,2
3208,5232,48,2
3209,20250,32,2
3210,19275,30,2
3211,25766,19,2
3212,25779,26,2
3217,16787,15,2
3222,20607,19,2
3223,19624,11,2
3224,16926,10,1
3227,20381,23,2
3228,10402,26,3
3229,9917,23,2
3230,17166,26,3
3231,10166,25,2
3235,9840,20,2
3261,23143,5,1
3262,21052,3,1
3263,3432,3,1
3273,2967,5,1
3274,16587,5,1
3275,16586,5,1
3277,20444,5,1
3280,26928,9,1
3282,26932,12,2
3283,26933,13,2
3285,27994,10,1
3287,28591,12,2
3288,27996,13,2
3291,14511,13,2
3292,14513,13,2
3302,26944,15,2
3306,26949,18,2
3307,11060,15,2
3308,16592,15,2
3309,16591,16,2
3310,16590,18,2
3313,28047,18,2
3314,14546,15,2
3315,14547,17,2
3321,4016,9,1
3323,16906,8,1
3324,21457,28,2
3330,12971,13,2
3332,6987,9,1
3336,20341,29,2
3341,6920,32,2
3344,4511,15,2
3345,15912,37,2
3392,21310,30,2
3400,20110,25,2
3413,20589,25,3
3415,20339,24,3
3417,20174,26,3
3429,4532,24,2
3430,6612,44,2
3431,17092,25,2
3432,7437,1,0
3435,3708,8,1
3436,2539,8,1
3440,6806,13,2
3446,20419,13,2
3449,23127,15,2
3452,5120,22,2
3457,16850,18,2
3458,6982,18,2
3461,12672,24,2
3462,28607,24,2
3469,23528,9,1
3471,13090,10,2
3472,25850,12,2
3473,25849,13,2
3474,9390,15,2
3475,23421,65,4
3480,23531,22,2
3481,9407,25,2
3482,9404,26,2
3483,9406,27,2
3484,9412,29,2
3485,9414,30,2
3487,20196,19,2
3488,8516,13,2
3489,8496,17,2
3491,5211,25,2
3492,3780,30,2
3493,20664,30,2
3494,7430,1,0
3511,23020,15,2
3522,7421,1,1
3524,6834,1,1
3525,6835,1,1
3526,6836,1,1
3529,12906,1,1
3533,6762,1,1
3534,6765,1,1
3536,13564,1,1
3541,6720,1,1
3542,6741,1,1
3544,6744,1,1
3545,6721,1,1
3546,6742,1,1
3549,6785,1,1
3555,16615,25,2
3556,16544,30,2
3558,16528,25,2
3559,11626,21,2
3560,20715,35,2
3561,23135,26,2
3562,16910,27,2
3563,3179,20,2
3565,14127,20,2
3566,17101,29,2
3567,6601,19,2
3569,18122,26,2
3570,8100,16,2
3571,19546,21,2
3572,5151,17,2
3578,9380,15,2
3581,20414,18,2
3582,23085,18,2
3585,16876,22,2
3586,19231,16,2
3595,16583,5,1
3596,16584,5,1
3599,16832,5,1
3600,16929,5,1
3603,16930,10,1
3645,16915,17,2
3647,14566,23,2
3651,2052,15,2
3652,18488,14,2
3653,1673,15,2
3654,18657,14,2
3656,18702,27,2
3719,23040,30,2
3733,4085,23,2
3739,16132,25,2
3741,17164,24,2
3742,20667,28,2
3743,6275,28,2
3747,11167,30,2
3748,10169,26,3
3749,23118,30,2
3750,8732,30,2
3751,3083,30,2
3752,8666,22,2
3753,17129,34,2
3754,17186,33,2
3755,19228,32,2
3759,16944,33,2
3761,18769,32,2
3764,3750,40,2
3765,6971,40,2
3822,20180,32,2
3835,9417,33,2
3836,25658,34,2
3837,15333,38,2
3840,9422,32,2
3841,9424,35,2
3843,9242,34,2
3844,13088,36,3
3845,9425,40,2
3846,23537,37,2
3847,9426,40,2
3849,5153,32,2
3850,20215,35,2
3851,19647,31,2
3852,15468,34,2
3853,7324,36,2
3854,20252,40,2
3855,8528,37,2
3856,8533,40,2
3883,13228,22,1
3884,13249,22,1
3885,13278,22,1
3902,20412,18,2
3933,7312,23,3
3985,16829,40,2
4035,16643,31,2
4036,4607,27,2
4037,14989,30,2
4038,27557,37,2
4039,15298,35,2
4040,14623,34,2
4041,15287,39,2
4042,14661,39,2
4043,14652,38,2
4044,14659,40,2
4045,14680,42,2
4046,14685,45,2
4047,14679,43,2
4048,17199,31,2
4049,14601,28,2
4050,17141,31,2
4051,17161,30,2
4052,21304,35,2
4054,17149,35,2
4055,3036,34,2
4057,16890,36,2
4058,14674,41,2
4059,14673,37,2
4060,14675,40,2
4061,17008,42,2
4062,17147,45,2
4063,17181,43,2
4065,18699,36,2
4066,4403,35,2
4069,26085,47,2
4071,25801,31,2
4072,25802,30,2
4073,25804,31,2
4074,25809,36,2
4075,25811,34,2
4076,25810,35,2
4077,25825,35,2
4078,25904,39,2
4079,25896,40,2
4080,15290,45,2
4082,26074,47,2
4083,26075,44,2
4086,20736,37,2
4087,4426,41,2
4088,28520,47,2
4090,18496,46,3
4091,20380,47,3
4107,4438,37,2
4108,4439,40,2
4109,16983,41,2
4113,23123,45,2
4114,15246,42,2
4116,20223,41,2
4117,16830,44,2
4118,6976,50,2
4119,17100,43,2
4120,16695,40,3
4121,14323,35,2
4123,6919,37,2
4124,21293,40,2
4126,19217,34,2
4127,20662,40,2
4129,4458,44,2
4130,6562,50,2
4131,17115,44,2
4132,6884,37,2
4133,4462,37,2
4134,20294,46,3
4135,6486,35,2
4137,4835,42,2
4138,8638,45,2
4139,16822,37,2
4140,4869,34,2
4196,4483,30,3
4239,9503,13,2
4242,9505,15,2
4243,9511,17,2
4244,18458,20,2
4246,9513,16,2
4247,2362,29,2
4248,9526,26,2
4249,12464,25,2
4250,17237,25,2
4251,11274,26,2
4252,12403,28,2
4253,27881,27,3
4254,9543,30,2
4255,9532,31,2
4256,9545,35,2
4257,17224,32,2
4258,9538,34,2
4259,9546,36,2
4260,9550,39,2
4262,17218,37,3
4264,17111,40,2
4290,4400,18,2
4303,19615,12,2
4307,6295,10,2
4308,8089,12,2
4309,12395,14,2
4310,12865,17,2
4311,23117,21,2
4313,4615,20,2
4314,9997,22,2
4315,17135,24,2
4316,6297,22,2
4317,12399,25,2
4318,6291,26,2
4319,17130,29,2
4320,4301,24,3
4321,17138,28,2
4322,15314,33,2
4323,15319,34,2
4324,17128,30,2
4325,4631,35,2
4326,15076,37,2
4327,15273,40,3
4328,17136,36,2
4329,6315,40,2
4331,13195,25,2
4343,12388,10,2
4362,6600,10,2
4368,13236,20,2
4369,20743,21,2
4373,26619,24,2
4379,15835,26,2
4381,22293,28,2
4383,8257,29,2
4385,22422,30,2
4393,13215,37,2
4396,21632,40,2
4397,7841,40,2
4434,4365,20,2
4436,9912,21,2
4437,20390,20,2
4438,6977,30,3
4439,6795,22,2
4443,11327,36,2
4444,18694,24,2
4445,19398,23,2
4446,20369,26,3
4447,23019,26,2
4448,4723,27,2
4449,20439,27,2
4454,20592,26,3
4455,14261,33,2
4456,17231,33,2
4462,23098,31,2
4463,9916,31,2
4464,7002,32,2
4465,6844,32,2
4474,12883,32,2
4476,12650,34,2
4478,4744,45,2
4504,15183,31,2
4505,16791,31,2
4507,18653,42,3
4508,8639,42,3
4509,17185,40,2
4511,19783,40,2
4534,6996,29,2
4535,9838,31,2
4543,21313,40,2
4545,16892,40,2
4547,21016,40,2
4562,8531,10,2
4564,6813,13,2
4566,20420,13,2
4568,22478,21,2
4569,19778,14,2
4570,8586,15,2
4571,20430,17,2
4575,20401,19,2
4576,20674,21,2
4577,6592,13,2
4614,9859,35,2
4643,15079,33,2
4653,6944,45,2
4660,6322,18,2
4661,27551,26,2
4663,9907,9,1
4676,6991,17,2
4695,26048,18,2
4697,25767,20,2
4699,14555,18,2
4700,14232,21,1
4701,23044,16,2
4705,25783,27,2
4706,25979,24,2
4707,25781,26,2
4708,27545,24,2
4709,8098,25,2
4710,23029,22,2
4711,26047,28,2
4712,25803,29,2
4713,23140,26,2
4714,4557,27,2
4715,23024,27,2
4716,26016,32,2
4717,25813,34,2
4718,16652,35,2
4719,18131,32,2
4720,14624,33,2
4721,17193,35,2
4722,23045,32,2
4723,14332,29,2
4724,21302,30,2
4725,25897,40,2
4726,25900,36,2
4727,25895,38,2
4731,14677,39,2
4732,23031,37,2
4733,26078,46,2
4734,11638,43,2
4735,23125,41,2
4736,14686,42,2
4737,17192,44,2
4738,16921,42,2
4741,4912,37,2
4743,6546,50,3
4744,16925,39,2
4745,7005,40,2
4765,7313,14,2
4766,5154,13,2
4767,3528,15,2
4768,16946,15,2
4771,23012,15,2
4777,19538,18,2
4778,6808,19,2
4781,8702,20,2
4782,16812,18,2
4785,6277,24,2
4786,16833,20,2
4788,4024,20,2
4790,15165,25,2
4793,15247,24,2
4794,6787,25,2
4795,6756,25,2
4796,6758,25,2
4797,15161,25,2
4799,23087,23,2
4810,19911,37,2
4816,4978,24,2
4817,7319,22,2
4818,20155,24,2
4820,18511,25,2
4822,4983,23,2
4825,8461,29,2
4826,19224,26,2
4827,16865,28,2
4828,16792,27,2
4830,17153,28,2
4831,17154,26,2
4832,22428,29,2
4833,6929,28,2
4835,6912,30,2
4853,15330,5,1
4861,5243,10,2
4902,6098,1,1
4908,17169,5,1
4910,6969,5,1
4913,9920,5,1
4914,17075,5,1
4915,16802,5,1
4919,16799,5,1
4920,23007,5,1
4921,9671,5,1
4928,17017,8,1
4935,7007,8,1
4936,16880,8,1
4939,20112,11,2
4947,20603,11,2
4949,19214,21,2
4951,16938,7,1
4954,16932,5,1
4962,5418,8,1
4971,8572,12,2
4975,18491,39,3
4976,28287,40,2
4977,20009,41,2
4978,19741,36,2
4979,5434,42,2
4980,5435,37,2
4983,19596,42,2
4987,20083,45,2
4989,16673,50,2
4990,16934,50,2
5005,9658,35,2
5008,9843,36,2
5016,16849,35,2
5069,6097,12,2
5071,18356,14,2
5111,18133,15,2
5112,20491,15,2
5180,6494,34,2
5181,23142,33,2
5182,8000,20,2
5187,8600,20,3
5191,7311,24,3
5192,5144,22,3
5193,22998,25,3
5194,19296,23,3
5195,16966,22,3
5196,13913,22,3
5197,20953,21,3
5198,21011,22,3
5199,1978,21,3
5200,5949,22,3
5201,20340,23,3
5202,12803,24,3
5207,20903,20,2
5213,20907,35,2
5214,21020,32,2
5215,20815,41,2
5216,20790,45,2
5222,6001,28,1
5235,6081,7,1
5240,6101,21,2
5242,6093,16,2
5243,12601,20,3
5244,21024,30,2
5245,21019,34,2
5247,20828,39,2
5248,21023,37,2
5249,20793,40,2
5250,6140,28,2
5252,20825,21,2
5253,20801,40,2
5254,10179,20,3
5256,19673,35,2
5257,23000,37,3
5275,7545,15,2
5279,20411,20,2
5299,17223,20,2
5306,7524,20,2
5309,7531,20,2
5311,17159,21,2
5312,7540,20,2
5313,7544,25,2
5315,28200,18,2
5316,16870,25,2
5317,8658,25,2
5318,22225,20,2
5319,7553,20,1
5321,20014,20,2
5322,19611,26,2
5324,8576,16,2
5325,7559,16,2
5327,16958,18,2
5328,7563,15,2
5337,19899,16,2
5340,20417,15,2
5341,8717,15,2
5343,23088,18,2
5344,8485,14,2
5345,8602,14,2
5346,20719,14,2
5351,6011,20,2
5355,7662,28,2
5356,20834,27,2
5387,23108,20,2
5394,7823,5,1
5399,7835,5,1
5404,6729,23,3
5405,23105,5,1
5419,17002,7,1
5420,8635,14,2
5422,16974,20,2
5423,19221,20,3
5425,7932,20,3
5426,19396,20,3
5444,15089,19,3
5459,5014,13,2
5540,6439,23,2
5541,19801,28,2
5542,23131,19,2
5587,19648,13,2
5589,8292,10,1
5608,15278,40,2
5609,6755,22,2
5610,23115,15,2
5613,20384,23,2
5614,20182,31,2
5615,20121,20,2
5616,20376,47,3
5617,6718,13,2
5622,14432,22,2
5624,15905,38,2
5626,19246,20,2
5627,20354,20,2
5629,8450,20,2
5630,8449,20,2
5739,12368,38,2
5742,20569,40,2
5744,8279,12,2
5745,8745,1,0
5750,8749,23,2
5751,23078,25,2
5752,20596,26,2
5753,8753,31,2
5754,7093,31,2
5755,8719,35,2
5756,20591,37,3
5757,8803,20,2
5766,12397,27,2
5770,12695,30,2
5776,20449,5,1
5780,8905,18,2
5781,8908,19,2
5782,22393,34,2
5783,8912,38,2
5812,12694,25,2
5813,9055,32,2
5814,16899,30,2
5815,9057,31,2
5817,9060,30,2
5818,21026,30,2
5819,15810,33,3
5820,9077,32,2
5821,16982,24,2
5822,9082,24,2
5936,9365,8,1
5943,9378,25,3
5944,7554,15,2
5958,9514,21,2
5961,12402,23,2
5962,9535,32,2
5964,9544,35,2
5965,23033,37,2
5966,9549,38,2
5967,9552,18,2
5969,23059,23,2
5970,19128,23,3
5971,23026,26,2
5975,9584,23,2
6040,9634,37,2
6058,8419,5,1
6060,16588,5,1
6070,17173,5,1
6084,9738,13,2
6085,11368,13,2
6087,9742,24,3
6092,49990,18,2
6093,19646,27,2
6094,19390,18,2
6095,11548,24,2
6171,9374,5,1
6173,16809,5,1
6179,15166,19,2
6185,23008,5,1
6186,20119,18,2
6187,18658,17,2
6188,10434,15,2
6191,10454,23,2
6194,19404,32,2
6195,12944,15,2
6197,2644,22,2
6198,10529,30,2
6199,10530,24,2
6200,10532,29,2
6201,9510,10,1
6204,13266,32,2
6214,10642,16,2
6220,20536,29,3
6223,10721,35,2
6226,12652,23,3
6238,12389,10,2
6239,12400,12,2
6240,12387,12,2
6241,17123,10,2
6242,12386,14,2
6243,12393,18,2
6255,6590,19,2
6263,11182,20,2
6264,12716,23,2
6266,16560,13,2
6267,16561,12,2
6268,17098,13,2
6269,17152,12,2
6282,11166,32,2
6314,23082,27,3
6318,20335,26,3
6319,11253,26,3
6320,18700,28,3
6321,14433,26,3
6323,21051,25,3
6324,12696,29,3
6327,11271,37,3
6331,20333,36,3
6333,20604,22,2
6335,11330,29,2
6336,3057,13,2
6337,3058,12,2
6350,6885,18,2
6360,11453,25,2
6378,23139,17,2
6379,16922,17,2
6381,27549,23,2
6382,16916,23,2
6386,25805,30,2
6387,25800,29,2
6388,25806,30,2
6389,15517,31,2
6392,11533,29,3
6394,11571,27,2
6395,13677,29,2
6396,14602,32,2
6397,14603,29,2
6398,17118,29,2
6399,14599,30,2
6402,25812,36,2
6403,25808,33,2
6404,25815,35,2
6405,14625,36,2
6406,14617,34,2
6407,14618,33,2
6408,17061,34,2
6409,17121,34,2
6410,17009,33,2
6411,25882,41,2
6412,25883,39,2
6413,25886,37,2
6415,12653,41,2
6416,14651,38,2
6417,23091,37,2
6418,14656,37,2
6419,14676,38,2
6420,14672,39,2
6421,14671,38,2
6422,21297,39,2
6423,26077,45,2
6424,26082,42,2
6425,26076,44,2
6426,26073,43,2
6427,12676,46,2
6428,14684,43,2
6429,15910,44,2
6430,18471,46,2
6431,16986,43,2
6432,23039,41,2
6433,21291,43,2
6440,12643,48,3
6447,22805,20,3
6448,20349,22,3
6449,23001,22,3
6459,11935,23,3
6460,11945,24,3
6461,11946,27,3
6465,12693,22,3
6466,23010,18,2
6467,11952,21,2
6468,11960,23,3
6469,20652,24,3
6472,24741,24,3
6473,17091,23,3
6477,11997,20,2
6478,11999,23,2
6480,9541,20,2
6481,12068,23,2
6482,12070,24,2
6502,12282,22,2
6503,12670,22,2
6504,20116,24,3
6505,12286,24,3
6507,22679,10,1
6511,16698,11,2
6512,16813,13,2
6527,12422,13,2
6528,16567,17,2
6531,19110,18,2
6536,14739,19,2
6537,12439,15,2
6538,16522,19,2
6539,14735,16,2
6540,14738,18,2
6541,14737,16,2
6542,15267,15,2
6543,14736,15,2
6545,25755,18,2
6546,25759,17,2
6547,25756,17,2
6548,25757,16,2
6550,25758,15,2
6551,6931,17,2
6552,14731,19,2
6553,14730,18,2
6554,14729,17,2
6556,14728,15,2
6557,19184,16,2
6558,17113,15,2
6560,25955,17,2
6561,14551,21,2
6562,16881,21,2
6563,14750,20,2
6564,23109,21,2
6565,16793,22,2
6567,14748,25,2
6568,14746,24,2
6569,18120,25,2
6570,14752,22,2
6571,18493,22,2
6573,25760,23,2
6574,12456,22,2
6575,25967,20,2
6576,25762,22,2
6577,25761,23,2
6578,12453,23,2
6580,25763,23,2
6581,17127,21,2
6582,14759,22,2
6583,3657,21,2
6584,14758,25,2
6585,23053,20,2
6586,14755,23,2
6587,14757,24,2
6590,25793,29,2
6591,25797,27,2
6592,25798,29,2
6593,25993,26,2
6594,25795,28,2
6595,25794,28,2
6596,25796,28,2
6597,25799,28,2
6598,18449,28,2
6599,26014,29,2
6600,14774,27,2
6601,14769,28,2
6602,17167,27,2
6603,14773,30,2
6604,23022,26,2
6605,14775,28,2
6607,14776,30,2
6608,27542,27,2
6609,16862,32,2
6610,16878,32,2
6611,16866,29,2
6612,19921,28,2
6613,16869,28,2
6615,16864,29,2
6616,16863,32,2
6617,4904,30,2
6627,12595,28,3
6628,16952,22,2
6629,23141,23,3
6630,6274,25,3
6631,20336,25,3
6632,15156,20,3
6641,20167,26,3
6642,12632,25,3
6659,12777,20,2
6660,13001,55,3
6664,12782,26,2
6665,12783,26,2
6666,12784,22,2
6667,23110,27,2
6668,12788,27,2
6670,12794,27,2
6671,12795,27,2
6675,12804,27,2
6676,12805,27,2
6677,21018,26,2
6678,14434,28,2
6679,22241,29,3
6681,20593,32,3
6682,12858,31,3
6685,11473,30,3
6686,15492,33,3
6687,22217,34,3
6688,17277,32,3
6689,20325,32,3
6690,17142,34,3
6691,12880,35,3
6692,25597,36,3
6696,20650,32,3
6709,12924,18,2
6719,17134,30,2
6720,28984,37,2
6721,12934,24,2
6722,12935,30,2
6726,16716,41,2
6727,17067,41,2
6729,20821,38,2
6731,12945,20,2
6732,12943,38,2
6733,12948,28,2
6737,16852,35,2
6738,19126,35,2
6739,20666,29,2
6740,12977,29,2
6742,12981,36,3
6743,12984,25,2
6744,16956,33,2
6745,23069,33,2
6746,18507,40,2
6747,12986,40,2
6750,12987,31,2
6751,23126,30,2
6752,16988,30,2
6780,13023,36,2
6784,13026,36,2
6788,17122,42,2
6789,23096,42,2
6791,17227,40,2
6792,13052,40,2
6793,13053,40,2
6794,17187,40,2
6797,21014,37,2
6798,13060,37,2
6801,13077,40,2
6802,20010,44,3
6804,19707,34,3
6806,13084,40,3
6829,20075,44,3
6831,20292,44,3
6832,23097,42,2
6900,13337,38,3
6901,23002,29,3
6902,17001,27,3
6903,13357,28,3
6904,20575,28,3
6905,22222,27,3
6906,13361,28,3
6907,16903,25,3
6908,16723,25,3
6909,20185,31,3
6910,13365,31,3
6911,16931,31,3
6953,13466,31,3
6966,19135,15,2
6967,20162,15,2
6968,19771,15,2
6969,20400,15,2
6970,21475,20,2
6971,15327,31,2
6972,22480,30,3
6973,22481,29,2
6974,22482,31,2
6977,22731,40,3
6978,19133,15,2
6979,19274,15,2
6980,20601,15,2
6981,20606,15,2
6982,19652,15,2
6983,19773,15,2
6984,20159,15,2
6985,20163,15,2
6998,13500,25,2
7000,16919,25,2
7001,20824,29,3
7002,4743,29,3
7003,13508,27,2
