profile_id,encounter,rank,pool_id,item_count,chance,quantity,loot_mode,item_level_min,item_level_max,parent_type,parent_entry
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10412
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10413
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10414
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10416
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10417
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10418
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10419
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10420
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10421
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10422
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10423
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10424
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10425
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10426
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10463
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10464
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,10809
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,11043
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,11082
map_329_difficulty_0,trash,0,3140001,7,2.0,1,1,56,101,creature,14684
map_329_difficulty_0,boss_000473,1,3140002,14,2.0,1,1,56,101,creature,10558
map_329_difficulty_0,boss_000474,2,3140003,15,2.0,1,1,56,101,creature,10808
map_329_difficulty_0,boss_000475,3,3140004,17,2.0,1,1,56,101,creature,10997
map_329_difficulty_0,boss_000476,4,3140005,20,2.0,1,1,56,101,creature,11032
map_329_difficulty_0,boss_000477,5,3140006,11,2.0,1,1,56,101,creature,10811
map_329_difficulty_0,boss_000479,6,3140007,16,2.0,1,1,56,101,creature,10436
map_329_difficulty_0,boss_000480,7,3140008,7,2.0,1,1,56,101,creature,10437
map_329_difficulty_0,boss_000481,8,3140009,8,2.0,1,1,56,101,creature,10438
map_329_difficulty_0,boss_000482,9,3140010,12,2.0,1,1,56,101,creature,10435
map_329_difficulty_0,boss_000484,10,3140011,19,2.0,1,1,56,101,creature,10440
map_349_difficulty_0,boss_000422,0,3150000,53,2.0,1,1,43,59,creature,13282
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,11783
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,11784
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,11789
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,11790
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,11791
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,11792
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,11793
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,11794
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,12206
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,12207
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,12216
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,12217
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,12218
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,12219
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,12220
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,12221
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,12222
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,12223
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,12224
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,12237
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,12242
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,12243
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,13141
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,13142
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,13323
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,13533
map_349_difficulty_0,trash,0,3150001,23,2.0,1,1,43,59,creature,13599
map_349_difficulty_0,boss_000423,1,3150002,70,2.0,1,1,43,59,creature,12258
map_349_difficulty_0,boss_000424,2,3150003,59,2.0,1,1,43,59,creature,12236
map_349_difficulty_0,boss_000425,3,3150004,54,2.0,1,1,43,59,creature,12225
map_349_difficulty_0,boss_000426,4,3150005,58,2.0,1,1,43,59,creature,12203
map_349_difficulty_0,boss_000427,5,3150006,65,2.0,1,1,43,59,creature,13601
map_349_difficulty_0,boss_000428,6,3150007,49,2.0,1,1,43,59,creature,13596
map_349_difficulty_0,boss_000429,7,3150008,65,2.0,1,1,43,59,creature,12201
map_389_difficulty_0,boss_000430,0,3160000,80,2.0,1,1,14,24,creature,11517
map_389_difficulty_0,trash,0,3160001,25,2.0,1,1,14,24,creature,11318
map_389_difficulty_0,trash,0,3160001,25,2.0,1,1,14,24,creature,11319
map_389_difficulty_0,trash,0,3160001,25,2.0,1,1,14,24,creature,11320
map_389_difficulty_0,trash,0,3160001,25,2.0,1,1,14,24,creature,11321
map_389_difficulty_0,trash,0,3160001,25,2.0,1,1,14,24,creature,11322
map_389_difficulty_0,trash,0,3160001,25,2.0,1,1,14,24,creature,11323
map_389_difficulty_0,trash,0,3160001,25,2.0,1,1,14,24,creature,11324
map_389_difficulty_0,boss_000431,1,3160002,86,2.0,1,1,14,24,creature,11520
map_389_difficulty_0,boss_000432,2,3160003,90,2.0,1,1,14,24,creature,11518
map_389_difficulty_0,boss_000433,3,3160004,87,2.0,1,1,14,24,creature,11519
map_409_difficulty_0,boss_000663,0,3170000,5,2.0,1,1,91,104,creature,12118
map_409_difficulty_0,trash,0,3170001,2,2.0,1,1,91,104,creature,11658
map_409_difficulty_0,trash,0,3170001,2,2.0,1,1,91,104,creature,11659
map_409_difficulty_0,trash,0,3170001,2,2.0,1,1,91,104,creature,11661
map_409_difficulty_0,trash,0,3170001,2,2.0,1,1,91,104,creature,11662
map_409_difficulty_0,trash,0,3170001,2,2.0,1,1,91,104,creature,11665
map_409_difficulty_0,trash,0,3170001,2,2.0,1,1,91,104,creature,11666
map_409_difficulty_0,trash,0,3170001,2,2.0,1,1,91,104,creature,11667
map_409_difficulty_0,trash,0,3170001,2,2.0,1,1,91,104,creature,11668
map_409_difficulty_0,trash,0,3170001,2,2.0,1,1,91,104,creature,11673
map_409_difficulty_0,trash,0,3170001,2,2.0,1,1,91,104,creature,12076
map_409_difficulty_0,trash,0,3170001,2,2.0,1,1,91,104,creature,12100
map_409_difficulty_0,trash,0,3170001,2,2.0,1,1,91,104,creature,12101
map_409_difficulty_0,trash,0,3170001,2,2.0,1,1,91,104,creature,12119
map_409_difficulty_0,boss_000664,1,3170002,4,2.0,1,1,91,104,creature,11982
map_409_difficulty_0,boss_000665,2,3170003,4,2.0,1,1,91,104,creature,12259
map_409_difficulty_0,boss_000666,3,3170004,5,2.0,1,1,91,104,creature,12057
map_409_difficulty_0,boss_000667,4,3170005,7,2.0,1,1,91,104,creature,12264
map_409_difficulty_0,boss_000669,6,3170007,6,2.0,1,1,91,104,creature,12098
map_409_difficulty_0,boss_000670,7,3170008,3,2.0,1,1,91,104,creature,11988
map_429_difficulty_0,boss_000343,0,3180000,12,2.0,1,1,55,101,creature,11490
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11441
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11444
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11445
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11448
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11450
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11451
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11452
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11453
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11454
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11455
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11456
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11457
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11458
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11459
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11461
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11462
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11464
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11465
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11467
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11469
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11470
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11471
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11472
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11473
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11475
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11476
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11477
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11480
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11483
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,11484
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,13021
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,13022
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,13036
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,13160
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,13196
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,13197
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,13276
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,13285
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,14303
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,14308
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,14349
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,14354
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,14398
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,14399
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,14400
map_429_difficulty_0,trash,0,3180001,2,2.0,1,1,55,101,creature,14690
map_429_difficulty_0,boss_000344,1,3180002,13,2.0,1,1,55,101,creature,13280
map_429_difficulty_0,boss_000345,2,3180003,11,2.0,1,1,55,101,creature,14327
map_429_difficulty_0,boss_000346,3,3180004,12,2.0,1,1,55,101,creature,11492
map_429_difficulty_0,boss_000347,4,3180005,7,2.0,1,1,55,101,creature,11488
map_429_difficulty_0,boss_000348,5,3180006,9,2.0,1,1,55,101,creature,11487
map_429_difficulty_0,boss_000349,6,3180007,9,2.0,1,1,55,101,creature,11496
map_429_difficulty_0,boss_000350,7,3180008,16,2.0,1,1,55,101,creature,11489
map_429_difficulty_0,boss_000361,8,3180009,6,2.0,1,1,55,101,creature,11486
map_429_difficulty_0,boss_000362,9,3180010,9,2.0,1,1,55,101,creature,14326
map_429_difficulty_0,boss_000363,10,3180011,10,2.0,1,1,55,101,creature,14322
map_429_difficulty_0,boss_000364,11,3180012,13,2.0,1,1,55,101,creature,14321
map_429_difficulty_0,boss_000365,12,3180013,19,2.0,1,1,55,101,creature,14323
map_429_difficulty_0,boss_000366,13,3180014,8,2.0,1,1,55,101,creature,14325
map_429_difficulty_0,boss_000367,14,3180015,14,2.0,1,1,55,101,creature,14324
map_429_difficulty_0,boss_000368,15,3180016,13,2.0,1,1,55,101,creature,11501
map_469_difficulty_0,boss_000610,0,3190000,7,2.0,1,1,87,104,creature,12435
map_469_difficulty_0,trash,0,3190001,1,2.0,1,1,87,104,creature,12457
map_469_difficulty_0,trash,0,3190001,1,2.0,1,1,87,104,creature,12459
map_469_difficulty_0,trash,0,3190001,1,2.0,1,1,87,104,creature,12460
map_469_difficulty_0,trash,0,3190001,1,2.0,1,1,87,104,creature,12461
map_469_difficulty_0,trash,0,3190001,1,2.0,1,1,87,104,creature,12463
map_469_difficulty_0,trash,0,3190001,1,2.0,1,1,87,104,creature,12464
map_469_difficulty_0,trash,0,3190001,1,2.0,1,1,87,104,creature,12465
map_469_difficulty_0,trash,0,3190001,1,2.0,1,1,87,104,creature,12467
map_469_difficulty_0,trash,0,3190001,1,2.0,1,1,87,104,creature,12468
map_469_difficulty_0,trash,0,3190001,1,2.0,1,1,87,104,creature,13996
map_469_difficulty_0,trash,0,3190001,1,2.0,1,1,87,104,creature,14401
map_469_difficulty_0,boss_000611,1,3190002,5,2.0,1,1,87,104,creature,13020
map_469_difficulty_0,boss_000612,2,3190003,11,2.0,1,1,87,104,creature,12017
map_469_difficulty_0,boss_000613,3,3190004,4,2.0,1,1,87,104,creature,11983
map_469_difficulty_0,boss_000614,4,3190005,6,2.0,1,1,87,104,creature,14601
map_469_difficulty_0,boss_000615,5,3190006,9,2.0,1,1,87,104,creature,11981
map_469_difficulty_0,boss_000616,6,3190007,4,2.0,1,1,87,104,creature,14020
map_509_difficulty_0,boss_000718,0,3200000,20,2.0,1,1,56,104,creature,15348
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15168
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15318
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15319
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15320
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15323
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15324
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15325
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15327
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15333
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15335
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15336
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15338
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15343
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15355
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15385
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15386
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15388
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15389
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15390
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15391
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15392
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15461
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15462
map_509_difficulty_0,trash,0,3200001,9,2.0,1,1,56,104,creature,15505
map_509_difficulty_0,boss_000719,1,3200002,33,2.0,1,1,56,104,creature,15341
map_509_difficulty_0,boss_000720,2,3200003,34,2.0,1,1,56,104,creature,15340
map_509_difficulty_0,boss_000721,3,3200004,24,2.0,1,1,56,104,creature,15370
map_509_difficulty_0,boss_000722,4,3200005,27,2.0,1,1,56,104,creature,15369
map_509_difficulty_0,boss_000723,5,3200006,32,2.0,1,1,56,104,creature,15339
map_532_difficulty_0,boss_000653,0,3210000,6,2.0,1,1,119,155,creature,15687
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,15547
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,15548
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,15551
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16170
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16171
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16173
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16174
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16175
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16176
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16177
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16178
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16389
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16406
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16407
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16408
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16409
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16410
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16411
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16412
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16414
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16415
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16424
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16425
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16459
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16460
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16461
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16468
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16470
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16471
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16472
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16473
map_532_difficulty_0,trash,0,3210001,3,2.0,1,1,119,155,creature,16481
