equivalence_group,RequiredLevel,ItemLevel,quality,eligible_profile_count,items_placed,dominant_profile,dominant_profile_share,distribution_entropy,warning
"item-level=129;required-level=70;candidate-band=128-132-70-70,128-134-70-70",70,129,2,3,57,map_548_difficulty_0,0.42105263157894735,1.0357616217878556,False
"item-level=129;required-level=70;candidate-band=128-132-70-70,128-134-70-70",70,129,3,3,85,map_568_difficulty_0,0.4117647058823529,1.0847573262663317,False
"item-level=129;required-level=70;candidate-band=128-132-70-70,128-134-70-70",70,129,4,3,20,map_548_difficulty_0,0.4,1.080527626604172,False
"item-level=130;required-level=70;candidate-band=128-132-70-70,128-134-70-70",70,130,2,3,56,map_568_difficulty_0,0.35714285714285715,1.0963586028030445,False
"item-level=130;required-level=70;candidate-band=128-132-70-70,128-134-70-70",70,130,3,3,94,map_548_difficulty_0,0.3723404255319149,1.0944382740138898,False
"item-level=130;required-level=70;candidate-band=128-132-70-70,128-134-70-70",70,130,4,3,20,map_550_difficulty_0,0.45,1.0486537893593546,False
"item-level=131;required-level=70;candidate-band=128-132-70-70,128-134-70-70",70,131,2,3,81,map_550_difficulty_0,0.4567901234567901,1.0659327260847573,False
"item-level=131;required-level=70;candidate-band=128-132-70-70,128-134-70-70",70,131,3,3,91,map_548_difficulty_0,0.4175824175824176,1.0822672430419777,False
"item-level=131;required-level=70;candidate-band=128-132-70-70,128-134-70-70",70,131,4,3,22,map_568_difficulty_0,0.36363636363636365,1.0900596587107838,False
"item-level=132;required-level=70;candidate-band=128-132-70-70,128-134-70-70",70,132,2,3,59,map_568_difficulty_0,0.3559322033898305,1.096583065848047,False
"item-level=132;required-level=70;candidate-band=128-132-70-70,128-134-70-70",70,132,3,3,105,map_568_difficulty_0,0.3619047619047619,1.0950216911759791,False
"item-level=132;required-level=70;candidate-band=128-132-70-70,128-134-70-70",70,132,4,3,16,map_568_difficulty_0,0.375,1.0821955300387673,False
"item-level=133;required-level=70;candidate-band=128-134-70-70,132-138-70-70",70,133,2,3,69,map_548_difficulty_0,0.37681159420289856,1.090220381103468,False
"item-level=133;required-level=70;candidate-band=128-134-70-70,132-138-70-70",70,133,3,3,99,map_548_difficulty_0,0.35353535353535354,1.0973871731693086,False
"item-level=133;required-level=70;candidate-band=128-134-70-70,132-138-70-70",70,133,4,3,14,map_550_difficulty_0,0.5,1.0346012329101812,False
"item-level=134;required-level=70;candidate-band=128-134-70-70,132-138-70-70",70,134,2,3,74,map_568_difficulty_0,0.40540540540540543,1.0866696930902915,False
"item-level=134;required-level=70;candidate-band=128-134-70-70,132-138-70-70",70,134,3,3,87,map_568_difficulty_0,0.367816091954023,1.0933636823194006,False
"item-level=134;required-level=70;candidate-band=128-134-70-70,132-138-70-70",70,134,4,3,24,map_568_difficulty_0,0.4583333333333333,1.024010220294295,False
item-level=167;required-level=76;candidate-band=166-179-76-76,76,167,2,1,61,map_604_difficulty_0,1.0,-0.0,False
item-level=167;required-level=76;candidate-band=166-179-76-76,76,167,3,1,105,map_604_difficulty_0,1.0,-0.0,False
item-level=168;required-level=76;candidate-band=166-179-76-76,76,168,2,1,62,map_604_difficulty_0,1.0,-0.0,False
item-level=168;required-level=76;candidate-band=166-179-76-76,76,168,3,1,97,map_604_difficulty_0,1.0,-0.0,False
item-level=169;required-level=76;candidate-band=166-179-76-76,76,169,2,1,51,map_604_difficulty_0,1.0,-0.0,False
item-level=169;required-level=76;candidate-band=166-179-76-76,76,169,3,1,113,map_604_difficulty_0,1.0,-0.0,False
item-level=16;required-level=11;candidate-band=16-21-11-16,11,16,2,1,111,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=11;candidate-band=16-21-11-16,11,16,3,1,27,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=12;candidate-band=16-21-11-16,12,16,2,1,113,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=12;candidate-band=16-21-11-16,12,16,3,1,27,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=13;candidate-band=16-21-11-16,13,16,2,1,133,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=13;candidate-band=16-21-11-16,13,16,3,1,27,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=14;candidate-band=16-21-11-16,14,16,2,1,120,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=14;candidate-band=16-21-11-16,14,16,3,1,20,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=15;candidate-band=16-21-11-16,15,16,2,1,113,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=15;candidate-band=16-21-11-16,15,16,3,1,25,map_36_difficulty_0,1.0,-0.0,False
item-level=170;required-level=76;candidate-band=166-179-76-76,76,170,2,1,55,map_604_difficulty_0,1.0,-0.0,False
item-level=170;required-level=76;candidate-band=166-179-76-76,76,170,3,1,92,map_604_difficulty_0,1.0,-0.0,False
item-level=171;required-level=76;candidate-band=166-179-76-76,76,171,2,1,62,map_604_difficulty_0,1.0,-0.0,False
item-level=171;required-level=76;candidate-band=166-179-76-76,76,171,3,1,86,map_604_difficulty_0,1.0,-0.0,False
item-level=172;required-level=76;candidate-band=166-179-76-76,76,172,2,1,67,map_604_difficulty_0,1.0,-0.0,False
item-level=172;required-level=76;candidate-band=166-179-76-76,76,172,3,1,87,map_604_difficulty_0,1.0,-0.0,False
item-level=173;required-level=76;candidate-band=166-179-76-76,76,173,2,1,41,map_604_difficulty_0,1.0,-0.0,False
item-level=173;required-level=76;candidate-band=166-179-76-76,76,173,3,1,101,map_604_difficulty_0,1.0,-0.0,False
item-level=174;required-level=76;candidate-band=166-179-76-76,76,174,2,1,53,map_604_difficulty_0,1.0,-0.0,False
item-level=174;required-level=76;candidate-band=166-179-76-76,76,174,3,1,99,map_604_difficulty_0,1.0,-0.0,False
item-level=175;required-level=76;candidate-band=166-179-76-76,76,175,2,1,65,map_604_difficulty_0,1.0,-0.0,False
item-level=175;required-level=76;candidate-band=166-179-76-76,76,175,3,1,94,map_604_difficulty_0,1.0,-0.0,False
item-level=176;required-level=76;candidate-band=166-179-76-76,76,176,2,1,57,map_604_difficulty_0,1.0,-0.0,False
item-level=176;required-level=76;candidate-band=166-179-76-76,76,176,3,1,90,map_604_difficulty_0,1.0,-0.0,False
item-level=177;required-level=76;candidate-band=166-179-76-76,76,177,2,1,54,map_604_difficulty_0,1.0,-0.0,False
item-level=177;required-level=76;candidate-band=166-179-76-76,76,177,3,1,82,map_604_difficulty_0,1.0,-0.0,False
item-level=17;required-level=11;candidate-band=16-21-11-16,11,17,2,1,119,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=11;candidate-band=16-21-11-16,11,17,3,1,28,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=12;candidate-band=16-21-11-16,12,17,2,1,119,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=12;candidate-band=16-21-11-16,12,17,3,1,29,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=13;candidate-band=16-21-11-16,13,17,2,1,99,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=13;candidate-band=16-21-11-16,13,17,3,1,25,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=14;candidate-band=16-21-11-16,14,17,2,1,129,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=14;candidate-band=16-21-11-16,14,17,3,1,29,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=15;candidate-band=16-21-11-16,15,17,2,1,111,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=15;candidate-band=16-21-11-16,15,17,3,1,19,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=16;candidate-band=16-21-11-16,16,17,2,1,115,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=16;candidate-band=16-21-11-16,16,17,3,1,26,map_36_difficulty_0,1.0,-0.0,False
item-level=183;required-level=77;candidate-band=183-183-77-77,77,183,2,1,51,map_599_difficulty_0,1.0,-0.0,False
item-level=183;required-level=77;candidate-band=183-183-77-77,77,183,3,1,97,map_599_difficulty_0,1.0,-0.0,False
item-level=187;required-level=78;candidate-band=187-187-78-78,78,187,2,5,45,map_602_difficulty_0,0.24444444444444444,1.5970041896908889,False
item-level=187;required-level=78;candidate-band=187-187-78-78,78,187,3,5,121,map_575_difficulty_0,0.2727272727272727,1.5892705195331729,False
item-level=18;required-level=11;candidate-band=16-21-11-16,11,18,2,1,115,map_36_difficulty_0,1.0,-0.0,False
item-level=18;required-level=11;candidate-band=16-21-11-16,11,18,3,1,27,map_36_difficulty_0,1.0,-0.0,False
item-level=18;required-level=12;candidate-band=16-21-11-16,12,18,2,1,119,map_36_difficulty_0,1.0,-0.0,False
item-level=18;required-level=12;candidate-band=16-21-11-16,12,18,3,1,20,map_36_difficulty_0,1.0,-0.0,False
"item-level=18;required-level=13;candidate-band=16-21-11-16,18-18-13-13",13,18,2,2,106,map_389_difficulty_0,0.5094339622641509,0.6929691707091894,False
"item-level=18;required-level=13;candidate-band=16-21-11-16,18-18-13-13",13,18,3,2,21,map_389_difficulty_0,0.6190476190476191,0.6645284386549151,False
item-level=18;required-level=14;candidate-band=16-21-11-16,14,18,2,1,106,map_36_difficulty_0,1.0,-0.0,False
item-level=18;required-level=14;candidate-band=16-21-11-16,14,18,3,1,35,map_36_difficulty_0,1.0,-0.0,False
item-level=18;required-level=15;candidate-band=16-21-11-16,15,18,2,1,128,map_36_difficulty_0,1.0,-0.0,False
item-level=18;required-level=15;candidate-band=16-21-11-16,15,18,3,1,23,map_36_difficulty_0,1.0,-0.0,False
item-level=18;required-level=16;candidate-band=16-21-11-16,16,18,2,1,104,map_36_difficulty_0,1.0,-0.0,False
item-level=18;required-level=16;candidate-band=16-21-11-16,16,18,3,1,21,map_36_difficulty_0,1.0,-0.0,False
item-level=19;required-level=12;candidate-band=16-21-11-16,12,19,2,1,119,map_36_difficulty_0,1.0,-0.0,False
item-level=19;required-level=12;candidate-band=16-21-11-16,12,19,3,1,27,map_36_difficulty_0,1.0,-0.0,False
item-level=19;required-level=13;candidate-band=16-21-11-16,13,19,2,1,117,map_36_difficulty_0,1.0,-0.0,False
item-level=19;required-level=13;candidate-band=16-21-11-16,13,19,3,1,18,map_36_difficulty_0,1.0,-0.0,False
"item-level=19;required-level=14;candidate-band=16-21-11-16,19-20-14-15",14,19,2,2,108,map_36_difficulty_0,0.6666666666666666,0.6365141682948128,False
"item-level=19;required-level=14;candidate-band=16-21-11-16,19-20-14-15",14,19,3,2,24,map_43_difficulty_0,0.5416666666666666,0.6896709283570267,False
"item-level=19;required-level=15;candidate-band=16-21-11-16,19-20-14-15",15,19,2,2,113,map_36_difficulty_0,0.5309734513274337,0.6912272421496105,False
"item-level=19;required-level=15;candidate-band=16-21-11-16,19-20-14-15",15,19,3,2,33,map_43_difficulty_0,0.6666666666666666,0.6365141682948128,False
item-level=19;required-level=16;candidate-band=16-21-11-16,16,19,2,1,115,map_36_difficulty_0,1.0,-0.0,False
item-level=19;required-level=16;candidate-band=16-21-11-16,16,19,3,1,31,map_36_difficulty_0,1.0,-0.0,False
item-level=200;required-level=80;candidate-band=200-200-80-80,80,200,2,15,74,map_576_difficulty_1,0.13513513513513514,2.595825211060918,False
item-level=200;required-level=80;candidate-band=200-200-80-80,80,200,3,15,482,map_602_difficulty_1,0.08921161825726141,2.6537350725487165,False
item-level=200;required-level=80;candidate-band=200-200-80-80,80,200,4,14,302,map_533_difficulty_0,0.09271523178807947,2.604513056425586,False
item-level=20;required-level=13;candidate-band=16-21-11-16,13,20,2,1,126,map_36_difficulty_0,1.0,-0.0,False
item-level=20;required-level=13;candidate-band=16-21-11-16,13,20,3,1,20,map_36_difficulty_0,1.0,-0.0,False
"item-level=20;required-level=14;candidate-band=16-21-11-16,19-20-14-15",14,20,2,2,121,map_36_difficulty_0,0.5619834710743802,0.6854434764212227,False
"item-level=20;required-level=14;candidate-band=16-21-11-16,19-20-14-15",14,20,3,2,19,map_36_difficulty_0,0.5263157894736842,0.6917614988524178,False
"item-level=20;required-level=15;candidate-band=20-20-15-15,20-21-15-16",15,20,2,3,91,map_43_difficulty_0,0.37362637362637363,1.0871858879048277,False
"item-level=20;required-level=15;candidate-band=20-20-15-15,20-21-15-16",15,20,3,3,20,map_43_difficulty_0,0.4,1.0888999753452238,False
item-level=20;required-level=16;candidate-band=20-21-15-16,16,20,2,1,128,map_36_difficulty_0,1.0,-0.0,False
item-level=20;required-level=16;candidate-band=20-21-15-16,16,20,3,1,16,map_36_difficulty_0,1.0,-0.0,False
item-level=213;required-level=80;candidate-band=213-213-80-80,80,213,2,3,77,map_533_difficulty_1,0.36363636363636365,1.095382003154532,False
item-level=213;required-level=80;candidate-band=213-213-80-80,80,213,3,3,499,map_615_difficulty_1,0.37675350701402804,1.0904987943249846,False
item-level=213;required-level=80;candidate-band=213-213-80-80,80,213,4,3,310,map_533_difficulty_0,0.34516129032258064,1.0981006717970916,False
item-level=219;required-level=80;candidate-band=219-219-80-80,80,219,3,5,182,map_650_difficulty_1,0.2087912087912088,1.6085881730933078,False
item-level=219;required-level=80;candidate-band=219-219-80-80,80,219,4,5,395,map_632_difficulty_0,0.23544303797468355,1.6049396114022727,False
item-level=21;required-level=14;candidate-band=16-21-11-16,14,21,2,1,123,map_36_difficulty_0,1.0,-0.0,False
item-level=21;required-level=14;candidate-band=16-21-11-16,14,21,3,1,27,map_36_difficulty_0,1.0,-0.0,False
item-level=21;required-level=15;candidate-band=20-21-15-16,15,21,2,1,135,map_36_difficulty_0,1.0,-0.0,False
item-level=21;required-level=15;candidate-band=20-21-15-16,15,21,3,1,32,map_36_difficulty_0,1.0,-0.0,False
"item-level=21;required-level=16;candidate-band=20-21-15-16,21-23-16-18",16,21,2,2,118,map_43_difficulty_0,0.5169491525423728,0.6925725229305686,False
"item-level=21;required-level=16;candidate-band=20-21-15-16,21-23-16-18",16,21,3,2,18,map_36_difficulty_0,0.5555555555555556,0.6869615765973234,False
"item-level=21;required-level=17;candidate-band=21-22-16-17,21-23-16-18",17,21,2,2,140,map_43_difficulty_0,0.5214285714285715,0.6922285318733952,False
"item-level=21;required-level=17;candidate-band=21-22-16-17,21-23-16-18",17,21,3,2,34,map_43_difficulty_0,0.6764705882352942,0.6295012608763815,False
item-level=21;required-level=18;candidate-band=21-23-16-18,18,21,2,1,125,map_43_difficulty_0,1.0,-0.0,False
item-level=21;required-level=18;candidate-band=21-23-16-18,18,21,3,1,24,map_43_difficulty_0,1.0,-0.0,False
item-level=226;required-level=80;candidate-band=226-226-80-80,80,226,3,1,184,map_603_difficulty_1,1.0,-0.0,False
item-level=226;required-level=80;candidate-band=226-226-80-80,80,226,4,1,419,map_603_difficulty_1,1.0,-0.0,False
"item-level=22;required-level=16;candidate-band=21-22-16-17,21-23-16-18",16,22,2,2,112,map_36_difficulty_0,0.5178571428571429,0.6925092898114951,False
"item-level=22;required-level=16;candidate-band=21-22-16-17,21-23-16-18",16,22,3,2,26,map_36_difficulty_0,0.6538461538461539,0.6450331516760341,False
"item-level=22;required-level=17;candidate-band=22-22-17-17,22-23-17-18",17,22,2,2,110,map_36_difficulty_0,0.509090909090909,0.6929818821956966,False
"item-level=22;required-level=17;candidate-band=22-22-17-17,22-23-17-18",17,22,3,2,25,map_43_difficulty_0,0.6,0.6730116670092565,False
"item-level=22;required-level=18;candidate-band=21-23-16-18,22-23-17-18",18,22,2,2,102,map_36_difficulty_0,0.5588235294117647,0.6862107122427636,False
"item-level=22;required-level=18;candidate-band=21-23-16-18,22-23-17-18",18,22,3,2,14,map_43_difficulty_0,0.5,0.6931471805599453,False
"item-level=22;required-level=19;candidate-band=22-23-17-20,22-24-17-19",19,22,2,2,101,map_43_difficulty_0,0.5247524752475248,0.6919213094962968,False
"item-level=22;required-level=19;candidate-band=22-23-17-20,22-24-17-19",19,22,3,2,25,map_43_difficulty_0,0.68,0.6268694575724263,False
item-level=22;required-level=20;candidate-band=22-23-17-20,20,22,2,1,102,map_36_difficulty_0,1.0,-0.0,False
item-level=22;required-level=20;candidate-band=22-23-17-20,20,22,3,1,43,map_36_difficulty_0,1.0,-0.0,False
"item-level=232;required-level=80;candidate-band=226-232-80-80,232-232-80-80",80,232,4,5,548,map_632_difficulty_1,0.21350364963503649,1.6085522214084627,False
item-level=239;required-level=80;candidate-band=239-239-80-80,80,239,4,1,417,map_603_difficulty_1,1.0,-0.0,False
item-level=23;required-level=16;candidate-band=21-23-16-18,16,23,2,1,108,map_43_difficulty_0,1.0,-0.0,False
item-level=23;required-level=16;candidate-band=21-23-16-18,16,23,3,1,23,map_43_difficulty_0,1.0,-0.0,False
"item-level=23;required-level=17;candidate-band=22-23-17-18,22-24-17-19",17,23,2,2,111,map_36_difficulty_0,0.5495495495495496,0.6882287960332414,False
"item-level=23;required-level=17;candidate-band=22-23-17-18,22-24-17-19",17,23,3,2,24,map_36_difficulty_0,0.5833333333333334,0.6791932659915256,False
"item-level=23;required-level=18;candidate-band=22-23-17-18,23-24-18-19,23-25-18-20,23-27-18-22",18,23,2,4,126,map_36_difficulty_0,0.2698412698412698,1.3838606220226075,False
"item-level=23;required-level=18;candidate-band=22-23-17-18,23-24-18-19,23-25-18-20,23-27-18-22",18,23,3,4,24,map_33_difficulty_0,0.3333333333333333,1.3320831195896732,False
"item-level=23;required-level=19;candidate-band=22-23-17-20,23-24-18-19,23-25-18-20,23-27-18-22",19,23,2,4,122,map_33_difficulty_0,0.29508196721311475,1.362938153367119,False
"item-level=23;required-level=19;candidate-band=22-23-17-20,23-24-18-19,23-25-18-20,23-27-18-22",19,23,3,4,25,map_33_difficulty_0,0.32,1.35677031940125,False
"item-level=23;required-level=20;candidate-band=22-23-17-20,23-25-18-20,23-27-18-22",20,23,2,4,100,map_43_difficulty_0,0.28,1.3809791551144799,False
"item-level=23;required-level=20;candidate-band=22-23-17-20,23-25-18-20,23-27-18-22",20,23,3,4,32,map_43_difficulty_0,0.4375,1.1278336536047227,False
item-level=23;required-level=21;candidate-band=23-27-18-22,21,23,2,1,109,map_48_difficulty_0,1.0,-0.0,False
item-level=23;required-level=21;candidate-band=23-27-18-22,21,23,3,1,27,map_48_difficulty_0,1.0,-0.0,False
item-level=23;required-level=22;candidate-band=23-27-18-22,22,23,2,1,100,map_48_difficulty_0,1.0,-0.0,False
item-level=23;required-level=22;candidate-band=23-27-18-22,22,23,3,1,48,map_48_difficulty_0,1.0,-0.0,False
item-level=245;required-level=80;candidate-band=245-245-80-80,80,245,4,1,416,map_249_difficulty_1,1.0,-0.0,False
item-level=24;required-level=17;candidate-band=22-24-17-19,17,24,2,1,104,map_43_difficulty_0,1.0,-0.0,False
item-level=24;required-level=17;candidate-band=22-24-17-19,17,24,3,1,29,map_43_difficulty_0,1.0,-0.0,False
"item-level=24;required-level=18;candidate-band=23-24-18-19,23-25-18-20,23-27-18-22",18,24,2,3,122,map_43_difficulty_0,0.4344262295081967,1.0764889840173433,False
"item-level=24;required-level=18;candidate-band=23-24-18-19,23-25-18-20,23-27-18-22",18,24,3,3,28,map_33_difficulty_0,0.39285714285714285,1.0897973126663918,False
"item-level=24;required-level=19;candidate-band=23-24-18-19,23-25-18-20,23-27-18-22,24-25-19-20",19,24,2,4,113,map_33_difficulty_0,0.3185840707964602,1.368265452089894,False
"item-level=24;required-level=19;candidate-band=23-24-18-19,23-25-18-20,23-27-18-22,24-25-19-20",19,24,3,4,28,map_36_difficulty_0,0.39285714285714285,1.3106063908583887,False
"item-level=24;required-level=20;candidate-band=23-25-18-20,23-27-18-22,24-25-19-20",20,24,2,4,104,map_43_difficulty_0,0.34615384615384615,1.3594411758919376,False
"item-level=24;required-level=20;candidate-band=23-25-18-20,23-27-18-22,24-25-19-20",20,24,3,4,39,map_36_difficulty_0,0.3333333333333333,1.3618543431462207,False
item-level=24;required-level=21;candidate-band=23-27-18-22,21,24,2,1,101,map_48_difficulty_0,1.0,-0.0,False
item-level=24;required-level=21;candidate-band=23-27-18-22,21,24,3,1,41,map_48_difficulty_0,1.0,-0.0,False
item-level=24;required-level=22;candidate-band=23-27-18-22,22,24,2,1,111,map_48_difficulty_0,1.0,-0.0,False
item-level=24;required-level=22;candidate-band=23-27-18-22,22,24,3,1,41,map_48_difficulty_0,1.0,-0.0,False
item-level=251;required-level=80;candidate-band=251-251-80-80,80,251,4,1,299,map_631_difficulty_0,1.0,-0.0,False
item-level=258;required-level=80;candidate-band=258-258-80-80,80,258,4,2,271,map_724_difficulty_0,0.5018450184501845,0.6931403723583317,False
"item-level=25;required-level=18;candidate-band=23-25-18-20,23-27-18-22",18,25,2,3,117,map_33_difficulty_0,0.36752136752136755,1.0923208643866993,False
"item-level=25;required-level=18;candidate-band=23-25-18-20,23-27-18-22",18,25,3,3,26,map_43_difficulty_0,0.4230769230769231,1.0484854421409806,False
"item-level=25;required-level=19;candidate-band=23-25-18-20,23-27-18-22,24-25-19-20",19,25,2,4,126,map_36_difficulty_0,0.29365079365079366,1.380243676697978,False
"item-level=25;required-level=19;candidate-band=23-25-18-20,23-27-18-22,24-25-19-20",19,25,3,4,22,map_36_difficulty_0,0.4090909090909091,1.3016518932729433,False
"item-level=25;required-level=20;candidate-band=23-25-18-20,24-25-19-20,25-25-20-20,25-26-20-21",20,25,2,5,105,map_34_difficulty_0,0.2857142857142857,1.5813634413461934,False
"item-level=25;required-level=20;candidate-band=23-25-18-20,24-25-19-20,25-25-20-20,25-26-20-21",20,25,3,5,39,map_33_difficulty_0,0.3076923076923077,1.5509197507372459,False
"item-level=25;required-level=21;candidate-band=23-27-18-22,25-26-20-21",21,25,2,3,107,map_34_difficulty_0,0.4485981308411215,1.0520386917955697,False
"item-level=25;required-level=21;candidate-band=23-27-18-22,25-26-20-21",21,25,3,3,29,map_48_difficulty_0,0.41379310344827586,1.0835222669892097,False
item-level=25;required-level=22;candidate-band=23-27-18-22,22,25,2,1,99,map_48_difficulty_0,1.0,-0.0,False
item-level=25;required-level=22;candidate-band=23-27-18-22,22,25,3,1,49,map_48_difficulty_0,1.0,-0.0,False
item-level=264;required-level=80;candidate-band=264-264-80-80,80,264,4,2,252,map_631_difficulty_1,0.5158730158730159,0.692643190619824,False
"item-level=26;required-level=19;candidate-band=23-27-18-22,26-26-19-21",19,26,2,2,118,map_33_difficulty_0,0.5338983050847458,0.6908472265804745,False
"item-level=26;required-level=19;candidate-band=23-27-18-22,26-26-19-21",19,26,3,2,21,map_33_difficulty_0,0.6666666666666666,0.6365141682948128,False
