reference_id,parent_target_type,parent_target_entry,effective_target_entry,parent_loot_id,map_id,difficulty_id,parent_loot_mode,reference_loot_mode,consumer_map_count,consumer_profile_count,verified_parent,provenance_depth
24039,creature,7272,7272,7272,209,0,1,1,6,6,False,0
24039,creature,7604,7604,7604,209,0,1,1,6,6,False,0
24039,creature,7605,7605,7605,209,0,1,1,6,6,False,0
24039,creature,7606,7606,7606,209,0,1,1,6,6,False,0
24039,creature,7608,7608,7608,209,0,1,1,6,6,False,0
24039,creature,7795,7795,7795,209,0,1,1,6,6,False,0
24039,creature,7797,7797,7797,209,0,1,1,6,6,False,0
24039,creature,11783,11783,11783,349,0,1,1,6,6,False,0
24039,creature,12207,12207,12207,349,0,1,1,6,6,False,0
24040,creature,7604,7604,7604,209,0,1,1,3,3,False,0
24040,creature,7605,7605,7605,209,0,1,1,3,3,False,0
24040,creature,7606,7606,7606,209,0,1,1,3,3,False,0
24040,creature,7608,7608,7608,209,0,1,1,3,3,False,0
24041,creature,10120,10120,10120,70,0,1,1,7,7,False,0
24041,creature,7272,7272,7272,209,0,1,1,7,7,False,0
24041,creature,7604,7604,7604,209,0,1,1,7,7,False,0
24041,creature,7605,7605,7605,209,0,1,1,7,7,False,0
24041,creature,7606,7606,7606,209,0,1,1,7,7,False,0
24041,creature,7608,7608,7608,209,0,1,1,7,7,False,0
24041,creature,7795,7795,7795,209,0,1,1,7,7,False,0
24041,creature,7797,7797,7797,209,0,1,1,7,7,False,0
24041,creature,11783,11783,11783,349,0,1,1,7,7,False,0
24041,creature,12207,12207,12207,349,0,1,1,7,7,False,0
24042,creature,7272,7272,7272,209,0,1,1,4,4,False,0
24042,creature,7604,7604,7604,209,0,1,1,4,4,False,0
24042,creature,7605,7605,7605,209,0,1,1,4,4,False,0
24042,creature,7606,7606,7606,209,0,1,1,4,4,False,0
24042,creature,7608,7608,7608,209,0,1,1,4,4,False,0
24042,creature,7795,7795,7795,209,0,1,1,4,4,False,0
24042,creature,7797,7797,7797,209,0,1,1,4,4,False,0
24042,creature,11783,11783,11783,349,0,1,1,4,4,False,0
24042,creature,12207,12207,12207,349,0,1,1,4,4,False,0
24043,creature,7272,7272,7272,209,0,1,1,5,5,False,0
24043,creature,7604,7604,7604,209,0,1,1,5,5,False,0
24043,creature,7605,7605,7605,209,0,1,1,5,5,False,0
24043,creature,7606,7606,7606,209,0,1,1,5,5,False,0
24043,creature,7608,7608,7608,209,0,1,1,5,5,False,0
24043,creature,7795,7795,7795,209,0,1,1,5,5,False,0
24043,creature,7797,7797,7797,209,0,1,1,5,5,False,0
24043,creature,10043,10043,10043,230,0,1,1,5,5,False,0
24043,creature,11783,11783,11783,349,0,1,1,5,5,False,0
24043,creature,12207,12207,12207,349,0,1,1,5,5,False,0
24044,creature,7272,7272,7272,209,0,1,1,5,5,False,0
24044,creature,7604,7604,7604,209,0,1,1,5,5,False,0
24044,creature,7605,7605,7605,209,0,1,1,5,5,False,0
24044,creature,7795,7795,7795,209,0,1,1,5,5,False,0
24044,creature,7797,7797,7797,209,0,1,1,5,5,False,0
24044,creature,10043,10043,10043,230,0,1,1,5,5,False,0
24044,creature,11783,11783,11783,349,0,1,1,5,5,False,0
24044,creature,12207,12207,12207,349,0,1,1,5,5,False,0
24045,creature,7272,7272,7272,209,0,1,1,6,8,False,0
24045,creature,7604,7604,7604,209,0,1,1,6,8,False,0
24045,creature,7606,7606,7606,209,0,1,1,6,8,False,0
24045,creature,7608,7608,7608,209,0,1,1,6,8,False,0
24045,creature,7795,7795,7795,209,0,1,1,6,8,False,0
24045,creature,7797,7797,7797,209,0,1,1,6,8,False,0
24045,creature,10043,10043,10043,230,0,1,1,6,8,False,0
24045,creature,11783,11783,11783,349,0,1,1,6,8,False,0
24045,creature,12207,12207,12207,349,0,1,1,6,8,False,0
24046,creature,7272,7272,7272,209,0,1,1,6,6,False,0
24046,creature,7797,7797,7797,209,0,1,1,6,6,False,0
24046,creature,10043,10043,10043,230,0,1,1,6,6,False,0
24046,creature,11783,11783,11783,349,0,1,1,6,6,False,0
24046,creature,12207,12207,12207,349,0,1,1,6,6,False,0
24047,creature,3981,3981,3981,189,0,1,1,4,4,False,0
24047,creature,4293,4293,4293,189,0,1,1,4,4,False,0
24047,creature,6426,6426,6426,189,0,1,1,4,4,False,0
24047,creature,6427,6427,6427,189,0,1,1,4,4,False,0
24049,creature,1716,1716,1716,34,0,1,1,4,4,False,0
24049,creature,1717,1717,1717,34,0,1,1,4,4,False,0
24049,creature,4293,4293,4293,189,0,1,1,4,4,False,0
24049,creature,6427,6427,6427,189,0,1,1,4,4,False,0
24050,creature,1716,1716,1716,34,0,1,1,4,4,False,0
24050,creature,1717,1717,1717,34,0,1,1,4,4,False,0
24050,creature,3981,3981,3981,189,0,1,1,4,4,False,0
24050,creature,4293,4293,4293,189,0,1,1,4,4,False,0
24050,creature,6426,6426,6426,189,0,1,1,4,4,False,0
24050,creature,6427,6427,6427,189,0,1,1,4,4,False,0
24051,creature,1716,1716,1716,34,0,1,1,4,4,False,0
24051,creature,4293,4293,4293,189,0,1,1,4,4,False,0
24051,creature,6426,6426,6426,189,0,1,1,4,4,False,0
24052,creature,7849,7849,7849,90,0,1,1,5,5,False,0
24052,creature,3981,3981,3981,189,0,1,1,5,5,False,0
24052,creature,4293,4293,4293,189,0,1,1,5,5,False,0
24052,creature,6426,6426,6426,189,0,1,1,5,5,False,0
24052,creature,6427,6427,6427,189,0,1,1,5,5,False,0
24054,creature,4293,4293,4293,189,0,1,1,4,5,False,0
24054,creature,6426,6426,6426,189,0,1,1,4,5,False,0
24054,creature,6427,6427,6427,189,0,1,1,4,5,False,0
24058,creature,1716,1716,1716,34,0,1,1,6,6,False,0
24058,creature,1717,1717,1717,34,0,1,1,6,6,False,0
24058,creature,6168,6168,6168,47,0,1,1,6,6,False,0
24058,creature,7849,7849,7849,90,0,1,1,6,6,False,0
24058,creature,4293,4293,4293,189,0,1,1,6,6,False,0
24058,creature,6426,6426,6426,189,0,1,1,6,6,False,0
24058,creature,6427,6427,6427,189,0,1,1,6,6,False,0
24059,creature,1663,1663,1663,34,0,1,1,5,5,False,0
24059,creature,1666,1666,1666,34,0,1,1,5,5,False,0
24059,creature,1696,1696,1696,34,0,1,1,5,5,False,0
24059,creature,1716,1716,1716,34,0,1,1,5,5,False,0
24059,creature,20424,20424,20424,560,0,1,1,5,5,False,0
24060,creature,3849,3849,3849,33,0,1,1,6,6,False,0
24060,creature,3850,3850,3850,33,0,1,1,6,6,False,0
24060,creature,1716,1716,1716,34,0,1,1,6,6,False,0
24060,creature,11517,11517,11517,389,0,1,1,6,6,False,0
24060,creature,11519,11519,11519,389,0,1,1,6,6,False,0
24062,creature,1716,1716,1716,34,0,1,1,5,5,False,0
24062,creature,1717,1717,1717,34,0,1,1,5,5,False,0
24062,creature,4511,4511,4511,47,0,1,1,5,5,False,0
24063,creature,4511,4511,4511,47,0,1,1,3,3,False,0
24064,creature,1716,1716,1716,34,0,1,1,7,7,False,0
24064,creature,1717,1717,1717,34,0,1,1,7,7,False,0
24064,creature,4511,4511,4511,47,0,1,1,7,7,False,0
24064,creature,6168,6168,6168,47,0,1,1,7,7,False,0
24064,creature,7849,7849,7849,90,0,1,1,7,7,False,0
24064,creature,20424,20424,20424,560,0,1,1,7,7,False,0
24065,creature,4511,4511,4511,47,0,1,1,3,3,False,0
24066,creature,1717,1717,1717,34,0,1,1,6,6,False,0
24066,creature,4511,4511,4511,47,0,1,1,6,6,False,0
24066,creature,6168,6168,6168,47,0,1,1,6,6,False,0
24066,creature,7849,7849,7849,90,0,1,1,6,6,False,0
24066,creature,20424,20424,20424,560,0,1,1,6,6,False,0
24067,creature,1716,1716,1716,34,0,1,1,5,5,False,0
24067,creature,1717,1717,1717,34,0,1,1,5,5,False,0
24067,creature,4511,4511,4511,47,0,1,1,5,5,False,0
24067,creature,7849,7849,7849,90,0,1,1,5,5,False,0
24068,creature,1716,1716,1716,34,0,1,1,6,6,False,0
24068,creature,1717,1717,1717,34,0,1,1,6,6,False,0
24068,creature,4511,4511,4511,47,0,1,1,6,6,False,0
24068,creature,6168,6168,6168,47,0,1,1,6,6,False,0
24068,creature,7849,7849,7849,90,0,1,1,6,6,False,0
24068,creature,4293,4293,4293,189,0,1,1,6,6,False,0
24068,creature,6426,6426,6426,189,0,1,1,6,6,False,0
24069,creature,1716,1716,1716,34,0,1,1,4,4,False,0
24069,creature,1717,1717,1717,34,0,1,1,4,4,False,0
24069,creature,4293,4293,4293,189,0,1,1,4,4,False,0
24070,creature,3849,3849,3849,33,0,1,1,6,6,False,0
24070,creature,3850,3850,3850,33,0,1,1,6,6,False,0
24070,creature,4830,4830,4830,48,0,1,1,6,6,False,0
24070,creature,11517,11517,11517,389,0,1,1,6,6,False,0
24070,creature,11519,11519,11519,389,0,1,1,6,6,False,0
24075,creature,11517,11517,11517,389,0,1,1,4,4,False,0
24075,creature,11519,11519,11519,389,0,1,1,4,4,False,0
24076,creature,11517,11517,11517,389,0,1,1,4,4,False,0
24076,creature,11519,11519,11519,389,0,1,1,4,4,False,0
24077,creature,3849,3849,3849,33,0,1,1,5,5,False,0
24077,creature,3850,3850,3850,33,0,1,1,5,5,False,0
24077,creature,11517,11517,11517,389,0,1,1,5,5,False,0
24077,creature,11519,11519,11519,389,0,1,1,5,5,False,0
24078,creature,3849,3849,3849,33,0,1,1,5,5,False,0
24078,creature,3850,3850,3850,33,0,1,1,5,5,False,0
24078,creature,11517,11517,11517,389,0,1,1,5,5,False,0
24078,creature,11519,11519,11519,389,0,1,1,5,5,False,0
24080,creature,7604,7604,7604,209,0,1,1,3,3,False,0
24080,creature,7608,7608,7608,209,0,1,1,3,3,False,0
24081,creature,7604,7604,7604,209,0,1,1,4,4,False,0
24081,creature,7606,7606,7606,209,0,1,1,4,4,False,0
24081,creature,7608,7608,7608,209,0,1,1,4,4,False,0
24081,creature,7795,7795,7795,209,0,1,1,4,4,False,0
24081,creature,11783,11783,11783,349,0,1,1,4,4,False,0
24081,creature,12207,12207,12207,349,0,1,1,4,4,False,0
24082,creature,7795,7795,7795,209,0,1,1,5,5,False,0
24082,creature,10043,10043,10043,230,0,1,1,5,5,False,0
24082,creature,11783,11783,11783,349,0,1,1,5,5,False,0
24082,creature,12207,12207,12207,349,0,1,1,5,5,False,0
24083,creature,7795,7795,7795,209,0,1,1,5,5,False,0
24083,creature,11783,11783,11783,349,0,1,1,5,5,False,0
24083,creature,12207,12207,12207,349,0,1,1,5,5,False,0
24084,creature,9541,9541,9541,230,0,1,1,5,8,False,0
24084,creature,10043,10043,10043,230,0,1,1,5,8,False,0
24084,creature,12207,12207,12207,349,0,1,1,5,8,False,0
24085,creature,9541,9541,9541,230,0,1,1,4,7,False,0
24085,creature,9681,9681,9681,230,0,1,1,4,7,False,0
24086,creature,9541,9541,9541,230,0,1,1,4,7,False,0
24086,creature,9677,9677,9677,230,0,1,1,4,7,False,0
24086,creature,9678,9678,9678,230,0,1,1,4,7,False,0
24087,creature,9541,9541,9541,230,0,1,1,4,7,False,0
24087,creature,9677,9677,9677,230,0,1,1,4,7,False,0
24087,creature,9678,9678,9678,230,0,1,1,4,7,False,0
24088,creature,11032,11032,11032,329,0,1,1,4,6,False,0
24089,creature,11659,11659,11659,409,0,1,1,5,7,False,0
24089,creature,12460,12460,12460,469,0,1,1,5,7,False,0
24090,creature,11659,11659,11659,409,0,1,1,7,8,False,0
24090,creature,12460,12460,12460,469,0,1,1,7,8,False,0
24090,creature,15386,15386,15386,509,0,1,1,7,8,False,0
24090,creature,15252,15252,15252,531,0,1,1,7,8,False,0
24091,creature,11659,11659,11659,409,0,1,1,3,3,False,0
24091,creature,12460,12460,12460,469,0,1,1,3,3,False,0
24092,creature,17721,17721,17721,545,0,1,1,7,12,False,0
24092,creature,17722,17722,17722,545,0,1,1,7,12,False,0
24092,creature,17800,17800,17800,545,0,1,1,7,12,False,0
24092,creature,20620,20620,17721,545,1,1,1,7,12,False,0
24092,creature,20621,20621,17800,545,1,1,1,7,12,False,0
24092,creature,20625,20625,17722,545,1,1,1,7,12,False,0
24092,creature,20898,20898,20898,552,0,1,1,7,12,False,0
24092,creature,21598,21598,20898,552,1,1,1,7,12,False,0
24092,creature,19168,19168,19168,554,0,1,1,7,12,False,0
24092,creature,21539,21539,19168,554,1,1,1,7,12,False,0
24092,creature,18322,18322,18322,556,0,1,1,7,12,False,0
24092,creature,20696,20696,18322,556,1,1,1,7,12,False,0
24092,creature,17819,17819,17819,560,0,1,1,7,12,False,0
24092,creature,20527,20527,17819,560,1,1,1,7,12,False,0
24093,creature,17801,17801,17801,545,0,1,1,6,11,False,0
24093,creature,17805,17805,17805,545,0,1,1,6,11,False,0
24093,creature,20623,20623,17801,545,1,1,1,6,11,False,0
24093,creature,20624,20624,17805,545,1,1,1,6,11,False,0
24093,creature,19168,19168,19168,554,0,1,1,6,11,False,0
24093,creature,21539,21539,19168,554,1,1,1,6,11,False,0
24093,creature,18830,18830,18830,555,0,1,1,6,11,False,0
24093,creature,20644,20644,18830,555,1,1,1,6,11,False,0
24093,creature,18314,18314,18314,557,0,1,1,6,11,False,0
24093,creature,20264,20264,20264,557,1,1,1,6,11,False,0
24093,creature,17819,17819,17819,560,0,1,1,6,11,False,0
24093,creature,20527,20527,17819,560,1,1,1,6,11,False,0
24106,creature,1696,1696,1696,34,0,1,1,2,2,False,0
24722,creature,1663,1663,1663,34,0,1,1,2,2,False,0
24722,creature,1666,1666,1666,34,0,1,1,2,2,False,0
24722,creature,1696,1696,1696,34,0,1,1,2,2,False,0
24740,creature,18473,18473,18473,556,0,1,1,1,1,True,0
24741,creature,18473,18473,18473,556,0,1,1,1,1,True,0
25000,creature,20870,20870,20870,552,0,1,1,1,2,True,0
25000,creature,21626,21626,21626,552,1,1,1,1,2,True,0
25001,creature,20885,20885,20885,552,0,1,1,1,2,True,0
25001,creature,21590,21590,21590,552,1,1,1,1,2,True,0
25002,creature,20886,20886,20886,552,0,1,1,1,2,True,0
25002,creature,21624,21624,21624,552,1,1,1,1,2,True,0
25004,creature,20912,20912,20912,552,0,1,1,0,0,False,0
25004,creature,21601,21601,21601,552,1,1,1,0,0,False,0
25005,creature,21601,21601,21601,552,1,1,1,0,0,False,0
25006,creature,20706,20706,20706,556,1,1,1,1,1,True,0
25007,creature,20690,20690,20690,556,1,1,1,1,1,True,0
25010,creature,19219,19219,19219,554,0,1,1,1,2,True,0
25010,creature,21533,21533,21533,554,1,1,1,1,2,True,0
25011,creature,19221,19221,19221,554,0,1,1,1,2,True,0
25011,creature,21536,21536,21536,554,1,1,1,1,2,True,0
25012,creature,18731,18731,18731,555,0,1,1,1,2,True,0
25012,creature,20636,20636,20636,555,1,1,1,1,2,True,0
25013,creature,18667,18667,18667,555,0,1,1,1,2,True,0
25013,creature,20637,20637,20637,555,1,1,1,1,2,True,0
25014,creature,18732,18732,18732,555,0,1,1,1,2,True,0
25014,creature,20653,20653,20653,555,1,1,1,1,2,True,0
25015,creature,17797,17797,17797,545,0,1,1,1,2,True,0
25015,creature,20629,20629,20629,545,1,1,1,1,2,True,0
25016,creature,17796,17796,17796,545,0,1,1,1,2,True,0
25016,creature,20630,20630,20630,545,1,1,1,1,2,True,0
25019,creature,16807,16807,16807,540,0,1,1,1,2,True,0
25019,creature,20568,20568,20568,540,1,1,1,1,2,True,0
25020,creature,16809,16809,16809,540,0,1,1,1,2,True,0
25020,creature,20596,20596,20596,540,1,1,1,1,2,True,0
25021,creature,17976,17976,17976,553,0,1,1,1,2,True,0
25021,creature,21551,21551,21551,553,1,1,1,1,2,True,0
25022,creature,17975,17975,17975,553,0,1,1,1,2,True,0
25022,creature,21558,21558,21558,553,1,1,1,1,2,True,0
25023,creature,17978,17978,17978,553,0,1,1,1,2,True,0
25023,creature,21581,21581,21581,553,1,1,1,1,2,True,0
25024,creature,17980,17980,17980,553,0,1,1,1,2,True,0
25024,creature,21559,21559,21559,553,1,1,1,1,2,True,0
25025,creature,24723,24723,24723,585,0,1,1,1,1,True,0
25026,creature,24744,24744,24744,585,0,1,1,1,1,True,0
25027,creature,24560,24560,24560,585,0,1,1,1,1,True,0
25028,creature,24664,24664,24664,585,0,1,1,1,1,True,0
25029,creature,24664,24664,24664,585,0,1,1,1,1,True,0
26012,creature,29306,29306,29306,604,0,1,1,1,1,True,0
26013,creature,29306,29306,29306,604,0,1,1,2,2,False,0
26040,creature,12129,12129,12129,249,0,1,1,19,30,False,0
26040,creature,36572,36572,36572,249,1,1,1,19,30,False,0
26040,creature,23953,23953,23953,574,0,1,1,19,30,False,0
26040,creature,23954,23954,23954,574,0,1,1,19,30,False,0
26040,creature,30748,30748,30748,574,1,1,1,19,30,False,0
26040,creature,31673,31673,31673,574,1,1,1,19,30,False,0
26040,creature,26687,26687,26687,575,0,1,1,19,30,False,0
26040,creature,26693,26693,26693,575,0,1,1,19,30,False,0
26040,creature,26861,26861,26861,575,0,1,1,19,30,False,0
26040,creature,30774,30774,30774,575,1,1,1,19,30,False,0
26040,creature,30788,30788,30788,575,1,1,1,19,30,False,0
26040,creature,30807,30807,30807,575,1,1,1,19,30,False,0
26040,creature,26723,26723,26723,576,0,1,1,19,30,False,0
26040,creature,26731,26731,26731,576,0,1,1,19,30,False,0
26040,creature,26763,26763,26763,576,0,1,1,19,30,False,0
26040,creature,30510,30510,30510,576,1,1,1,19,30,False,0
