entry,class_name,name,Quality,RequiredLevel,ItemLevel,role,kind,weapon_kind,InventoryType,subclass,displayid,reference_entry,reference_item_level,armor,dps,sockets
200024,Warrior,Starfang Dancer Mark,2,18,22,strength_dps,finger,,11,0,9836,11993,22,0,0.0,
200025,Warrior,Voidwarden's Wargrips,2,9,11,tank,armor,,10,3,25850,3472,12,13,0.0,
200026,Warrior,Storm Queen's Heart of the Violet Watch,2,38,41,strength_dps,trinket,,12,0,7841,4397,40,0,0.0,
200027,Warrior,Great Cleaver of Ancient Thorn,2,12,13,tank,2h_axe,2h_axe,17,1,8516,3488,13,0,9.091,
200028,Warrior,Stargazer's Bracers,2,10,14,strength_dps,armor,,9,3,25776,9785,17,10,0.0,
200029,Warrior,Fernwoven Girdle of the Makers Will,2,37,43,strength_dps,armor,,6,3,28171,11861,46,59,0.0,
200030,Warrior,Forgeblessed Hauberk,2,34,41,strength_dps,armor,,5,3,46447,33251,39,115,0.0,
200031,Warrior,"Headguard, Celestial Wound",2,19,23,strength_dps,armor,,1,3,27774,10408,32,42,0.0,
200032,Warrior,Repeater of Forgotten Depths,4,80,251,strength_dps,crossbow,crossbow,26,18,64370,51802,258,0,238.448,4|2|8
200033,Warrior,"Greaves, Astral Twilight",2,69,126,tank,armor,,8,4,51131,36300,134,447,0.0,
200034,Warrior,Bloodfire Beacon Waistguard,2,54,58,strength_dps,armor,,6,4,26353,10370,57,159,0.0,
200035,Warrior,Bracers of the Shattered Gate,3,47,48,strength_dps,armor,,9,4,29925,17746,51,82,0.0,
200036,Warrior,The Austere Shoulder Guards,2,31,36,strength_dps,armor,,3,3,11327,4443,36,63,0.0,
200037,Warrior,"Footplates, Stone Pact",4,77,176,tank,armor,,8,4,57271,43174,175,838,0.0,
200038,Warrior,"Raider Greataxe, Bone String",3,61,94,strength_dps,2h_axe,2h_axe,17,1,41636,25762,103,0,71.912,4
200039,Warrior,"Treads, Violet Ice",2,13,16,strength_dps,armor,,8,3,6931,6551,17,22,0.0,
200040,Warrior,Shoulder Guards of the Void King,2,10,13,tank,armor,,3,3,6832,3333,11,20,0.0,
200041,Warrior,Anvilkeeper's Whitefrost Bracers,2,53,57,strength_dps,armor,,9,4,27933,14938,56,91,0.0,
200042,Warrior,Wildcaller's Legplates,2,58,81,tank,armor,,7,4,40756,24923,81,397,0.0,
200043,Warrior,"Skull Axe, Ghostfire Branch",2,52,58,strength_dps,1h_axe,1h_axe,13,0,28338,15237,55,0,34.231,
200044,Warrior,Lost Warden's Chestguard,2,3,9,tank,armor,,5,3,26936,15479,11,21,0.0,
200045,Warrior,The Hardened Epaulets,2,31,38,tank,armor,,3,3,28454,16793,38,66,0.0,
200046,Warrior,Warmaster's Runering,2,29,35,tank,finger,,11,0,9838,4535,31,0,0.0,
200047,Warrior,"Borean War Pauldrons, Ravenwarden's Oath",4,77,175,strength_dps,armor,,3,4,56097,43197,174,893,0.0,
200048,Warrior,Manawoven Waistguard,2,29,36,strength_dps,armor,,6,3,27894,15598,38,48,0.0,
200049,Warrior,War Mantle of the Spider Wing,2,21,22,strength_dps,armor,,3,3,27014,14749,26,34,0.0,
200050,Warrior,Blood Queen's Runesteel Fingerband,3,42,49,strength_dps,finger,,11,0,20769,11118,47,0,0.0,
200051,Warrior,Runemarked Battle Girdle,2,65,112,strength_dps,armor,,6,4,39868,25006,114,336,0.0,
200052,Warrior,"Graveforged Armguards, Highkeeper's Oath",2,6,8,tank,armor,,9,3,22685,28148,10,5,0.0,
200053,Warrior,Handguards of Frozen Halls,2,43,49,tank,armor,,10,4,28996,14949,47,129,0.0,
200054,Warrior,Rune Vengeance Chausses,3,25,27,strength_dps,armor,,7,3,9742,6087,24,70,0.0,
200055,Warrior,Lost Keeper's Greaves of the White Moon,3,80,187,tank,armor,,7,4,56180,44239,187,1197,0.0,2|8
200056,Warrior,"Bonecrusher, Serpent Blade",2,32,36,strength_dps,2h_mace,2h_mace,17,5,5533,1990,36,0,25.286,
200057,Warrior,Ironcaller's Pale Belt,2,34,37,strength_dps,armor,,6,3,27894,15598,38,48,0.0,
200058,Warrior,Frostlord's Pauldrons,2,53,55,tank,armor,,3,4,26825,14851,51,183,0.0,
200059,Warrior,The Brilliant Mantle,3,70,129,strength_dps,back,,16,1,50050,36403,130,68,0.0,
200060,Warrior,Unwavering Rune Band of the Dark Oath,3,37,40,strength_dps,finger,,11,0,18365,9447,34,0,0.0,
200061,Warrior,"Ethereal Hauberk, Runesmith's Oath",3,12,13,strength_dps,armor,,5,3,26933,3283,13,34,0.0,
200062,Warrior,"Chausses, High Ash",2,39,43,tank,armor,,7,3,25820,7487,43,100,0.0,
200063,Warrior,Shadowmarked Locket of Scarlet Flame,2,58,85,tank,neck,,2,0,38348,25060,87,0,0.0,
200064,Warrior,Ghoststeel Handguards,3,25,30,strength_dps,armor,,10,3,13361,6906,28,45,0.0,
200065,Warrior,"Rotting Promise, Spiritwarden's Oath",2,49,55,tank,finger,,11,0,31905,20505,52,0,0.0,
200066,Warrior,Runeblade of the Winter Crown,3,57,58,strength_dps,2h_sword,2h_sword,17,8,28714,13044,57,0,48.485,
200067,Warrior,Feral Battleplate Legguards,2,64,103,tank,armor,,7,4,44479,31794,99,540,0.0,
200068,Warrior,Warbelt of Broken Promise,4,70,133,tank,armor,,6,4,46989,33446,128,495,0.0,
200069,Warrior,The Dragonforged Neckguard,2,56,57,tank,neck,,2,0,23715,13473,54,0,0.0,
200070,Warrior,Engraved Backcloth of Blood Pact,4,80,226,strength_dps,back,,16,1,58999,46032,226,147,0.0,
200071,Warrior,Gauntlets of the Silent Watch,2,33,34,tank,armor,,10,3,25811,4075,34,44,0.0,
200072,Warrior,Spell Ice Armguards,2,11,18,tank,armor,,9,3,25766,3211,19,13,0.0,
200073,Warrior,Wrist Chains of Deadwind Pass,2,29,31,tank,armor,,9,3,12935,6722,30,24,0.0,
200074,Warrior,The Highborne Greaves,2,58,83,strength_dps,armor,,8,4,40765,24927,84,273,0.0,
200075,Warrior,"Armplates, Bronze Slayer",3,52,55,tank,armor,,3,4,32903,20517,52,200,0.0,
200076,Warrior,"Rune-carved Legguards, Watchkeeper's Oath",2,14,21,strength_dps,armor,,7,3,685,2166,20,46,0.0,
200077,Warrior,Shoulderplates of the Golden Dawn,3,79,193,strength_dps,armor,,3,4,55695,44111,187,969,0.0,
200078,Warrior,Skullbound Armguards of Lost Promise,2,10,13,strength_dps,armor,,9,3,26971,15507,19,9,0.0,
200079,Warrior,Warboots of the Broken Promise,3,35,40,strength_dps,armor,,8,3,34395,20129,33,72,0.0,
200080,Warrior,The Cruel Sollerets,2,58,81,strength_dps,armor,,8,4,45985,25561,79,273,0.0,
200081,Warrior,Wildlord's Greathelm,2,44,51,strength_dps,armor,,1,4,16119,7937,49,198,0.0,
200082,Warrior,The Darkened Champion Blade,3,80,213,strength_dps,2h_sword,2h_sword,17,8,58945,46016,219,0,192.5,2
200083,Warrior,Titanbound Sollerets of Scarlet Watch,3,71,133,strength_dps,armor,,8,4,51088,35887,138,549,0.0,
200084,Warrior,"Wrap, Void Dirge",3,25,26,tank,back,,16,1,22998,5193,25,11,0.0,
200085,Warrior,"Medallion, Plague Brand",2,57,63,strength_dps,trinket,,12,0,31480,17691,60,0,0.0,
200086,Warrior,The Brutal Legguards,3,74,155,strength_dps,armor,,7,4,51572,39174,154,1018,0.0,
200087,Warrior,"Scale-bound Footplates, Ghostkeeper's Oath",4,80,239,strength_dps,armor,,8,4,61473,40979,245,1182,0.0,
200088,Warrior,Argent Defender's Battle Girdle,4,80,239,tank,armor,,6,4,61341,47195,245,1030,0.0,
200089,Warrior,Deep Chill Battleplate Legguards,2,66,113,strength_dps,armor,,7,4,39870,25011,114,601,0.0,
200090,Warrior,Frostguard's Greaves of the Blue Dragon,2,50,56,tank,armor,,7,4,26873,14928,55,268,0.0,
200091,Warrior,Duskrun Surcoat of the Skorn,3,34,35,strength_dps,armor,,5,3,13088,3844,36,103,0.0,
200092,Warrior,Harness of Emerald Moon,2,30,34,tank,armor,,5,3,27769,9836,33,92,0.0,
200093,Warrior,Plaguelord's Unholy Battleplate,3,72,148,tank,armor,,5,4,56445,38114,146,1053,0.0,
200094,Warrior,Aged Warboots of Grim Dawn,2,12,19,tank,armor,,8,3,26983,14722,17,26,0.0,
200095,Warrior,"Sollerets, Earthshard Twilight",3,77,183,strength_dps,armor,,8,4,53001,37082,187,786,0.0,4
200096,Warrior,Spellforged Sollerets,3,49,51,strength_dps,armor,,8,4,52057,51990,55,169,0.0,
200097,Warrior,Warwarden's Wargrips,2,1,3,strength_dps,armor,,10,3,27000,15491,15,3,0.0,
200098,Warrior,Carapace of the Silver Oath,4,74,159,strength_dps,armor,,5,4,48016,34216,159,1302,0.0,4
200099,Warrior,"Necklace, Ghostfire Mark",3,34,41,tank,neck,,2,0,19785,10769,41,0,0.0,
200100,Warrior,Winter Song Spaulders,3,25,26,strength_dps,armor,,3,3,10166,3231,25,48,0.0,
200101,Warrior,Bright Twilight Girdle,2,11,12,strength_dps,armor,,6,3,6864,26039,15,14,0.0,
200102,Warrior,"Chain, Wildfire Death",4,80,226,strength_dps,neck,,2,0,23713,44662,226,0,0.0,
200103,Warrior,Deep Rage War Mantle,2,32,39,strength_dps,armor,,3,3,27790,9904,41,66,0.0,
200104,Warrior,Cape of the Moon Flame,2,7,11,strength_dps,back,,16,1,28209,10638,15,4,0.0,
200105,Warrior,Girdle of Hollow King,3,50,52,tank,armor,,6,4,28686,11703,55,157,0.0,
200106,Warrior,Spaulders of the Blood Watch,2,29,33,strength_dps,armor,,3,3,27776,9842,32,55,0.0,
200107,Warrior,Nightshrouded Bracers,2,17,21,strength_dps,armor,,9,3,25766,3211,19,15,0.0,
200108,Warrior,Falcon Knuckle Brand,3,79,192,strength_dps,1h_sword,1h_sword,13,7,50509,37060,187,0,75.789,
200109,Warrior,Gemmed Band of Holy Oath,2,25,28,tank,finger,,11,0,14434,6678,28,0,0.0,
200110,Warrior,Mystic Breastplate of the Stone Giant,3,75,169,tank,armor,,5,4,52450,37792,166,1233,0.0,
200111,Warrior,Handplates of Forgotten Dead,2,61,95,strength_dps,armor,,10,4,44275,24961,96,270,0.0,
200112,Warrior,"Longcloak, East Wing",4,68,117,tank,back,,16,1,24160,28660,115,65,0.0,
200113,Warrior,Worldkeeper's Dusty Execution Blade,3,57,63,strength_dps,2h_sword,2h_sword,17,8,26676,13982,63,0,53.788,
200114,Warrior,Warchief's Bloodbound War Pauldrons,2,63,101,strength_dps,armor,,3,4,39802,24972,99,382,0.0,
200115,Warrior,Chausses of the Lost Vanguard,2,18,22,strength_dps,armor,,7,3,26995,15503,22,49,0.0,
200116,Warrior,Worldforged Seal,3,27,32,strength_dps,finger,,11,0,9845,2933,31,0,0.0,
200117,Warrior,Eagle Bloom Sollerets,2,69,122,tank,armor,,8,4,43287,30968,114,420,0.0,
200118,Warrior,Arcanist's War Leggings of the Final Stand,2,31,33,strength_dps,armor,,7,3,19201,10423,31,77,0.0,
200119,Warrior,"War Leggings, Fallen Oath",3,12,17,strength_dps,armor,,7,3,28250,2694,17,41,0.0,
200120,Warrior,Lost Rend Skullcrusher,3,19,22,strength_dps,1h_mace,1h_mace,13,4,9117,1483,21,0,14.808,
200121,Warrior,Wolfkeeper's Waistguard of the Mage Tower,2,55,57,tank,armor,,6,4,26856,14968,55,145,0.0,
200122,Warrior,Mooncaller's Sollerets of the Rune King,3,75,160,strength_dps,armor,,8,4,56192,39847,158,670,0.0,2|2
200123,Warrior,Runecaller's Gloves of the Grim Crown,2,6,8,strength_dps,armor,,10,3,6883,2274,17,9,0.0,
200124,Warrior,The Icetouched Greaves,2,2,3,strength_dps,armor,,8,3,7835,5399,5,4,0.0,
200125,Warrior,Shieldmaster's Earthen-forged Feather,4,74,161,strength_dps,trinket,,12,0,48504,34430,154,0,0.0,
200126,Warrior,Ashen Queen's Legplates,3,58,80,tank,armor,,7,4,32756,20266,68,428,0.0,
200127,Warrior,Warplate of Grizzlemaw,2,61,91,strength_dps,armor,,5,4,40746,24920,81,513,0.0,
200128,Warrior,Coldhearted Chainmail of Final Dawn,3,29,30,tank,armor,,5,3,22480,6972,30,87,0.0,
200129,Warrior,North Shine Edge,2,39,46,tank,1h_sword,1h_sword,13,7,31526,19040,48,0,27.826,
200130,Warrior,The Splintered Wrap,4,80,232,tank,back,,16,1,59001,46320,226,151,0.0,2
200131,Warrior,"Traveling Cloak, Void Walker",2,11,12,strength_dps,back,,16,1,23025,2310,13,4,0.0,
200132,Warrior,Adamant Great Pauldrons,2,42,47,tank,armor,,3,4,18497,9531,46,159,0.0,
200133,Warrior,Soullord's Warband of the Iron Oath,4,28,31,tank,finger,,11,0,18365,9447,34,0,0.0,
200134,Warrior,Brightwarden's Legguards,2,64,106,strength_dps,armor,,7,4,43274,30960,111,546,0.0,
200135,Warrior,Signet Ring of the Shadow Vault,2,49,52,strength_dps,finger,,11,0,15422,7553,48,0,0.0,
200136,Warrior,Ancient Keeper's Legguards,2,57,63,strength_dps,armor,,7,4,26884,14867,62,309,0.0,
200137,Warrior,Gray War Leggings of Dragon Queen,3,19,22,tank,armor,,7,3,4333,2865,21,53,0.0,
200138,Warrior,Battleplate Legguards of the Winter Moon,2,68,116,strength_dps,armor,,7,4,44128,31519,108,603,0.0,
200139,Warrior,Frostwarden's Ravenbound Sabatons,2,63,100,tank,armor,,8,4,39451,23487,96,340,0.0,
200140,Warrior,Unholy Anvil Warbelt,2,17,20,strength_dps,armor,,6,3,26969,15510,20,26,0.0,
200141,Warrior,Duskwarden's Treads of the Blackened Sky,2,5,6,tank,armor,,8,3,6845,18612,8,7,0.0,
200142,Warrior,Soul Howl Vambraces,3,64,103,strength_dps,armor,,9,4,44324,31714,105,201,0.0,
200143,Warrior,"Leggings, Dragon Chill",2,26,33,tank,armor,,7,3,27043,15541,33,76,0.0,
200144,Warrior,Splintered Warbracers of Violet Watch,3,51,54,tank,armor,,9,4,29961,16735,57,95,0.0,
200145,Warrior,Doomforged Waistplate of Ancient Watcher,2,40,46,strength_dps,armor,,6,4,26792,14918,47,114,0.0,
200146,Warrior,Dawnwarden's War Leggings,2,27,31,tank,armor,,7,3,27028,14757,32,69,0.0,
200147,Warrior,Scarlet Legplates of the Eye of Eternity,3,78,181,tank,armor,,7,4,52996,41345,187,1218,0.0,
200148,Warrior,Spaulders of Violet Flame,2,36,43,strength_dps,armor,,3,3,12986,6747,40,75,0.0,
200149,Warrior,Battlelord's Moonwoven Greaves,2,43,50,strength_dps,armor,,7,4,27377,8280,49,219,0.0,
200150,Warrior,Earthkeeper's Siegebound War Hatchet,3,76,177,strength_dps,1h_axe,1h_axe,13,0,50069,36582,174,0,119.259,
200151,Warrior,"Beastmarked Chestplate, Old King's Oath",3,80,187,strength_dps,armor,,5,4,56609,43209,187,1367,0.0,
200152,Warrior,Warbelt of the High Watch,2,2,4,strength_dps,armor,,6,3,9920,4913,5,4,0.0,
200153,Warrior,Darkmoon Shoulder Guards of Unbroken Oath,2,34,39,strength_dps,armor,,3,3,28454,16793,38,67,0.0,
200154,Warrior,Ashcaller's Raider War Leggings,2,12,17,strength_dps,armor,,7,3,25849,3473,13,37,0.0,
200155,Warrior,Girdle of the Final March,3,58,84,strength_dps,armor,,6,4,43136,24091,85,259,0.0,
200156,Warrior,The Titanic Handguards,2,36,42,tank,armor,,10,3,26075,4083,44,59,0.0,
200157,Warrior,Silver Flame Torc,3,71,134,tank,neck,,2,0,49267,35936,138,0,0.0,
200158,Warrior,Icecaller's Resolute Waistguard,3,71,133,tank,armor,,6,4,51106,37471,138,466,0.0,
200159,Warrior,"Pauldrons, Moon Shadow",2,76,177,strength_dps,armor,,3,4,51770,36401,182,747,0.0,
200160,Warrior,Shoulderplates of the Azure Moon,2,45,46,strength_dps,armor,,3,4,16106,7928,45,150,0.0,
200161,Warrior,"Grimdark Horn, Blood Prince's Oath",3,56,62,tank,trinket,,12,0,20984,19812,61,0,0.0,
200162,Warrior,Starlit Warband of Dusk Watch,2,38,43,tank,finger,,11,0,9849,11986,39,0,0.0,
200163,Warrior,Legplates of Ancient Pact,3,62,100,tank,armor,,7,4,39807,24971,99,590,0.0,
200164,Warrior,"Warbelt, Wildfire Fall",3,27,30,tank,armor,,6,3,34394,20126,33,43,0.0,
200165,Warrior,Dire Fall Defender,3,79,197,tank,shield,,14,6,56886,42558,200,6153,0.0,
200166,Warrior,"Solemn Wristguards, Icewarden's Oath",2,39,43,tank,armor,,9,3,27122,15600,42,35,0.0,
200167,Warrior,"Profane Great Gauntlets, Voidcaller's Oath",3,72,143,tank,armor,,10,4,53639,42765,155,507,0.0,2
200168,Warrior,Cerulean Warblade of the Iron Council,4,47,52,tank,2h_sword,2h_sword,17,8,45946,9372,55,0,50.156,
200169,Warrior,Forgemaster's Shawl,2,58,80,tank,back,,16,1,40775,25030,81,34,0.0,
200170,Warrior,"Unbroken Iron Axe, Frozen King's Oath",4,80,213,strength_dps,1h_axe,1h_axe,13,0,58877,46031,219,0,161.4,2|4
200171,Warrior,Falchion of the Sacred Dawn,2,70,128,tank,1h_sword,1h_sword,13,7,50262,36517,138,0,78.654,
200172,Warrior,"Warboots, Sunfire Wyrm",2,14,19,strength_dps,armor,,8,3,27001,15489,16,27,0.0,
200173,Warrior,The Northforged Drape,2,36,37,strength_dps,back,,16,1,26080,14420,38,14,0.0,
200174,Warrior,"Bloodied Warbelt, Ironlord's Oath",2,27,31,tank,armor,,6,3,27777,9840,31,41,0.0,
200175,Warrior,Battleworn Wrist Chains of the Golden King,2,23,27,strength_dps,armor,,9,3,25797,6591,27,21,0.0,
200176,Warrior,Embersteel Warder Cloak,2,27,31,strength_dps,back,,16,1,26006,14198,31,12,0.0,
200177,Warrior,Spellforged Handplates,3,61,93,tank,armor,,10,4,43640,31137,88,300,0.0,
200178,Warrior,Warder Cloak of Broken Promise,2,65,109,tank,back,,16,1,39391,25037,102,49,0.0,
200179,Warrior,"Treads, Emerald Fury",2,29,34,strength_dps,armor,,8,3,27771,10409,32,54,0.0,
200180,Warrior,Hallowed String Hoop,2,27,29,strength_dps,finger,,11,0,9842,30420,29,0,0.0,
200181,Warrior,Old Queen's Hellforged Cuirass,3,54,56,strength_dps,armor,,5,4,28355,13067,54,330,0.0,
200182,Warrior,Scale of the Altar of Sseratus,2,42,47,strength_dps,trinket,,12,0,39917,21763,47,0,0.0,
200183,Warrior,Girdle of the Shattered Crown,3,79,198,strength_dps,armor,,6,4,51610,37699,200,770,0.0,
200184,Warrior,Warmaster Seal of Drowned Hall,3,62,99,tank,finger,,11,0,43120,31258,103,0,0.0,
200185,Warrior,The Unholy Handplates,2,51,52,strength_dps,armor,,10,4,29014,10165,55,130,0.0,
200186,Warrior,Darkforged Armguards of the Burning Sky,2,23,26,tank,armor,,9,3,12783,6665,26,20,0.0,
200187,Warrior,Brutish Iron Boots,3,55,61,strength_dps,armor,,8,4,23856,13259,61,218,0.0,
200188,Warrior,First Warden's Faceguard,3,75,163,strength_dps,armor,,1,4,54819,40957,162,897,0.0,
200189,Warrior,War Leggings of Blue Flight,2,5,10,tank,armor,,7,3,26948,9599,10,20,0.0,
200190,Warrior,Warsage's Gladiatorial Legguards,2,56,58,tank,armor,,7,4,30671,18305,58,279,0.0,
200191,Warrior,The Warlord Armguards,4,80,245,strength_dps,armor,,9,4,61550,47294,245,639,0.0,
200192,Warrior,"Pauldrons, Bleak Talon",4,80,232,tank,armor,,3,4,62133,48595,232,1250,0.0,2|8
200193,Warrior,Firekeeper's Runed Great Gauntlets,2,49,56,strength_dps,armor,,10,4,27833,14967,56,145,0.0,
200194,Warrior,Fierce Armplates of the Wyrmskull,2,59,88,tank,armor,,3,4,40773,24940,87,314,0.0,
200195,Warrior,Bracers of Emerald Moon,3,31,33,tank,armor,,9,3,9378,5943,25,30,0.0,
200196,Warrior,Sunfire Vine Greaves,4,80,200,strength_dps,armor,,8,4,54224,39369,200,1007,0.0,
200197,Warrior,Runelord's Umbral Wargrips,2,43,45,strength_dps,armor,,10,4,30957,17770,47,114,0.0,
200198,Warrior,Boots of Storm Watch,2,13,17,strength_dps,armor,,8,3,26970,15506,21,24,0.0,
200199,Warrior,Shadow Queen's Heroic Handplates,2,44,46,strength_dps,armor,,10,4,27901,14905,45,117,0.0,
200200,Warrior,Highkeeper's Northborn Seal,2,15,22,tank,finger,,11,0,6011,5351,20,0,0.0,
200201,Warrior,Stonekeeper's Helm,3,77,183,strength_dps,armor,,1,4,51773,36399,182,1050,0.0,2
200202,Warrior,Waistplate of Blue Flight,2,56,59,tank,armor,,6,4,26879,14864,59,155,0.0,
200203,Warrior,Legplates of the Long Night,2,48,53,strength_dps,armor,,7,4,27430,10133,52,247,0.0,
200204,Warrior,Ironkeeper's Brutish Surcoat,2,37,39,strength_dps,armor,,5,3,27067,15557,37,102,0.0,
200205,Warrior,"Warmarked Battlehelm, Lightlord's Oath",3,49,52,strength_dps,armor,,1,4,28360,13073,52,223,0.0,
200206,Warrior,Nightfang Memory Warplate,2,49,51,strength_dps,armor,,5,4,27372,8274,51,273,0.0,
200207,Warrior,North Doom Wargrips,3,22,26,strength_dps,armor,,10,3,28750,16978,27,38,0.0,
200208,Warrior,"Warhelm, Dusk Bolt",2,20,23,strength_dps,armor,,1,3,15327,6971,31,45,0.0,
200209,Warrior,Battlehammer of Crimson Moon,2,43,45,tank,1h_mace,1h_mace,13,4,32262,19808,45,0,26.6,
200210,Warrior,Stonehewn Legplates,2,61,95,strength_dps,armor,,7,4,38316,23488,96,475,0.0,
200211,Warrior,"Waistplate, Crimson Light",4,74,160,tank,armor,,6,4,48355,34485,154,647,0.0,
200212,Warrior,The Sorcerous Headplate,2,63,101,strength_dps,armor,,1,4,42215,24970,99,439,0.0,
200213,Warrior,Green Twilight Raider Greataxe,3,80,213,strength_dps,2h_axe,2h_axe,17,1,55927,42294,200,0,182.571,
200214,Warrior,Frostfire Flare Scout Bow,2,16,21,strength_dps,bow,bow,15,2,8104,11303,16,0,12.083,
200215,Warrior,Wristguards of Unending Watch,2,10,15,tank,armor,,9,3,25758,6550,15,11,0.0,
200216,Warrior,Oath Hymn Wristguards,2,8,9,strength_dps,armor,,9,3,25776,9785,17,6,0.0,
200217,Warrior,Oathring of Wild Heart,2,26,28,strength_dps,finger,,11,0,7544,5313,25,0,0.0,
200218,Warrior,Wildguard's War Arbalest,4,43,47,strength_dps,crossbow,crossbow,26,18,32146,19107,63,0,32.812,
200219,Warrior,Rimewalker's Gauntlets of the Crimson Dawn,4,73,152,tank,armor,,10,4,46949,33696,146,583,0.0,
200220,Warrior,Wrist Chains of the Sun Spirit,2,2,7,strength_dps,armor,,9,3,26982,14723,17,5,0.0,
200221,Warrior,Brand of the Iron Banner,2,21,22,strength_dps,1h_sword,1h_sword,13,7,28593,16890,24,0,11.087,
200222,Warrior,Grips of the Ancient Thorn,2,11,14,strength_dps,armor,,10,3,6991,4676,17,17,0.0,
200223,Warrior,Icetouched Coin,3,51,57,tank,trinket,,12,0,31198,18638,58,0,0.0,
200224,Warrior,"Eternal Warhelm, Ancient Knight's Oath",2,12,18,strength_dps,armor,,1,3,13279,2275,20,33,0.0,
200225,Warrior,Dire Warplate of Ancient Pact,3,80,200,strength_dps,armor,,5,4,55821,40780,200,1486,0.0,
200226,Warrior,Runic Collar of Amber Ledge,2,38,39,tank,neck,,2,0,6494,5180,34,0,0.0,
200227,Warrior,"Shoulderplates, Dawn Ward",3,73,152,tank,armor,,3,4,51577,39168,154,720,0.0,
200228,Warrior,"Chausses, Bronze Flare",2,7,11,strength_dps,armor,,7,3,25849,3473,13,23,0.0,
200229,Warrior,Ironwarden's Greaves of the Grim King,2,77,174,strength_dps,armor,,7,4,55845,42881,174,1039,0.0,
200230,Warrior,Silver Blood Pendant,2,11,15,strength_dps,neck,,2,0,33287,20956,34,0,0.0,
200231,Warrior,Shattered Snow Iron Mace,3,58,81,strength_dps,1h_mace,1h_mace,13,4,43644,31139,88,0,48.036,
200232,Warrior,Firewarden's Icetouched Warplate,3,54,57,strength_dps,armor,,5,4,26387,12970,63,329,0.0,
200233,Warrior,Earthshard Ruin Greaves,2,1,2,strength_dps,armor,,8,3,33270,20915,5,2,0.0,
200234,Warrior,Nightforged Nightcloak of Eternal Flame,2,2,6,strength_dps,back,,16,1,23014,1355,15,2,0.0,
200235,Warrior,"Girdle, Soulshard Fang",2,46,53,tank,armor,,6,4,26856,14968,55,141,0.0,
200236,Warrior,Sable Shine Warbelt,2,20,23,strength_dps,armor,,6,3,27127,15497,19,29,0.0,
200237,Warrior,Gauntlets of White Banner,2,34,37,tank,armor,,10,3,26036,7421,33,51,0.0,
200238,Warrior,"Legplates, Eternal Fang",3,80,226,strength_dps,armor,,7,4,59420,46150,226,1554,0.0,
