profile_id,encounter_id,source_kind,item,reference,reason
map_33_difficulty_0,,direct,2409,,not equippable stock gear
map_33_difficulty_0,,direct,2555,,not equippable stock gear
map_33_difficulty_0,,direct,2589,,not equippable stock gear
map_33_difficulty_0,,direct,2592,,not equippable stock gear
map_33_difficulty_0,,direct,2657,,not equippable stock gear
map_33_difficulty_0,,direct,2881,,not equippable stock gear
map_33_difficulty_0,,direct,2883,,not equippable stock gear
map_33_difficulty_0,,direct,3012,,not equippable stock gear
map_33_difficulty_0,,direct,3385,,not equippable stock gear
map_33_difficulty_0,,direct,3394,,not equippable stock gear
map_33_difficulty_0,,direct,4292,,not equippable stock gear
map_33_difficulty_0,,direct,4293,,not equippable stock gear
map_33_difficulty_0,,direct,4306,,not equippable stock gear
map_33_difficulty_0,,direct,4345,,not equippable stock gear
map_33_difficulty_0,,direct,4346,,not equippable stock gear
map_33_difficulty_0,,direct,4347,,not equippable stock gear
map_33_difficulty_0,,direct,4408,,not equippable stock gear
map_33_difficulty_0,,direct,4409,,not equippable stock gear
map_33_difficulty_0,,direct,4606,,not equippable stock gear
map_33_difficulty_0,,direct,4698,,not equippable stock gear
map_33_difficulty_0,,direct,4700,,not equippable stock gear
map_33_difficulty_0,,direct,5573,,not equippable stock gear
map_33_difficulty_0,,direct,5574,,not equippable stock gear
map_33_difficulty_0,,direct,5578,,not equippable stock gear
map_33_difficulty_0,,direct,5972,,not equippable stock gear
map_33_difficulty_0,,direct,6271,,not equippable stock gear
map_33_difficulty_0,,direct,6344,,not equippable stock gear
map_33_difficulty_0,,direct,6347,,not equippable stock gear
map_33_difficulty_0,,direct,6390,,not equippable stock gear
map_33_difficulty_0,,direct,6716,,not equippable stock gear
map_33_difficulty_0,,direct,7288,,not equippable stock gear
map_33_difficulty_0,,direct,10407,,not equippable stock gear
map_33_difficulty_0,,direct,11081,,not equippable stock gear
map_33_difficulty_0,,direct,,24060,shared or unresolved reference context
map_33_difficulty_0,,direct,,24070,shared or unresolved reference context
map_33_difficulty_0,,direct,,24077,shared or unresolved reference context
map_33_difficulty_0,,direct,,24078,shared or unresolved reference context
map_33_difficulty_0,,direct,422,,not equippable stock gear
map_33_difficulty_0,,direct,818,,not equippable stock gear
map_33_difficulty_0,,direct,856,,not equippable stock gear
map_33_difficulty_0,,direct,929,,not equippable stock gear
map_33_difficulty_0,,direct,954,,not equippable stock gear
map_33_difficulty_0,,direct,1205,,not equippable stock gear
map_33_difficulty_0,,direct,1206,,not equippable stock gear
map_33_difficulty_0,,direct,1210,,not equippable stock gear
map_33_difficulty_0,,direct,1478,,not equippable stock gear
map_33_difficulty_0,,direct,1712,,not equippable stock gear
map_33_difficulty_0,,direct,2406,,not equippable stock gear
map_33_difficulty_0,,direct,2408,,not equippable stock gear
map_33_difficulty_0,,direct,2409,,not equippable stock gear
map_33_difficulty_0,,direct,2553,,not equippable stock gear
map_33_difficulty_0,,direct,2589,,not equippable stock gear
map_33_difficulty_0,,direct,2592,,not equippable stock gear
map_33_difficulty_0,,direct,2881,,not equippable stock gear
map_33_difficulty_0,,direct,2882,,not equippable stock gear
map_33_difficulty_0,,direct,3012,,not equippable stock gear
map_33_difficulty_0,,direct,3385,,not equippable stock gear
map_33_difficulty_0,,direct,3394,,not equippable stock gear
map_33_difficulty_0,,direct,3610,,not equippable stock gear
map_33_difficulty_0,,direct,4292,,not equippable stock gear
map_33_difficulty_0,,direct,4293,,not equippable stock gear
map_33_difficulty_0,,direct,4294,,not equippable stock gear
map_33_difficulty_0,,direct,4306,,not equippable stock gear
map_33_difficulty_0,,direct,4345,,not equippable stock gear
map_33_difficulty_0,,direct,4346,,not equippable stock gear
map_33_difficulty_0,,direct,4347,,not equippable stock gear
map_33_difficulty_0,,direct,4348,,not equippable stock gear
map_33_difficulty_0,,direct,4408,,not equippable stock gear
map_33_difficulty_0,,direct,4409,,not equippable stock gear
map_33_difficulty_0,,direct,4410,,not equippable stock gear
map_33_difficulty_0,,direct,4698,,not equippable stock gear
map_33_difficulty_0,,direct,4700,,not equippable stock gear
map_33_difficulty_0,,direct,5573,,not equippable stock gear
map_33_difficulty_0,,direct,5578,,not equippable stock gear
map_33_difficulty_0,,direct,5972,,not equippable stock gear
map_33_difficulty_0,,direct,6271,,not equippable stock gear
map_33_difficulty_0,,direct,6342,,not equippable stock gear
map_33_difficulty_0,,direct,6344,,not equippable stock gear
map_33_difficulty_0,,direct,6347,,not equippable stock gear
map_33_difficulty_0,,direct,6348,,not equippable stock gear
map_33_difficulty_0,,direct,6390,,not equippable stock gear
map_33_difficulty_0,,direct,6716,,not equippable stock gear
map_33_difficulty_0,,direct,7288,,not equippable stock gear
map_33_difficulty_0,,direct,10316,,not equippable stock gear
map_33_difficulty_0,,direct,10407,,not equippable stock gear
map_33_difficulty_0,,direct,,24060,shared or unresolved reference context
map_33_difficulty_0,,direct,,24070,shared or unresolved reference context
map_33_difficulty_0,,direct,,24077,shared or unresolved reference context
map_33_difficulty_0,,direct,,24078,shared or unresolved reference context
map_33_difficulty_0,,direct,,1000318,shared or unresolved reference context
map_33_difficulty_0,,direct,,1000319,shared or unresolved reference context
map_33_difficulty_0,,direct,1205,,not equippable stock gear
map_33_difficulty_0,,direct,3393,,not equippable stock gear
map_33_difficulty_0,,direct,3394,,not equippable stock gear
map_33_difficulty_0,,direct,3770,,not equippable stock gear
map_33_difficulty_0,,direct,5635,,not equippable stock gear
map_33_difficulty_0,,direct,,1000319,shared or unresolved reference context
map_33_difficulty_0,,direct,414,,not equippable stock gear
map_33_difficulty_0,,direct,765,,not equippable stock gear
map_33_difficulty_0,,direct,1179,,not equippable stock gear
map_33_difficulty_0,,direct,1205,,not equippable stock gear
map_33_difficulty_0,,direct,2287,,not equippable stock gear
map_33_difficulty_0,,direct,2447,,not equippable stock gear
map_33_difficulty_0,,direct,2449,,not equippable stock gear
map_33_difficulty_0,,direct,2450,,not equippable stock gear
map_33_difficulty_0,,direct,2452,,not equippable stock gear
map_33_difficulty_0,,direct,2453,,not equippable stock gear
map_33_difficulty_0,,direct,2589,,not equippable stock gear
map_33_difficulty_0,,direct,2592,,not equippable stock gear
map_33_difficulty_0,,direct,2835,,not equippable stock gear
map_33_difficulty_0,,direct,2836,,not equippable stock gear
map_33_difficulty_0,,direct,3393,,not equippable stock gear
map_33_difficulty_0,,direct,3394,,not equippable stock gear
map_33_difficulty_0,,direct,3770,,not equippable stock gear
map_33_difficulty_0,,direct,4537,,not equippable stock gear
map_33_difficulty_0,,direct,4541,,not equippable stock gear
map_33_difficulty_0,,direct,4605,,not equippable stock gear
map_33_difficulty_0,,direct,5635,,not equippable stock gear
map_33_difficulty_0,,direct,,1000320,shared or unresolved reference context
map_33_difficulty_0,,direct,422,,not equippable stock gear
map_33_difficulty_0,,direct,1205,,not equippable stock gear
map_33_difficulty_0,,direct,2835,,not equippable stock gear
map_33_difficulty_0,,direct,3393,,not equippable stock gear
map_33_difficulty_0,,direct,3770,,not equippable stock gear
map_33_difficulty_0,,direct,4538,,not equippable stock gear
map_33_difficulty_0,,direct,4542,,not equippable stock gear
map_33_difficulty_0,,direct,4606,,not equippable stock gear
map_33_difficulty_0,,direct,5635,,not equippable stock gear
map_33_difficulty_0,,direct,,1000319,shared or unresolved reference context
map_33_difficulty_0,,direct,422,,not equippable stock gear
map_33_difficulty_0,,direct,1179,,not equippable stock gear
map_33_difficulty_0,,direct,1205,,not equippable stock gear
map_33_difficulty_0,,direct,2449,,not equippable stock gear
map_33_difficulty_0,,direct,2450,,not equippable stock gear
map_33_difficulty_0,,direct,2589,,not equippable stock gear
map_33_difficulty_0,,direct,2592,,not equippable stock gear
map_33_difficulty_0,,direct,2835,,not equippable stock gear
map_33_difficulty_0,,direct,2836,,not equippable stock gear
map_33_difficulty_0,,direct,3355,,not equippable stock gear
map_33_difficulty_0,,direct,3393,,not equippable stock gear
map_33_difficulty_0,,direct,3394,,not equippable stock gear
map_33_difficulty_0,,direct,3770,,not equippable stock gear
map_33_difficulty_0,,direct,4537,,not equippable stock gear
map_33_difficulty_0,,direct,4541,,not equippable stock gear
map_33_difficulty_0,,direct,4542,,not equippable stock gear
map_33_difficulty_0,,direct,4605,,not equippable stock gear
map_33_difficulty_0,,direct,4606,,not equippable stock gear
map_33_difficulty_0,,direct,5635,,not equippable stock gear
map_33_difficulty_0,,direct,6211,,not equippable stock gear
map_33_difficulty_0,,direct,6915,,not equippable stock gear
map_33_difficulty_0,,direct,,1000319,shared or unresolved reference context
map_33_difficulty_0,,direct,422,,not equippable stock gear
map_33_difficulty_0,,direct,1205,,not equippable stock gear
map_33_difficulty_0,,direct,3393,,not equippable stock gear
map_33_difficulty_0,,direct,3394,,not equippable stock gear
map_33_difficulty_0,,direct,3770,,not equippable stock gear
map_33_difficulty_0,,direct,4538,,not equippable stock gear
map_33_difficulty_0,,direct,4542,,not equippable stock gear
map_33_difficulty_0,,direct,5635,,not equippable stock gear
map_33_difficulty_0,,direct,6211,,not equippable stock gear
map_33_difficulty_0,,direct,,1000320,shared or unresolved reference context
map_33_difficulty_0,,direct,422,,not equippable stock gear
map_33_difficulty_0,,direct,1205,,not equippable stock gear
map_33_difficulty_0,,direct,2449,,not equippable stock gear
map_33_difficulty_0,,direct,2450,,not equippable stock gear
map_33_difficulty_0,,direct,2452,,not equippable stock gear
map_33_difficulty_0,,direct,2453,,not equippable stock gear
map_33_difficulty_0,,direct,2589,,not equippable stock gear
map_33_difficulty_0,,direct,2592,,not equippable stock gear
map_33_difficulty_0,,direct,2835,,not equippable stock gear
map_33_difficulty_0,,direct,2836,,not equippable stock gear
map_33_difficulty_0,,direct,3355,,not equippable stock gear
map_33_difficulty_0,,direct,3356,,not equippable stock gear
map_33_difficulty_0,,direct,3393,,not equippable stock gear
map_33_difficulty_0,,direct,3394,,not equippable stock gear
map_33_difficulty_0,,direct,3770,,not equippable stock gear
map_33_difficulty_0,,direct,4538,,not equippable stock gear
map_33_difficulty_0,,direct,4542,,not equippable stock gear
map_33_difficulty_0,,direct,4606,,not equippable stock gear
map_33_difficulty_0,,direct,5635,,not equippable stock gear
map_33_difficulty_0,,direct,6211,,not equippable stock gear
map_33_difficulty_0,,direct,1483,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,1484,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,1974,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,3194,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,,1000218,shared or unresolved reference context
map_33_difficulty_0,,direct,,1000219,shared or unresolved reference context
map_33_difficulty_0,,direct,,1001620,shared or unresolved reference context
map_33_difficulty_0,,direct,,1012024,shared or unresolved reference context
map_33_difficulty_0,,direct,,1011822,shared or unresolved reference context
map_33_difficulty_0,,direct,,1011923,shared or unresolved reference context
map_33_difficulty_0,,direct,,1022024,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021620,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021721,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021822,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021923,shared or unresolved reference context
map_33_difficulty_0,,direct,,1032023,shared or unresolved reference context
map_33_difficulty_0,,direct,,1031922,shared or unresolved reference context
map_33_difficulty_0,,direct,,1072025,shared or unresolved reference context
map_33_difficulty_0,,direct,,1080620,shared or unresolved reference context
map_33_difficulty_0,,direct,,1081225,shared or unresolved reference context
map_33_difficulty_0,,direct,,1082035,shared or unresolved reference context
map_33_difficulty_0,,direct,,1081630,shared or unresolved reference context
map_33_difficulty_0,,direct,,1091120,shared or unresolved reference context
map_33_difficulty_0,,direct,,1002125,shared or unresolved reference context
map_33_difficulty_0,,direct,,1012125,shared or unresolved reference context
map_33_difficulty_0,,direct,,1022125,shared or unresolved reference context
map_33_difficulty_0,,direct,,1032124,shared or unresolved reference context
map_33_difficulty_0,,direct,,1092130,shared or unresolved reference context
map_33_difficulty_0,,direct,1015,,not equippable stock gear
map_33_difficulty_0,,direct,3301,,not equippable stock gear
map_33_difficulty_0,,direct,3393,,not equippable stock gear
map_33_difficulty_0,,direct,3394,,not equippable stock gear
map_33_difficulty_0,,direct,3402,,not equippable stock gear
map_33_difficulty_0,,direct,5635,,not equippable stock gear
map_33_difficulty_0,,direct,,1000218,shared or unresolved reference context
map_33_difficulty_0,,direct,,1000219,shared or unresolved reference context
map_33_difficulty_0,,direct,,1001620,shared or unresolved reference context
map_33_difficulty_0,,direct,,1012024,shared or unresolved reference context
map_33_difficulty_0,,direct,,1011822,shared or unresolved reference context
map_33_difficulty_0,,direct,,1011923,shared or unresolved reference context
map_33_difficulty_0,,direct,,1022024,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021620,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021721,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021822,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021923,shared or unresolved reference context
map_33_difficulty_0,,direct,,1032023,shared or unresolved reference context
map_33_difficulty_0,,direct,,1031922,shared or unresolved reference context
map_33_difficulty_0,,direct,,1072025,shared or unresolved reference context
map_33_difficulty_0,,direct,,1080620,shared or unresolved reference context
map_33_difficulty_0,,direct,,1081225,shared or unresolved reference context
map_33_difficulty_0,,direct,,1082035,shared or unresolved reference context
map_33_difficulty_0,,direct,,1081630,shared or unresolved reference context
map_33_difficulty_0,,direct,,1091120,shared or unresolved reference context
map_33_difficulty_0,,direct,,1002125,shared or unresolved reference context
map_33_difficulty_0,,direct,,1012125,shared or unresolved reference context
map_33_difficulty_0,,direct,,1022125,shared or unresolved reference context
map_33_difficulty_0,,direct,,1032124,shared or unresolved reference context
map_33_difficulty_0,,direct,,1092130,shared or unresolved reference context
map_33_difficulty_0,,direct,414,,not equippable stock gear
map_33_difficulty_0,,direct,422,,not equippable stock gear
map_33_difficulty_0,,direct,765,,not equippable stock gear
map_33_difficulty_0,,direct,1015,,not equippable stock gear
map_33_difficulty_0,,direct,1179,,not equippable stock gear
map_33_difficulty_0,,direct,2287,,not equippable stock gear
map_33_difficulty_0,,direct,2447,,not equippable stock gear
map_33_difficulty_0,,direct,2449,,not equippable stock gear
map_33_difficulty_0,,direct,2450,,not equippable stock gear
map_33_difficulty_0,,direct,2452,,not equippable stock gear
map_33_difficulty_0,,direct,2453,,not equippable stock gear
map_33_difficulty_0,,direct,2589,,not equippable stock gear
map_33_difficulty_0,,direct,2592,,not equippable stock gear
map_33_difficulty_0,,direct,2835,,not equippable stock gear
map_33_difficulty_0,,direct,2836,,not equippable stock gear
map_33_difficulty_0,,direct,3301,,not equippable stock gear
map_33_difficulty_0,,direct,3393,,not equippable stock gear
map_33_difficulty_0,,direct,3394,,not equippable stock gear
map_33_difficulty_0,,direct,3402,,not equippable stock gear
map_33_difficulty_0,,direct,3770,,not equippable stock gear
map_33_difficulty_0,,direct,4537,,not equippable stock gear
map_33_difficulty_0,,direct,4538,,not equippable stock gear
map_33_difficulty_0,,direct,4541,,not equippable stock gear
map_33_difficulty_0,,direct,4605,,not equippable stock gear
map_33_difficulty_0,,direct,5635,,not equippable stock gear
map_33_difficulty_0,,direct,,1001620,shared or unresolved reference context
map_33_difficulty_0,,direct,,1012024,shared or unresolved reference context
map_33_difficulty_0,,direct,,1011822,shared or unresolved reference context
map_33_difficulty_0,,direct,,1011923,shared or unresolved reference context
map_33_difficulty_0,,direct,,1022024,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021620,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021721,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021822,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021923,shared or unresolved reference context
map_33_difficulty_0,,direct,,1032023,shared or unresolved reference context
map_33_difficulty_0,,direct,,1031922,shared or unresolved reference context
map_33_difficulty_0,,direct,,1072025,shared or unresolved reference context
map_33_difficulty_0,,direct,,1080620,shared or unresolved reference context
map_33_difficulty_0,,direct,,1081225,shared or unresolved reference context
map_33_difficulty_0,,direct,,1082035,shared or unresolved reference context
map_33_difficulty_0,,direct,,1081630,shared or unresolved reference context
map_33_difficulty_0,,direct,,1091120,shared or unresolved reference context
map_33_difficulty_0,,direct,,1002125,shared or unresolved reference context
map_33_difficulty_0,,direct,,1012125,shared or unresolved reference context
map_33_difficulty_0,,direct,,1022125,shared or unresolved reference context
map_33_difficulty_0,,direct,,1032124,shared or unresolved reference context
map_33_difficulty_0,,direct,,1092130,shared or unresolved reference context
map_33_difficulty_0,,direct,422,,not equippable stock gear
map_33_difficulty_0,,direct,1015,,not equippable stock gear
map_33_difficulty_0,,direct,1205,,not equippable stock gear
map_33_difficulty_0,,direct,2449,,not equippable stock gear
map_33_difficulty_0,,direct,2450,,not equippable stock gear
map_33_difficulty_0,,direct,2453,,not equippable stock gear
map_33_difficulty_0,,direct,2589,,not equippable stock gear
map_33_difficulty_0,,direct,2592,,not equippable stock gear
map_33_difficulty_0,,direct,2835,,not equippable stock gear
map_33_difficulty_0,,direct,2836,,not equippable stock gear
map_33_difficulty_0,,direct,3301,,not equippable stock gear
map_33_difficulty_0,,direct,3355,,not equippable stock gear
map_33_difficulty_0,,direct,3356,,not equippable stock gear
map_33_difficulty_0,,direct,3393,,not equippable stock gear
map_33_difficulty_0,,direct,3394,,not equippable stock gear
map_33_difficulty_0,,direct,3402,,not equippable stock gear
map_33_difficulty_0,,direct,3770,,not equippable stock gear
map_33_difficulty_0,,direct,4538,,not equippable stock gear
map_33_difficulty_0,,direct,4542,,not equippable stock gear
map_33_difficulty_0,,direct,4606,,not equippable stock gear
map_33_difficulty_0,,direct,5635,,not equippable stock gear
map_33_difficulty_0,,direct,6211,,not equippable stock gear
map_33_difficulty_0,,direct,1318,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,1483,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,1484,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,1974,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,2807,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,3194,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,,1000219,shared or unresolved reference context
map_33_difficulty_0,,direct,932,,not equippable stock gear
map_33_difficulty_0,,direct,2452,,not equippable stock gear
map_33_difficulty_0,,direct,2453,,not equippable stock gear
map_33_difficulty_0,,direct,2589,,not equippable stock gear
map_33_difficulty_0,,direct,2835,,not equippable stock gear
map_33_difficulty_0,,direct,4541,,not equippable stock gear
map_33_difficulty_0,,direct,5120,,not equippable stock gear
map_33_difficulty_0,,direct,5871,,not equippable stock gear
map_33_difficulty_0,,direct,6341,,not equippable stock gear
map_33_difficulty_0,,direct,,1001620,shared or unresolved reference context
map_33_difficulty_0,,direct,,1012024,shared or unresolved reference context
map_33_difficulty_0,,direct,,1011822,shared or unresolved reference context
map_33_difficulty_0,,direct,,1011923,shared or unresolved reference context
map_33_difficulty_0,,direct,,1022024,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021620,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021721,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021822,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021923,shared or unresolved reference context
map_33_difficulty_0,,direct,,1032023,shared or unresolved reference context
map_33_difficulty_0,,direct,,1031922,shared or unresolved reference context
map_33_difficulty_0,,direct,,1072025,shared or unresolved reference context
map_33_difficulty_0,,direct,,1080620,shared or unresolved reference context
map_33_difficulty_0,,direct,,1081225,shared or unresolved reference context
map_33_difficulty_0,,direct,,1082035,shared or unresolved reference context
map_33_difficulty_0,,direct,,1081630,shared or unresolved reference context
map_33_difficulty_0,,direct,,1091120,shared or unresolved reference context
map_33_difficulty_0,,direct,422,,not equippable stock gear
map_33_difficulty_0,,direct,1205,,not equippable stock gear
map_33_difficulty_0,,direct,3356,,not equippable stock gear
map_33_difficulty_0,,direct,3393,,not equippable stock gear
map_33_difficulty_0,,direct,5635,,not equippable stock gear
map_33_difficulty_0,,direct,6211,,not equippable stock gear
map_33_difficulty_0,,direct,6298,,not equippable stock gear
map_33_difficulty_0,,direct,11390,,not equippable stock gear
map_33_difficulty_0,,direct,11391,,not equippable stock gear
map_33_difficulty_0,,direct,11392,,not equippable stock gear
map_33_difficulty_0,,direct,12223,,not equippable stock gear
map_33_difficulty_0,,direct,1483,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,3194,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,,1001620,shared or unresolved reference context
map_33_difficulty_0,,direct,,1012024,shared or unresolved reference context
map_33_difficulty_0,,direct,,1011822,shared or unresolved reference context
map_33_difficulty_0,,direct,,1011923,shared or unresolved reference context
map_33_difficulty_0,,direct,,1022024,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021620,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021721,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021822,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021923,shared or unresolved reference context
map_33_difficulty_0,,direct,,1032023,shared or unresolved reference context
map_33_difficulty_0,,direct,,1031922,shared or unresolved reference context
map_33_difficulty_0,,direct,,1072025,shared or unresolved reference context
map_33_difficulty_0,,direct,,1080620,shared or unresolved reference context
map_33_difficulty_0,,direct,,1081225,shared or unresolved reference context
map_33_difficulty_0,,direct,,1082035,shared or unresolved reference context
map_33_difficulty_0,,direct,,1081630,shared or unresolved reference context
map_33_difficulty_0,,direct,,1091120,shared or unresolved reference context
map_33_difficulty_0,,direct,3393,,not equippable stock gear
map_33_difficulty_0,,direct,3394,,not equippable stock gear
map_33_difficulty_0,,direct,5635,,not equippable stock gear
map_33_difficulty_0,,direct,6211,,not equippable stock gear
map_33_difficulty_0,,direct,6298,,not equippable stock gear
map_33_difficulty_0,,direct,11390,,not equippable stock gear
map_33_difficulty_0,,direct,11391,,not equippable stock gear
map_33_difficulty_0,,direct,11392,,not equippable stock gear
map_33_difficulty_0,,direct,12223,,not equippable stock gear
map_33_difficulty_0,,direct,1483,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,1484,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,1974,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,3194,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,,1002125,shared or unresolved reference context
map_33_difficulty_0,,direct,,1012024,shared or unresolved reference context
map_33_difficulty_0,,direct,,1012125,shared or unresolved reference context
map_33_difficulty_0,,direct,,1011822,shared or unresolved reference context
map_33_difficulty_0,,direct,,1011923,shared or unresolved reference context
map_33_difficulty_0,,direct,,1022125,shared or unresolved reference context
map_33_difficulty_0,,direct,,1022024,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021721,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021822,shared or unresolved reference context
map_33_difficulty_0,,direct,,1021923,shared or unresolved reference context
map_33_difficulty_0,,direct,,1032124,shared or unresolved reference context
map_33_difficulty_0,,direct,,1032023,shared or unresolved reference context
map_33_difficulty_0,,direct,,1031922,shared or unresolved reference context
map_33_difficulty_0,,direct,,1051525,shared or unresolved reference context
map_33_difficulty_0,,direct,,1062130,shared or unresolved reference context
map_33_difficulty_0,,direct,,1072025,shared or unresolved reference context
map_33_difficulty_0,,direct,,1081225,shared or unresolved reference context
map_33_difficulty_0,,direct,,1082035,shared or unresolved reference context
map_33_difficulty_0,,direct,,1081630,shared or unresolved reference context
map_33_difficulty_0,,direct,,1092130,shared or unresolved reference context
map_33_difficulty_0,,direct,1205,,not equippable stock gear
map_33_difficulty_0,,direct,2589,,not equippable stock gear
map_33_difficulty_0,,direct,2592,,not equippable stock gear
map_33_difficulty_0,,direct,4606,,not equippable stock gear
map_33_difficulty_0,,direct,1318,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,1482,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,1483,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,1484,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,1935,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,1974,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,2807,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,3194,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,,1000320,shared or unresolved reference context
map_33_difficulty_0,,direct,422,,not equippable stock gear
map_33_difficulty_0,,direct,1205,,not equippable stock gear
map_33_difficulty_0,,direct,2449,,not equippable stock gear
map_33_difficulty_0,,direct,2450,,not equippable stock gear
map_33_difficulty_0,,direct,2452,,not equippable stock gear
map_33_difficulty_0,,direct,2453,,not equippable stock gear
map_33_difficulty_0,,direct,2589,,not equippable stock gear
map_33_difficulty_0,,direct,2592,,not equippable stock gear
map_33_difficulty_0,,direct,2835,,not equippable stock gear
map_33_difficulty_0,,direct,2836,,not equippable stock gear
map_33_difficulty_0,,direct,3355,,not equippable stock gear
map_33_difficulty_0,,direct,3356,,not equippable stock gear
map_33_difficulty_0,,direct,3393,,not equippable stock gear
map_33_difficulty_0,,direct,3394,,not equippable stock gear
map_33_difficulty_0,,direct,3770,,not equippable stock gear
map_33_difficulty_0,,direct,4306,,not equippable stock gear
map_33_difficulty_0,,direct,4538,,not equippable stock gear
map_33_difficulty_0,,direct,4542,,not equippable stock gear
map_33_difficulty_0,,direct,4606,,not equippable stock gear
map_33_difficulty_0,,direct,6211,,not equippable stock gear
map_33_difficulty_0,,direct,1483,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,1484,,RequiredLevel outside creature progression context
map_33_difficulty_0,,direct,1974,,RequiredLevel outside creature progression context
