entry,class_name,name,Quality,RequiredLevel,ItemLevel,role,kind,weapon_kind,InventoryType,subclass,displayid,reference_entry,reference_item_level,armor,dps,sockets,itemset,special_effect_feature,effect_source_entry,effect_source_spell,socketBonus,DisenchantID
200031,Warrior,Death Bolt Skull Axe,2,36,38,strength_dps,1h_axe,1h_axe,13,0,29759,17704,38,0,20.0,,0,,0,0,0,26
200032,Warrior,Icecaller's Cabalistic Coif,2,34,38,strength_dps,armor,,1,3,27073,15558,37,76,0.0,,0,,0,0,0,26
200033,Warrior,"Charmstone, Red Spark",3,63,101,tank,neck,,2,0,38560,25954,97,0,0.0,,0,,0,0,0,52
200034,Warrior,Legguards of Eastern Plaguelands,3,76,176,tank,armor,,7,4,51615,43353,175,1134,0.0,,0,,0,0,0,54
200035,Warrior,Lion Seed Titan Hammer,2,47,52,strength_dps,2h_mace,2h_mace,17,5,23230,12772,54,0,40.312,,0,,0,0,0,9
200036,Warrior,"Pauldrons, Ancient Piercer",2,78,189,tank,armor,,3,4,55696,44112,187,831,0.0,8,0,,0,0,2932,16
200037,Warrior,Voidkeeper's Chilled Handguards,2,15,20,tank,armor,,10,3,7540,5312,20,24,0.0,,0,,0,0,0,2
200038,Warrior,Wargrips of Emerald Path,3,74,162,strength_dps,armor,,10,4,51712,35656,163,577,0.0,,0,,0,0,0,53
200039,Warrior,Belt of the Cold Memory,2,3,9,tank,armor,,6,3,6847,832,15,10,0.0,,0,,0,0,0,21
200040,Warrior,Highlord's Wargrips,2,9,13,tank,armor,,10,3,9390,3474,15,15,0.0,,0,,0,0,0,21
200041,Warrior,Lost Queen's Longcloak of the Iron Watch,2,35,42,strength_dps,back,,16,1,23096,6789,42,16,0.0,,0,,0,0,0,27
200042,Warrior,The Runic Cape,3,75,162,strength_dps,back,,16,1,56190,39478,162,90,0.0,,0,,0,0,0,53
200043,Warrior,Spider Grip Bone,2,70,126,strength_dps,trinket,,12,0,51112,37560,138,0,0.0,,0,,0,0,0,15
200044,Warrior,Twilightwarden's Greaves of the Cold Watch,2,64,105,strength_dps,armor,,7,4,44128,31519,108,536,0.0,,0,,0,0,0,14
200045,Warrior,Marauding Legmail,3,1,4,strength_dps,armor,,7,3,26932,3282,12,8,0.0,,0,,0,0,0,41
200046,Warrior,The Hammered Greaves,2,8,15,strength_dps,armor,,8,3,35399,22993,15,21,0.0,,0,,0,0,0,21
200047,Warrior,"Visor, Unbroken Hail",2,42,45,tank,armor,,1,4,27366,10090,46,166,0.0,,0,,0,0,0,27
200048,Warrior,Forsworn Shroud of Dread Crown,3,32,36,tank,back,,16,1,22996,9397,39,15,0.0,,0,,0,0,0,44
200049,Warrior,Voidforged Chainmail of Sable Watch,3,2,5,tank,armor,,5,3,13090,3471,10,13,0.0,,0,,0,0,0,41
200050,Warrior,Ancient Keeper's Watchful Chausses,2,12,15,strength_dps,armor,,7,3,2922,15451,18,32,0.0,,0,,0,0,0,21
200051,Warrior,Argent Saber,3,22,28,strength_dps,1h_sword,1h_sword,13,7,20120,2011,26,0,17.778,,0,,0,0,0,42
200052,Warrior,Gravebound Battleplate Legguards,3,74,154,tank,armor,,7,4,54196,43163,158,943,0.0,,0,,0,0,0,53
200053,Warrior,The Runebound Hourglass,2,72,140,strength_dps,trinket,,12,0,52818,38212,138,0,0.0,,0,,0,0,0,34
200054,Warrior,"Waistchain, Gray Bane",3,6,10,strength_dps,armor,,6,3,52166,51978,25,13,0.0,,0,,0,0,0,41
200055,Warrior,Legguards of Cold Moon,2,5,9,tank,armor,,7,3,9738,6084,13,18,0.0,,0,,0,0,0,21
200056,Warrior,Nightshrouded Band,3,14,20,tank,finger,,11,0,9839,1156,22,0,0.0,,0,,0,0,0,41
200057,Warrior,Boots of the Violet Eye,2,20,25,strength_dps,armor,,8,3,25793,6590,29,37,0.0,,0,,0,0,0,23
200058,Warrior,Moonlit Gloves of Fallen Crown,2,2,7,strength_dps,armor,,10,3,27000,15491,15,8,0.0,,0,,0,0,0,1
200059,Warrior,Worldwarden's Bracers of the Stone Forge,2,18,24,strength_dps,armor,,9,3,27007,14743,22,18,0.0,,0,,0,0,0,3
200060,Warrior,Brittle Greaves of Blood Crown,2,9,13,tank,armor,,8,3,27001,15489,16,18,0.0,,0,,0,0,0,21
200061,Warrior,Duskcaller's Blackened Band,2,36,39,strength_dps,finger,,11,0,28831,20961,38,0,0.0,,0,,0,0,0,6
200062,Warrior,The Shadowbound Greaves,2,68,114,tank,armor,,7,4,44128,31519,108,611,0.0,,0,,0,0,0,14
200063,Warrior,The Heroic Harness,2,13,17,tank,armor,,5,3,12944,6195,15,41,0.0,,0,,0,0,0,22
200064,Warrior,Blackguard's Borean Sollerets,2,62,99,tank,armor,,8,4,44106,31488,102,327,0.0,,0,,0,0,0,13
200065,Warrior,Northkeeper's Legmail,2,19,25,tank,armor,,7,3,27013,14748,25,58,0.0,,0,,0,0,0,23
200066,Warrior,Great Hauberk of the Hellfire Citadel,2,3,7,strength_dps,armor,,5,3,12944,6195,15,16,0.0,,0,,0,0,0,1
200067,Warrior,"Wargrips, Last Edge",2,18,24,strength_dps,armor,,10,3,6842,1448,20,30,0.0,,0,,0,0,0,3
200068,Warrior,Rootwoven Warcloak,4,80,239,strength_dps,back,,16,1,61564,42081,245,155,0.0,8,0,,0,0,2927,69
200069,Warrior,The Ashen Hauberk,3,37,43,strength_dps,armor,,5,3,18382,9469,48,133,0.0,,0,,0,0,0,45
200070,Warrior,The Fireforged Wrap,3,40,41,tank,back,,16,1,28731,11311,46,18,0.0,,0,,0,0,0,45
200071,Warrior,Storm Decree Medallion,2,64,106,strength_dps,trinket,,12,0,43360,31080,105,0,0.0,,0,,0,0,0,33
200072,Warrior,Armguards of Cold Moon,2,20,23,tank,armor,,9,3,13508,7003,27,17,0.0,,0,,0,0,0,23
200073,Warrior,Chausses of Shadow Vault,3,30,33,tank,armor,,7,3,28317,9625,37,84,0.0,,0,,0,0,0,43
200074,Warrior,"Warbracers, Soul Shadow",2,59,86,strength_dps,armor,,9,4,40768,24941,87,153,0.0,,0,,0,0,0,13
200075,Warrior,"Gloomed Greatblade, Frostkeeper's Oath",2,9,14,strength_dps,2h_sword,2h_sword,17,8,20038,2204,17,0,9.375,,0,,0,0,0,21
200076,Warrior,The Sunbound Warbracers,3,72,141,tank,armor,,9,4,54071,41974,142,296,0.0,,0,,0,0,0,53
200077,Warrior,Lost Knight's Primeval Headguard,2,24,31,strength_dps,armor,,1,3,15327,6971,31,63,0.0,,0,,0,0,0,25
200078,Warrior,Wildwarden's Bracers,2,23,26,strength_dps,armor,,9,3,12935,6722,30,20,0.0,,0,,0,0,0,24
200079,Warrior,Wildbound Sabatons,2,47,48,strength_dps,armor,,8,4,27400,10201,48,147,0.0,,0,,0,0,0,8
200080,Warrior,Deepdelver Warplate of the Ancestor Spirit,3,72,147,tank,armor,,5,4,46350,30990,146,1031,0.0,,0,,0,0,0,53
200081,Warrior,Wolfheart Judgment Greaves,2,68,117,strength_dps,armor,,7,4,41231,28864,115,641,0.0,,0,,0,0,0,33
200082,Warrior,Starwoven Loop of Violet Hold,2,11,12,strength_dps,finger,,11,0,224,8350,15,0,0.0,,0,,0,0,0,1
200083,Warrior,Sunsteel Breastplate of the Northern Forge,4,80,213,strength_dps,armor,,5,4,54767,40203,213,1791,0.0,4,0,,0,0,2868,69
200084,Warrior,Unyielding Battlecloak,3,68,117,tank,back,,16,1,43094,27804,115,60,0.0,,0,,0,0,0,52
200085,Warrior,Broken Warden's Cleaver,3,71,134,strength_dps,1h_axe,1h_axe,13,0,50064,36572,134,0,92.308,,0,,0,0,0,53
200086,Warrior,Wolfguard's Brutal Greaves,3,75,162,strength_dps,armor,,7,4,54196,43163,158,1038,0.0,,0,,0,0,0,53
200087,Warrior,Dwarven Cape of Blood Pact,4,66,114,tank,back,,16,1,43488,28672,115,63,0.0,,0,on-use,32473,12883,0,67
200088,Warrior,Forge Hand Helm,3,62,98,tank,armor,,1,4,44873,27408,100,498,0.0,,0,,0,0,0,50
200089,Warrior,Fire Rend Royal Cloak,2,18,19,strength_dps,back,,16,1,15120,1190,20,7,0.0,,0,,0,0,0,22
200090,Warrior,The Wyrmscale Boots,2,19,26,tank,armor,,8,3,25760,6573,23,38,0.0,,0,,0,0,0,4
200091,Warrior,The Spiritforged Kingsblade,3,48,54,tank,2h_sword,2h_sword,17,8,23264,7960,52,0,45.606,,0,,0,0,0,47
200092,Warrior,The Solemn Wargrips,3,53,57,strength_dps,armor,,10,4,28352,13072,60,170,0.0,,0,,0,0,0,48
200093,Warrior,Wrathful Faceguard,2,32,35,strength_dps,armor,,1,3,25825,4077,35,69,0.0,,0,,0,0,0,5
200094,Warrior,Chestplate of the Sacred Watch,2,61,94,tank,armor,,5,4,49764,24952,93,554,0.0,,0,,0,0,0,13
200095,Warrior,Crown Vow Leggings,2,19,25,tank,armor,,7,3,3043,2545,26,57,0.0,,0,,0,0,0,23
200096,Warrior,Ivory Casque of the Silent Road,3,30,33,strength_dps,armor,,1,3,28440,13127,32,74,0.0,,0,,0,0,0,43
200097,Warrior,Iceforged Wristguards of Northern Light,3,31,33,strength_dps,armor,,9,3,28596,13012,27,29,0.0,,0,,0,0,0,43
200098,Warrior,"Waistguard, Frost Covenant",3,43,47,strength_dps,armor,,6,4,32644,20107,43,132,0.0,,0,,0,0,0,46
200099,Warrior,Cold Wrath Seal,2,33,34,tank,finger,,11,0,31616,20960,37,0,0.0,,0,,0,0,0,5
200100,Warrior,War Mace of Silent Crypt,3,72,141,strength_dps,1h_mace,1h_mace,13,4,41873,29996,141,0,91.786,,0,,0,0,0,53
200101,Warrior,"Warbracers, Violet Snowfall",3,79,190,strength_dps,armor,,9,4,51710,41354,187,428,0.0,,0,,0,0,0,54
200102,Warrior,Ancient Queen's Waistchain,3,22,26,strength_dps,armor,,6,3,7932,5425,20,37,0.0,,0,,0,0,0,42
200103,Warrior,Rimewalker's Armguards,2,55,58,tank,armor,,9,4,26360,10391,60,92,0.0,,0,,0,0,0,10
200104,Warrior,Forgotten Treads of the Frozen Moon,3,38,44,tank,armor,,8,3,34242,20092,43,78,0.0,,0,,0,0,0,45
200105,Warrior,The Runic Runeblade,2,55,58,strength_dps,2h_sword,2h_sword,17,8,28576,15256,59,0,44.459,,0,,0,0,0,10
200106,Warrior,Ebon Knight's Ringlet of the Storm Forge,3,62,99,tank,finger,,11,0,39126,31383,109,0,0.0,,0,,0,0,0,52
200107,Warrior,The Clouded Handguards,3,11,15,tank,armor,,10,3,25756,6547,17,20,0.0,,0,,0,0,0,41
200108,Warrior,Eye of Great North,2,67,117,strength_dps,trinket,,12,0,41936,30340,114,0,0.0,,0,,0,0,0,33
200109,Warrior,Signet Ring of the Plague Wing,3,40,47,tank,finger,,11,0,12643,6440,48,0,0.0,,0,,0,0,0,46
200110,Warrior,Bracers of the Rune Forge,3,20,22,tank,armor,,9,3,28596,13012,27,18,0.0,,0,,0,0,0,41
200111,Warrior,Stormguard's Fingerband,3,76,170,strength_dps,finger,,11,0,56874,43178,175,0,0.0,,0,,0,0,0,54
200112,Warrior,Battlesage's Neckchain,4,80,232,tank,neck,,2,0,64207,50196,232,0,0.0,,0,,0,0,0,69
200113,Warrior,"Cutlass, North Glacier",2,18,23,strength_dps,1h_sword,1h_sword,13,7,20093,886,26,0,11.944,,0,,0,0,0,23
200114,Warrior,Merciless Harpoon of Fire Spirit,2,69,123,strength_dps,polearm,polearm,17,6,39894,25237,114,0,87.143,,0,,0,0,0,14
200115,Warrior,Sable Wargrips of Warsong Hold,3,77,181,tank,armor,,10,4,51932,36995,187,665,0.0,,0,,0,0,0,54
200116,Warrior,Nightwatcher's Griefbound Chestguard,2,11,14,strength_dps,armor,,20,3,31832,16841,66,34,0.0,,0,,0,0,0,1
200117,Warrior,Hellforged Handguards,3,71,138,strength_dps,armor,,10,4,52451,37795,142,506,0.0,,0,,0,0,0,53
200118,Warrior,Vambraces of Runed Path,2,34,39,strength_dps,armor,,9,3,13053,6793,40,33,0.0,,0,,0,0,0,26
200119,Warrior,Bloodmarked Battle Girdle of Pit of Saron,3,78,184,tank,armor,,6,4,53000,39535,187,667,0.0,,0,,0,0,0,54
200120,Warrior,The Stormmarked Girdle,2,70,128,tank,armor,,6,4,51653,36291,130,408,0.0,,0,,0,0,0,15
200121,Warrior,Iron Chill War Leggings,2,26,31,tank,armor,,7,3,28290,15470,29,71,0.0,,0,,0,0,0,25
200122,Warrior,The Northwind Bone Crossbow,2,26,28,strength_dps,crossbow,crossbow,26,18,22929,27402,17,0,17.037,,0,,0,0,0,24
200123,Warrior,"Sepulchral Girdle, Stargazer's Oath",2,65,106,strength_dps,armor,,6,4,39410,24982,105,327,0.0,,0,,0,0,0,14
200124,Warrior,Promise of the Halls of Stone,2,3,8,strength_dps,finger,,11,0,224,8350,15,0,0.0,,0,,0,0,0,1
200125,Warrior,Stoneguard's Scourgebound Helm,2,15,16,strength_dps,armor,,1,3,13279,2275,20,29,0.0,,0,,0,0,0,22
200126,Warrior,Ice Twilight Girdle,2,59,87,strength_dps,armor,,6,4,44447,31787,90,245,0.0,,0,,0,0,0,13
200127,Warrior,Shoulderplates of Makers Hand,4,80,226,strength_dps,armor,,3,4,59609,46182,226,1259,0.0,,0,,0,0,0,69
200128,Warrior,Mail of Wyrm Forge,2,3,6,tank,armor,,5,3,22677,2965,11,13,0.0,,0,,0,0,0,1
200129,Warrior,Legplates of Scale Queen,3,43,50,tank,armor,,7,4,19900,10633,51,259,0.0,,0,,0,0,0,46
200130,Warrior,Great Cape of Black Temple,2,8,9,strength_dps,back,,16,1,23133,2580,12,3,0.0,,0,,0,0,0,1
200131,Warrior,The Cabalistic Great Gauntlets,4,80,232,tank,armor,,10,4,61394,48904,232,965,0.0,4|4|2,0,,0,0,2871,69
200132,Warrior,Warwarden's Windbound Fingerband,2,73,155,strength_dps,finger,,11,0,52439,39792,158,0,0.0,,0,,0,0,0,16
200133,Warrior,Beads of Iron Watch,2,72,145,tank,neck,,2,0,9086,37231,138,0,0.0,,0,,0,0,0,15
200134,Warrior,Ebon Warden's Warbelt,3,79,188,strength_dps,armor,,6,4,53000,39535,187,715,0.0,4,0,,0,0,2868,54
200135,Warrior,"Legguards, Ash Mail",3,78,188,tank,armor,,7,4,52999,41346,187,1280,0.0,,0,,0,0,0,54
200136,Warrior,Nameless Warden's Lightwoven Compass,2,26,30,strength_dps,trinket,,12,0,15150,7506,25,0,0.0,,0,,0,0,0,4
200137,Warrior,"Royal Cloak, West Watch",2,36,38,tank,back,,16,1,23048,15153,37,15,0.0,,0,,0,0,0,26
200138,Warrior,Abyss Clutch Forgehammer,2,9,13,strength_dps,2h_mace,2h_mace,17,5,5226,26051,11,0,9.143,,0,,0,0,0,21
200139,Warrior,Gravecaller's Signet,3,62,98,tank,finger,,11,0,33534,25962,97,0,0.0,,0,,0,0,0,50
200140,Warrior,Nameless Warden's Cuirass,3,48,49,tank,armor,,5,4,24393,7939,49,293,0.0,,0,,0,0,0,46
200141,Warrior,Armguards of the Silver Promise,2,11,15,strength_dps,armor,,9,3,25766,3211,19,11,0.0,,0,,0,0,0,1
200142,Warrior,Armguards of Blue Flight,4,75,162,strength_dps,armor,,9,4,48662,35170,154,373,0.0,,0,,0,0,0,67
200143,Warrior,Warboots of Twilight Flame,3,16,18,strength_dps,armor,,8,3,11447,2037,18,30,0.0,,0,,0,0,0,41
200144,Warrior,Burial Armguards of Alterac Mountains,4,80,213,strength_dps,armor,,9,4,55386,40306,213,544,0.0,4,0,,0,0,2868,69
200145,Warrior,Ashwarden's Northborn Bracers,2,23,25,strength_dps,armor,,9,3,24793,15517,25,19,0.0,,0,,0,0,0,23
200146,Warrior,"Great Hauberk, High Fist",2,36,38,strength_dps,armor,,5,3,46447,33251,39,99,0.0,,0,,0,0,0,6
200147,Warrior,Frostlord's War Mantle,2,21,25,strength_dps,armor,,3,3,27014,14749,26,40,0.0,,0,,0,0,0,3
200148,Warrior,"Gloves, Violet Storm",2,3,9,strength_dps,armor,,10,3,6982,3458,18,10,0.0,,0,,0,0,0,21
200149,Warrior,Titan Keeper's Hallowed Girdle,2,9,14,tank,armor,,6,3,26987,14725,17,17,0.0,,0,,0,0,0,21
200150,Warrior,"Spaulders, Silver Shade",2,38,44,strength_dps,armor,,3,3,25935,9934,44,79,0.0,,0,,0,0,0,27
200151,Warrior,Forgotten Chainmail of the Wild Crown,2,21,23,tank,armor,,5,3,26984,14730,23,56,0.0,,0,,0,0,0,23
200152,Warrior,The Shadowsteel Harness,2,25,27,strength_dps,armor,,5,3,26961,15518,30,71,0.0,,0,,0,0,0,24
200153,Warrior,Sunlit Chestplate of the Broken Banner,2,59,88,strength_dps,armor,,5,4,40769,24936,87,500,0.0,,0,,0,0,0,13
200154,Warrior,Siege Hammer of the Long Road,2,19,21,tank,2h_mace,2h_mace,17,5,8585,3198,23,0,13.438,,0,,0,0,0,23
200155,Warrior,Warbelt of Argent Watch,2,27,30,tank,armor,,6,3,27079,15528,26,38,0.0,,0,,0,0,0,24
200156,Warrior,Winterkeeper's Steelforged Lance,2,27,34,tank,polearm,polearm,17,6,5638,1406,21,0,23.281,,0,,0,0,0,25
200157,Warrior,Reaver of Astral Gate,2,5,10,tank,1h_sword,1h_sword,13,7,26577,727,10,0,5.455,,0,,0,0,0,21
200158,Warrior,The Silversteel Wargrips,2,43,45,strength_dps,armor,,10,4,27901,14905,45,112,0.0,,0,,0,0,0,27
200159,Warrior,Signet of the Borean Expanse,2,16,17,strength_dps,finger,,11,0,3666,11981,20,0,0.0,,0,,0,0,0,2
200160,Warrior,Lightwarden's Shoulderplates,3,58,84,strength_dps,armor,,3,4,35434,23034,83,355,0.0,,0,,0,0,0,50
200161,Warrior,Shadowcaller's Thornbound Chain,3,69,125,strength_dps,neck,,2,0,43105,28217,115,0,0.0,8,0,,0,0,3015,53
200162,Warrior,Dreamcaller's Carapace,3,73,147,strength_dps,armor,,5,4,54824,40951,150,1086,0.0,,0,,0,0,0,53
200163,Warrior,Warbracers of Titan King,3,72,148,strength_dps,armor,,9,4,48312,34432,154,310,0.0,,0,,0,0,0,53
200164,Warrior,"War Leggings, Crypt Reckoning",3,28,35,strength_dps,armor,,7,3,18274,9396,39,95,0.0,,0,,0,0,0,43
200165,Warrior,Gray Figurine,3,63,102,tank,trinket,,12,0,32335,26055,100,0,0.0,,0,,0,0,0,52
200166,Warrior,Warlord Armplates,3,53,60,tank,armor,,3,4,24777,13955,61,221,0.0,,0,,0,0,0,48
200167,Warrior,The Beastmarked Runestone,2,61,91,strength_dps,trinket,,12,0,38127,25995,87,0,0.0,,0,,0,0,0,13
200168,Warrior,Argent Defender's Legguards,3,16,18,strength_dps,armor,,7,3,3541,9789,19,44,0.0,,0,,0,0,0,41
200169,Warrior,Runebound War Greaves,4,60,93,strength_dps,armor,,8,4,35613,22430,86,372,0.0,,0,,0,0,0,65
200170,Warrior,Girdle of Red Moon,2,12,13,tank,armor,,6,3,7563,5328,15,16,0.0,,0,,0,0,0,1
200171,Warrior,Northkeeper's Darkened Visor,4,80,245,strength_dps,armor,,1,4,62027,47677,245,1611,0.0,,0,,0,0,0,68
200172,Warrior,"Legmail, Soulfire Carver",3,19,25,strength_dps,armor,,7,3,9742,6087,24,60,0.0,,0,,0,0,0,41
200173,Warrior,Lion Helm Great Gauntlets,3,43,50,tank,armor,,10,4,29000,9410,45,139,0.0,,0,,0,0,0,46
200174,Warrior,Belt of the Silent Watch,2,12,13,tank,armor,,6,3,6847,832,15,15,0.0,,0,,0,0,0,1
200175,Warrior,Gravekeeper's Battleplate Legguards,4,80,232,strength_dps,armor,,7,4,62122,48504,232,1760,0.0,,0,,0,0,0,69
200176,Warrior,Starbound Backcloth of Pale King,3,20,22,strength_dps,back,,16,1,23141,6629,23,9,0.0,,0,,0,0,0,41
200177,Warrior,Frozen Keeper's Silvered Hauberk,2,34,41,tank,armor,,5,3,27063,15567,40,111,0.0,,0,,0,0,0,27
200178,Warrior,Warborn Helm of Unending Watch,2,67,120,tank,armor,,1,4,43277,30961,114,535,0.0,,0,,0,0,0,14
200179,Warrior,Thunderkeeper's Hollow Cuirass,3,54,60,tank,armor,,5,4,30675,18312,59,367,0.0,,0,,0,0,0,48
200180,Warrior,Runesmith's Legmail of the Star Forge,2,14,21,strength_dps,armor,,7,3,12453,6578,23,46,0.0,,0,,0,0,0,23
200181,Warrior,The Mistbound Wristplates,3,42,46,strength_dps,armor,,9,4,28357,13076,48,78,0.0,,0,,0,0,0,46
200182,Warrior,Ash Sorrow Forgehammer,3,43,48,tank,2h_mace,2h_mace,17,5,19617,10626,50,0,41.389,,0,,0,0,0,46
200183,Warrior,Kingsworn Warblade of the Crimson Dawn,2,46,48,strength_dps,1h_sword,1h_sword,13,7,20221,7944,48,0,28.333,,0,,0,0,0,28
200184,Warrior,Nightcaller's Collar of the Wind Spirit,2,48,55,tank,neck,,2,0,32713,19574,60,0,0.0,,0,,0,0,0,9
200185,Warrior,Gleaming Chainmail of the Wintergrasp,3,39,41,strength_dps,armor,,5,3,8639,4508,42,124,0.0,,0,,0,0,0,45
200186,Warrior,"Handguards, Starfire Spear",3,62,100,strength_dps,armor,,10,4,41964,31180,97,331,0.0,,0,,0,0,0,52
200187,Warrior,Blazing Medallion of the Hallowed Watch,3,76,170,strength_dps,trinket,,12,0,36444,40767,167,0,0.0,8,0,,0,0,2877,54
200188,Warrior,Ice Rend War Leggings,2,43,45,strength_dps,armor,,7,4,16092,7921,45,208,0.0,,0,,0,0,0,27
200189,Warrior,Ritual Warden Bow,3,11,12,strength_dps,bow,bow,15,2,20719,5346,14,0,7.917,,0,,0,0,0,41
200190,Warrior,Forgotten Wrap of the Sunreaver Host,2,58,80,strength_dps,back,,16,1,40775,25030,81,34,0.0,,0,,0,0,0,12
200191,Warrior,Bitter Promise of Void Crown,2,76,174,tank,finger,,11,0,56103,42791,174,0,0.0,2,0,,0,0,2932,16
200192,Warrior,Mystwoven Great Battleaxe,2,72,141,strength_dps,2h_axe,2h_axe,17,1,51385,38197,146,0,106.912,,0,,0,0,0,15
200193,Warrior,"Icy Warbracers, Ironkeeper's Oath",2,68,115,strength_dps,armor,,9,4,39871,25013,114,215,0.0,,0,,0,0,0,14
200194,Warrior,Icewarden's Girdle,2,55,62,strength_dps,armor,,6,4,26889,14977,60,165,0.0,,0,,0,0,0,11
200195,Warrior,Wildcaller's Chestguard of the Light Watch,2,18,21,strength_dps,armor,,5,3,27004,15488,21,51,0.0,,0,,0,0,0,23
200196,Warrior,Bloodfang Hand Waistchain,2,28,35,tank,armor,,6,3,27068,15554,33,46,0.0,,0,,0,0,0,25
200197,Warrior,Soulcaller's War Axe,2,73,148,strength_dps,1h_axe,1h_axe,13,0,50068,36575,146,0,88.8,,0,,0,0,0,15
200198,Warrior,"War Axe, Green Edge",3,50,55,tank,2h_axe,2h_axe,17,1,29907,17730,53,0,46.719,,0,,0,0,0,47
200199,Warrior,Kingsblade of Dread Host,2,6,9,strength_dps,2h_sword,2h_sword,17,8,20069,9602,10,0,6.406,,0,,0,0,0,1
200200,Warrior,"Headsman Axe, Fire Fist",3,51,55,strength_dps,1h_axe,1h_axe,13,0,24119,13408,57,0,36.111,,0,,0,0,0,47
