entry,name,required_level,item_level,quality,profile_id,map_id,difficulty_id,instance,destination,encounter,encounter_kind,encounter_name,pool_id,loot_mode,chance,quantity,item_level_min,item_level_max,profile_required_level_min,profile_required_level_max,band_source,band_source_item_count,band_center,placement_score,placement_reason,encounter_equivalence_group,encounter_eligible_profile_count,encounter_distribution_weight,encounter_distribution_score,set_id,set_name,set_atomic_profile,target_count,target_entries,target_names,targets
200018,"Harness, Violet Glaive",39,40,2,map_70_difficulty_0,70,0,Uldaman,dungeon,trash,trash,Trash,3160001,1,2.0,1,35,45,30,40,direct,71,41.52054794520548,"[10,1.5205479452054789,10,4.0,0,1,1,0,9734285869643931617]",source evidence,item-level=40;required-level=39;candidate-band=35-45-30-40,1,1.104931506849315,0.9738812559036483,,,,21,creature:4847; creature:4848; creature:4849; creature:4850; creature:4851; creature:4852; creature:4853; creature:4855; creature:4860; creature:4861; creature:4863; creature:6907; creature:6908; creature:7012; creature:7022; creature:7023; creature:7030; creature:7175; creature:7290; creature:7320; creature:7321,"Shadowforge Relic Hunter; Shadowforge Darkcaster; Shadowforge Archaeologist; Stonevault Cave Lurker; Stonevault Rockchewer; Stonevault Oracle; Stonevault Geomancer; Stonevault Brawler; Stone Steward; Shrike Bat; Jadespine Basilisk; Eric \""The Swift\""; Olaf; Earthen Sculptor; Venomlash Scorpid; Obsidian Sentinel; Shadowforge Geologist; Stonevault Ambusher; Shadowforge Sharpshooter; Stonevault Mauler; Stonevault Flameweaver","creature:4847=Shadowforge Relic Hunter; creature:4848=Shadowforge Darkcaster; creature:4849=Shadowforge Archaeologist; creature:4850=Stonevault Cave Lurker; creature:4851=Stonevault Rockchewer; creature:4852=Stonevault Oracle; creature:4853=Stonevault Geomancer; creature:4855=Stonevault Brawler; creature:4860=Stone Steward; creature:4861=Shrike Bat; creature:4863=Jadespine Basilisk; creature:6907=Eric \""The Swift\""; creature:6908=Olaf; creature:7012=Earthen Sculptor; creature:7022=Venomlash Scorpid; creature:7023=Obsidian Sentinel; creature:7030=Shadowforge Geologist; creature:7175=Stonevault Ambusher; creature:7290=Shadowforge Sharpshooter; creature:7320=Stonevault Mauler; creature:7321=Stonevault Flameweaver"
200019,The Illusory Battleplate Legguards,44,45,2,map_209_difficulty_0,209,0,TanarisInstance,dungeon,boss_000596,boss,Theka the Martyr,3210003,1,2.0,1,45,49,40,45,direct,8,47.0,"[4,2.0,4,2.0,0,1,0,2,7382477112861268117]",source evidence,item-level=45;required-level=44;candidate-band=45-49-40-44,1,1.1433333333333335,0.1252692091908549,,,,1,creature:7272,Theka the Martyr,creature:7272=Theka the Martyr
200020,Unyielding War Cleaver of the Lost King,39,40,2,map_70_difficulty_0,70,0,Uldaman,dungeon,trash,trash,Trash,3160001,1,2.0,1,35,45,30,40,direct,71,41.52054794520548,"[10,1.5205479452054789,10,4.0,0,1,1,0,9412339881757475270]",source evidence,item-level=40;required-level=39;candidate-band=35-45-30-40,1,1.104931506849315,0.9157575560937429,,,,21,creature:4847; creature:4848; creature:4849; creature:4850; creature:4851; creature:4852; creature:4853; creature:4855; creature:4860; creature:4861; creature:4863; creature:6907; creature:6908; creature:7012; creature:7022; creature:7023; creature:7030; creature:7175; creature:7290; creature:7320; creature:7321,"Shadowforge Relic Hunter; Shadowforge Darkcaster; Shadowforge Archaeologist; Stonevault Cave Lurker; Stonevault Rockchewer; Stonevault Oracle; Stonevault Geomancer; Stonevault Brawler; Stone Steward; Shrike Bat; Jadespine Basilisk; Eric \""The Swift\""; Olaf; Earthen Sculptor; Venomlash Scorpid; Obsidian Sentinel; Shadowforge Geologist; Stonevault Ambusher; Shadowforge Sharpshooter; Stonevault Mauler; Stonevault Flameweaver","creature:4847=Shadowforge Relic Hunter; creature:4848=Shadowforge Darkcaster; creature:4849=Shadowforge Archaeologist; creature:4850=Stonevault Cave Lurker; creature:4851=Stonevault Rockchewer; creature:4852=Stonevault Oracle; creature:4853=Stonevault Geomancer; creature:4855=Stonevault Brawler; creature:4860=Stone Steward; creature:4861=Shrike Bat; creature:4863=Jadespine Basilisk; creature:6907=Eric \""The Swift\""; creature:6908=Olaf; creature:7012=Earthen Sculptor; creature:7022=Venomlash Scorpid; creature:7023=Obsidian Sentinel; creature:7030=Shadowforge Geologist; creature:7175=Stonevault Ambusher; creature:7290=Shadowforge Sharpshooter; creature:7320=Stonevault Mauler; creature:7321=Stonevault Flameweaver"
200021,"Wargrips, Hidden Promise",21,23,2,map_48_difficulty_0,48,0,Blackfathom,dungeon,trash,trash,Trash,3150001,1,2.0,1,23,27,18,24,direct,143,25.307692307692307,"[4,2.3076923076923066,4,1.0,0,1,1,0,15040403626717734134]",source evidence,item-level=23;required-level=21;candidate-band=23-27-18-22,1,1.1023076923076924,0.006479857095872407,,,,20,creature:4798; creature:4799; creature:4805; creature:4807; creature:4809; creature:4810; creature:4811; creature:4812; creature:4813; creature:4814; creature:4815; creature:4818; creature:4819; creature:4820; creature:4821; creature:4822; creature:4823; creature:4824; creature:4825; creature:4827,Fallenroot Shadowstalker; Fallenroot Hellcaller; Blackfathom Sea Witch; Blackfathom Myrmidon; Twilight Acolyte; Twilight Reaver; Twilight Aquamancer; Twilight Loreseeker; Twilight Shadowmage; Twilight Elementalist; Murkshallow Snapclaw; Blindlight Murloc; Blindlight Muckdweller; Blindlight Oracle; Skittering Crustacean; Snapping Crustacean; Barbed Crustacean; Aku\'mai Fisher; Aku\'mai Snapjaw; Deep Pool Threshfin,creature:4798=Fallenroot Shadowstalker; creature:4799=Fallenroot Hellcaller; creature:4805=Blackfathom Sea Witch; creature:4807=Blackfathom Myrmidon; creature:4809=Twilight Acolyte; creature:4810=Twilight Reaver; creature:4811=Twilight Aquamancer; creature:4812=Twilight Loreseeker; creature:4813=Twilight Shadowmage; creature:4814=Twilight Elementalist; creature:4815=Murkshallow Snapclaw; creature:4818=Blindlight Murloc; creature:4819=Blindlight Muckdweller; creature:4820=Blindlight Oracle; creature:4821=Skittering Crustacean; creature:4822=Snapping Crustacean; creature:4823=Barbed Crustacean; creature:4824=Aku\'mai Fisher; creature:4825=Aku\'mai Snapjaw; creature:4827=Deep Pool Threshfin
200022,Firecaller's Mournful Greaves,40,45,3,map_209_difficulty_0,209,0,TanarisInstance,dungeon,boss_000596,boss,Theka the Martyr,3210003,1,2.0,1,45,49,40,45,direct,8,47.0,"[4,2.0,4,2.0,0,1,0,2,5784148589758964458]",source evidence,"item-level=45;required-level=40;candidate-band=45-45-40-40,45-49-40-44",2,1.2033333333333336,1.1990086388174785,,,,1,creature:7272,Theka the Martyr,creature:7272=Theka the Martyr
200024,Wyrmforged Circle,46,51,2,map_349_difficulty_0,349,0,Mauradon,dungeon,boss_000422,boss,Noxxion,3280000,1,2.0,1,51,51,44,49,direct,3,51.0,"[0,0.0,0,0.0,0,1,0,0,6112578018681868731]",source evidence,"item-level=51;required-level=46;candidate-band=51-51-46-46,51-52-46-47",2,1.1300000000000001,0.8404178285530697,,,,1,creature:13282,Noxxion,creature:13282=Noxxion
200026,Flamewarden's Neckguard,16,19,2,map_36_difficulty_0,36,0,DeadminesInstance,dungeon,trash,trash,Trash,3120001,1,2.0,1,16,21,11,20,direct,20,18.6,"[5,0.3999999999999986,5,2.5,0,1,1,0,12356905319970690023]",source evidence,item-level=19;required-level=16;candidate-band=16-21-11-16,1,1.1686666666666667,1.0702072845027244,,,,16,creature:598; creature:622; creature:634; creature:636; creature:641; creature:642; creature:657; creature:1725; creature:1729; creature:1731; creature:1732; creature:3586; creature:3947; creature:4416; creature:4417; creature:4418,Defias Miner; Goblin Engineer; Defias Overseer; Defias Blackguard; Goblin Woodcarver; Sneed\'s Shredder; Defias Pirate; Defias Watchman; Defias Evoker; Goblin Craftsman; Defias Squallshaper; Miner Johnson; Goblin Shipbuilder; Defias Strip Miner; Defias Taskmaster; Defias Wizard,creature:598=Defias Miner; creature:622=Goblin Engineer; creature:634=Defias Overseer; creature:636=Defias Blackguard; creature:641=Goblin Woodcarver; creature:642=Sneed\'s Shredder; creature:657=Defias Pirate; creature:1725=Defias Watchman; creature:1729=Defias Evoker; creature:1731=Goblin Craftsman; creature:1732=Defias Squallshaper; creature:3586=Miner Johnson; creature:3947=Goblin Shipbuilder; creature:4416=Defias Strip Miner; creature:4417=Defias Taskmaster; creature:4418=Defias Wizard
200028,Duskkeeper's Warplate of the Wind Spirit,46,52,3,map_349_difficulty_0,349,0,Mauradon,dungeon,boss_000425,boss,Celebras the Cursed,3280004,1,2.0,1,52,52,44,49,direct,3,52.0,"[0,0.0,0,0.0,0,1,0,3,16559821278557895058]",source evidence,"item-level=52;required-level=46;candidate-band=51-52-46-47,52-52-46-46",2,1.2100000000000002,0.4143278489655903,,,,1,creature:12225,Celebras the Cursed,creature:12225=Celebras the Cursed
200029,The Ancestral Waistplate,64,103,3,map_557_difficulty_0,557,0,AuchindounEthereal,dungeon,trash,trash,Trash,3640001,1,2.0,1,96,106,62,67,encounter_reference,224,100.75892857142857,"[10,2.2410714285714306,5,0.5,1,1,1,0,15456878799473687743]",source evidence,item-level=103;required-level=64;candidate-band=96-106-62-67,1,1.082529761904762,0.8901091470511122,,,,2,creature:18314; creature:19306,Nexus Stalker; Mana Leech,creature:18314=Nexus Stalker; creature:19306=Mana Leech
200030,The Fel Iron Boots,70,133,4,map_568_difficulty_0,568,0,ZulAman,raid,boss_000783,boss,Zul\'jin,3720005,1,2.0,1,132,138,70,70,encounter_reference,12,134.58333333333334,"[6,1.5833333333333428,0,0.0,1,1,0,5,14534166472878550895]",source evidence,"item-level=133;required-level=70;candidate-band=128-134-70-70,132-138-70-70",3,1.1847222222222222,0.909391405784843,,,,1,creature:23863,Zul\'jin,creature:23863=Zul\'jin
200031,Death Bolt Skull Axe,36,38,2,map_70_difficulty_0,70,0,Uldaman,dungeon,trash,trash,Trash,3160001,1,2.0,1,35,45,30,40,direct,71,41.52054794520548,"[10,3.520547945205479,10,1.0,0,1,1,0,18224556353970032316]",source evidence,"item-level=38;required-level=36;candidate-band=35-42-30-37,35-45-30-40",2,1.0982648401826485,0.4052226399530729,,,,21,creature:4847; creature:4848; creature:4849; creature:4850; creature:4851; creature:4852; creature:4853; creature:4855; creature:4860; creature:4861; creature:4863; creature:6907; creature:6908; creature:7012; creature:7022; creature:7023; creature:7030; creature:7175; creature:7290; creature:7320; creature:7321,"Shadowforge Relic Hunter; Shadowforge Darkcaster; Shadowforge Archaeologist; Stonevault Cave Lurker; Stonevault Rockchewer; Stonevault Oracle; Stonevault Geomancer; Stonevault Brawler; Stone Steward; Shrike Bat; Jadespine Basilisk; Eric \""The Swift\""; Olaf; Earthen Sculptor; Venomlash Scorpid; Obsidian Sentinel; Shadowforge Geologist; Stonevault Ambusher; Shadowforge Sharpshooter; Stonevault Mauler; Stonevault Flameweaver","creature:4847=Shadowforge Relic Hunter; creature:4848=Shadowforge Darkcaster; creature:4849=Shadowforge Archaeologist; creature:4850=Stonevault Cave Lurker; creature:4851=Stonevault Rockchewer; creature:4852=Stonevault Oracle; creature:4853=Stonevault Geomancer; creature:4855=Stonevault Brawler; creature:4860=Stone Steward; creature:4861=Shrike Bat; creature:4863=Jadespine Basilisk; creature:6907=Eric \""The Swift\""; creature:6908=Olaf; creature:7012=Earthen Sculptor; creature:7022=Venomlash Scorpid; creature:7023=Obsidian Sentinel; creature:7030=Shadowforge Geologist; creature:7175=Stonevault Ambusher; creature:7290=Shadowforge Sharpshooter; creature:7320=Stonevault Mauler; creature:7321=Stonevault Flameweaver"
200032,Icecaller's Cabalistic Coif,34,38,2,map_189_difficulty_0,189,0,MonasteryInstances,dungeon,boss_000447,boss,Arcanist Doan,3200004,1,2.0,1,38,39,25,39,direct,4,38.5,"[1,0.5,1,0.5,0,1,0,3,3014441903507616725]",source evidence,"item-level=38;required-level=34;candidate-band=35-42-30-37,35-45-30-40,38-39-33-34",3,1.1283333333333334,0.8515909737292311,,,,1,creature:6487,Arcanist Doan,creature:6487=Arcanist Doan
200033,"Charmstone, Red Spark",63,101,3,map_557_difficulty_0,557,0,AuchindounEthereal,dungeon,trash,trash,Trash,3640001,1,2.0,1,96,106,62,67,encounter_reference,224,100.75892857142857,"[10,0.2410714285714306,5,1.5,1,1,1,0,15552519382192212872]",source evidence,item-level=101;required-level=63;candidate-band=96-106-62-67,1,1.0891964285714286,0.7776340300493947,,,,2,creature:18314; creature:19306,Nexus Stalker; Mana Leech,creature:18314=Nexus Stalker; creature:19306=Mana Leech
200034,Legguards of Eastern Plaguelands,76,176,3,map_604_difficulty_0,604,0,GunDrak,dungeon,boss_000390,boss,Gal\'darah,3960002,1,2.0,1,166,179,76,77,encounter_reference,108,168.32407407407408,"[13,7.675925925925924,1,0.5,1,1,0,2,3619730541096691909]",source evidence,item-level=176;required-level=76;candidate-band=166-179-76-77,1,1.1044135802469137,0.06601569346744965,,,,1,creature:29306,Gal\'darah,creature:29306=Gal\'darah
200035,Lion Seed Titan Hammer,47,52,2,map_230_difficulty_0,230,0,BlackrockDepths,dungeon,boss_000227,boss,High Interrogator Gerstahn,3230000,1,2.0,1,52,53,46,55,direct,3,52.666666666666664,"[1,0.6666666666666643,1,0.5,0,1,0,0,10237635666117885917]",source evidence,"item-level=52;required-level=47;candidate-band=51-52-46-47,52-53-47-48",2,1.1277777777777778,0.25760495900560154,,,,1,creature:9018,High Interrogator Gerstahn,creature:9018=High Interrogator Gerstahn
200037,Voidkeeper's Chilled Handguards,15,20,2,map_43_difficulty_0,43,0,WailingCaverns,dungeon,boss_000587,boss,Kresh,3130003,1,2.0,1,20,20,14,20,direct,2,20.0,"[0,0.0,0,0.0,0,1,0,2,6924591993614870506]",source evidence,"item-level=20;required-level=15;candidate-band=20-20-15-15,20-21-15-16",3,1.1300000000000001,0.9325086508405932,,,,1,creature:3653,Kresh,creature:3653=Kresh
200041,Lost Queen's Longcloak of the Iron Watch,35,42,2,map_129_difficulty_0,129,0,RazorfenDowns,dungeon,trash,trash,Trash,3190001,1,2.0,1,35,42,30,40,direct,53,37.9622641509434,"[7,4.037735849056602,7,1.5,0,1,1,0,4951493274379304523]",source evidence,"item-level=42;required-level=35;candidate-band=35-42-30-37,40-42-35-37",2,1.0965408805031447,0.5882318791562146,,,,15,creature:7327; creature:7328; creature:7329; creature:7332; creature:7335; creature:7337; creature:7341; creature:7342; creature:7345; creature:7347; creature:7348; creature:7352; creature:7353; creature:7354; creature:14686,Withered Warrior; Withered Reaver; Withered Quilguard; Withered Spearhide; Death\'s Head Geomancer; Death\'s Head Necromancer; Skeletal Frostweaver; Skeletal Summoner; Splinterbone Captain; Boneflayer Ghoul; Thorn Eater Ghoul; Frozen Soul; Freezing Spirit; Ragglesnout; Lady Falther\'ess,creature:7327=Withered Warrior; creature:7328=Withered Reaver; creature:7329=Withered Quilguard; creature:7332=Withered Spearhide; creature:7335=Death\'s Head Geomancer; creature:7337=Death\'s Head Necromancer; creature:7341=Skeletal Frostweaver; creature:7342=Skeletal Summoner; creature:7345=Splinterbone Captain; creature:7347=Boneflayer Ghoul; creature:7348=Thorn Eater Ghoul; creature:7352=Frozen Soul; creature:7353=Freezing Spirit; creature:7354=Ragglesnout; creature:14686=Lady Falther\'ess
200044,Twilightwarden's Greaves of the Cold Watch,64,105,2,map_557_difficulty_0,557,0,AuchindounEthereal,dungeon,trash,trash,Trash,3640001,1,2.0,1,96,106,62,67,encounter_reference,224,100.75892857142857,"[10,4.241071428571431,5,0.5,1,1,1,0,9083362879436169398]",source evidence,item-level=105;required-level=64;candidate-band=96-106-62-67,1,1.1358630952380953,0.674713361572837,,,,2,creature:18314; creature:19306,Nexus Stalker; Mana Leech,creature:18314=Nexus Stalker; creature:19306=Mana Leech
200047,"Visor, Unbroken Hail",42,45,2,map_209_difficulty_0,209,0,TanarisInstance,dungeon,boss_000596,boss,Theka the Martyr,3210003,1,2.0,1,45,49,40,45,direct,8,47.0,"[4,2.0,4,0.0,0,1,0,2,13667753062769904263]",source evidence,item-level=45;required-level=42;candidate-band=45-49-40-44,1,1.1433333333333335,0.4697412003090096,,,,1,creature:7272,Theka the Martyr,creature:7272=Theka the Martyr
200048,Forsworn Shroud of Dread Crown,32,36,3,map_70_difficulty_0,70,0,Uldaman,dungeon,trash,trash,Trash,3160001,1,2.0,1,35,45,30,40,direct,71,41.52054794520548,"[10,5.520547945205479,10,3.0,0,1,1,0,4948787251989011826]",source evidence,"item-level=36;required-level=32;candidate-band=35-42-30-37,35-45-30-40",2,1.151598173515982,0.4669929717485846,,,,21,creature:4847; creature:4848; creature:4849; creature:4850; creature:4851; creature:4852; creature:4853; creature:4855; creature:4860; creature:4861; creature:4863; creature:6907; creature:6908; creature:7012; creature:7022; creature:7023; creature:7030; creature:7175; creature:7290; creature:7320; creature:7321,"Shadowforge Relic Hunter; Shadowforge Darkcaster; Shadowforge Archaeologist; Stonevault Cave Lurker; Stonevault Rockchewer; Stonevault Oracle; Stonevault Geomancer; Stonevault Brawler; Stone Steward; Shrike Bat; Jadespine Basilisk; Eric \""The Swift\""; Olaf; Earthen Sculptor; Venomlash Scorpid; Obsidian Sentinel; Shadowforge Geologist; Stonevault Ambusher; Shadowforge Sharpshooter; Stonevault Mauler; Stonevault Flameweaver","creature:4847=Shadowforge Relic Hunter; creature:4848=Shadowforge Darkcaster; creature:4849=Shadowforge Archaeologist; creature:4850=Stonevault Cave Lurker; creature:4851=Stonevault Rockchewer; creature:4852=Stonevault Oracle; creature:4853=Stonevault Geomancer; creature:4855=Stonevault Brawler; creature:4860=Stone Steward; creature:4861=Shrike Bat; creature:4863=Jadespine Basilisk; creature:6907=Eric \""The Swift\""; creature:6908=Olaf; creature:7012=Earthen Sculptor; creature:7022=Venomlash Scorpid; creature:7023=Obsidian Sentinel; creature:7030=Shadowforge Geologist; creature:7175=Stonevault Ambusher; creature:7290=Shadowforge Sharpshooter; creature:7320=Stonevault Mauler; creature:7321=Stonevault Flameweaver"
200051,Argent Saber,22,28,3,map_48_difficulty_0,48,0,Blackfathom,dungeon,boss_000221,boss,Gelihast,3150003,1,2.0,1,27,28,18,24,direct,2,27.5,"[1,0.5,1,0.5,0,1,0,2,17623192982307570942]",source evidence,"item-level=28;required-level=22;candidate-band=27-28-22-23,27-32-22-27",2,1.2083333333333335,1.1566666458983081,,,,1,creature:6243,Gelihast,creature:6243=Gelihast
