equivalence_group,RequiredLevel,ItemLevel,quality,eligible_profile_count,items_placed,dominant_profile,dominant_profile_share,distribution_entropy,warning
"item-level=133;required-level=70;candidate-band=128-134-70-70,132-138-70-70",70,133,3,3,8,map_550_difficulty_0,0.5,0.9743147528693494,False
"item-level=133;required-level=70;candidate-band=128-134-70-70,132-138-70-70",70,133,4,3,4,map_568_difficulty_0,0.75,0.5623351446188083,False
"item-level=134;required-level=70;candidate-band=128-134-70-70,132-138-70-70",70,134,2,3,6,map_550_difficulty_0,0.5,1.0114042647073518,False
"item-level=134;required-level=70;candidate-band=128-134-70-70,132-138-70-70",70,134,3,3,8,map_568_difficulty_0,0.5,0.6931471805599453,False
item-level=167;required-level=76;candidate-band=166-179-76-77,76,167,2,1,3,map_604_difficulty_0,1.0,-0.0,False
item-level=167;required-level=76;candidate-band=166-179-76-77,76,167,3,1,8,map_604_difficulty_0,1.0,-0.0,False
item-level=168;required-level=76;candidate-band=166-179-76-77,76,168,2,1,4,map_604_difficulty_0,1.0,-0.0,False
item-level=168;required-level=76;candidate-band=166-179-76-77,76,168,3,1,12,map_604_difficulty_0,1.0,-0.0,False
item-level=169;required-level=76;candidate-band=166-179-76-77,76,169,2,1,6,map_604_difficulty_0,1.0,-0.0,False
item-level=169;required-level=76;candidate-band=166-179-76-77,76,169,3,1,12,map_604_difficulty_0,1.0,-0.0,False
item-level=16;required-level=11;candidate-band=16-21-11-16,11,16,2,1,14,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=11;candidate-band=16-21-11-16,11,16,3,1,1,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=12;candidate-band=16-21-11-16,12,16,2,1,4,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=12;candidate-band=16-21-11-16,12,16,3,1,1,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=13;candidate-band=16-21-11-16,13,16,2,1,12,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=13;candidate-band=16-21-11-16,13,16,3,1,3,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=14;candidate-band=16-21-11-16,14,16,2,1,10,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=14;candidate-band=16-21-11-16,14,16,3,1,1,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=15;candidate-band=16-21-11-16,15,16,2,1,18,map_36_difficulty_0,1.0,-0.0,False
item-level=16;required-level=15;candidate-band=16-21-11-16,15,16,3,1,2,map_36_difficulty_0,1.0,-0.0,False
item-level=170;required-level=76;candidate-band=166-179-76-77,76,170,2,1,1,map_604_difficulty_0,1.0,-0.0,False
item-level=170;required-level=76;candidate-band=166-179-76-77,76,170,3,1,11,map_604_difficulty_0,1.0,-0.0,False
item-level=171;required-level=76;candidate-band=166-179-76-77,76,171,2,1,6,map_604_difficulty_0,1.0,-0.0,False
item-level=171;required-level=76;candidate-band=166-179-76-77,76,171,3,1,8,map_604_difficulty_0,1.0,-0.0,False
item-level=172;required-level=76;candidate-band=166-179-76-77,76,172,2,1,4,map_604_difficulty_0,1.0,-0.0,False
item-level=172;required-level=76;candidate-band=166-179-76-77,76,172,3,1,10,map_604_difficulty_0,1.0,-0.0,False
item-level=173;required-level=76;candidate-band=166-179-76-77,76,173,2,1,2,map_604_difficulty_0,1.0,-0.0,False
item-level=173;required-level=76;candidate-band=166-179-76-77,76,173,3,1,8,map_604_difficulty_0,1.0,-0.0,False
item-level=174;required-level=76;candidate-band=166-179-76-77,76,174,2,1,9,map_604_difficulty_0,1.0,-0.0,False
item-level=174;required-level=76;candidate-band=166-179-76-77,76,174,3,1,6,map_604_difficulty_0,1.0,-0.0,False
item-level=174;required-level=77;candidate-band=166-179-76-77,77,174,2,1,3,map_604_difficulty_0,1.0,-0.0,False
item-level=174;required-level=77;candidate-band=166-179-76-77,77,174,3,1,12,map_604_difficulty_0,1.0,-0.0,False
item-level=175;required-level=76;candidate-band=166-179-76-77,76,175,2,1,5,map_604_difficulty_0,1.0,-0.0,False
item-level=175;required-level=76;candidate-band=166-179-76-77,76,175,3,1,7,map_604_difficulty_0,1.0,-0.0,False
item-level=175;required-level=77;candidate-band=166-179-76-77,77,175,2,1,8,map_604_difficulty_0,1.0,-0.0,False
item-level=175;required-level=77;candidate-band=166-179-76-77,77,175,3,1,14,map_604_difficulty_0,1.0,-0.0,False
item-level=176;required-level=76;candidate-band=166-179-76-77,76,176,2,1,5,map_604_difficulty_0,1.0,-0.0,False
item-level=176;required-level=76;candidate-band=166-179-76-77,76,176,3,1,10,map_604_difficulty_0,1.0,-0.0,False
item-level=176;required-level=77;candidate-band=166-179-76-77,77,176,2,1,4,map_604_difficulty_0,1.0,-0.0,False
item-level=176;required-level=77;candidate-band=166-179-76-77,77,176,3,1,12,map_604_difficulty_0,1.0,-0.0,False
item-level=177;required-level=76;candidate-band=166-179-76-77,76,177,2,1,5,map_604_difficulty_0,1.0,-0.0,False
item-level=177;required-level=76;candidate-band=166-179-76-77,76,177,3,1,8,map_604_difficulty_0,1.0,-0.0,False
item-level=177;required-level=77;candidate-band=166-179-76-77,77,177,2,1,2,map_604_difficulty_0,1.0,-0.0,False
item-level=177;required-level=77;candidate-band=166-179-76-77,77,177,3,1,8,map_604_difficulty_0,1.0,-0.0,False
item-level=178;required-level=77;candidate-band=166-179-76-77,77,178,2,1,6,map_604_difficulty_0,1.0,-0.0,False
item-level=178;required-level=77;candidate-band=166-179-76-77,77,178,3,1,16,map_604_difficulty_0,1.0,-0.0,False
item-level=179;required-level=77;candidate-band=166-179-76-77,77,179,2,1,6,map_604_difficulty_0,1.0,-0.0,False
item-level=179;required-level=77;candidate-band=166-179-76-77,77,179,3,1,7,map_604_difficulty_0,1.0,-0.0,False
item-level=17;required-level=11;candidate-band=16-21-11-16,11,17,2,1,14,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=11;candidate-band=16-21-11-16,11,17,3,1,5,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=12;candidate-band=16-21-11-16,12,17,2,1,15,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=12;candidate-band=16-21-11-16,12,17,3,1,2,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=13;candidate-band=16-21-11-16,13,17,2,1,9,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=13;candidate-band=16-21-11-16,13,17,3,1,1,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=14;candidate-band=16-21-11-16,14,17,2,1,16,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=14;candidate-band=16-21-11-16,14,17,3,1,3,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=15;candidate-band=16-21-11-16,15,17,2,1,16,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=15;candidate-band=16-21-11-16,15,17,3,1,2,map_36_difficulty_0,1.0,-0.0,False
item-level=17;required-level=16;candidate-band=16-21-11-16,16,17,2,1,8,map_36_difficulty_0,1.0,-0.0,False
item-level=183;required-level=77;candidate-band=183-183-77-77,77,183,2,1,2,map_599_difficulty_0,1.0,-0.0,False
item-level=183;required-level=77;candidate-band=183-183-77-77,77,183,3,1,15,map_599_difficulty_0,1.0,-0.0,False
item-level=187;required-level=78;candidate-band=187-187-78-78,78,187,2,5,6,map_595_difficulty_0,0.5,1.242453324894,False
item-level=187;required-level=78;candidate-band=187-187-78-78,78,187,3,5,7,map_595_difficulty_1,0.42857142857142855,1.0042424730540764,False
item-level=18;required-level=11;candidate-band=16-21-11-16,11,18,2,1,13,map_36_difficulty_0,1.0,-0.0,False
item-level=18;required-level=11;candidate-band=16-21-11-16,11,18,3,1,4,map_36_difficulty_0,1.0,-0.0,False
item-level=18;required-level=12;candidate-band=16-21-11-16,12,18,2,1,7,map_36_difficulty_0,1.0,-0.0,False
item-level=18;required-level=12;candidate-band=16-21-11-16,12,18,3,1,8,map_36_difficulty_0,1.0,-0.0,False
"item-level=18;required-level=13;candidate-band=16-21-11-16,18-18-13-13",13,18,2,2,11,map_389_difficulty_0,0.5454545454545454,0.6890092384766586,False
"item-level=18;required-level=13;candidate-band=16-21-11-16,18-18-13-13",13,18,3,2,3,map_389_difficulty_0,1.0,-0.0,False
item-level=18;required-level=14;candidate-band=16-21-11-16,14,18,2,1,9,map_36_difficulty_0,1.0,-0.0,False
item-level=18;required-level=15;candidate-band=16-21-11-16,15,18,2,1,15,map_36_difficulty_0,1.0,-0.0,False
item-level=18;required-level=15;candidate-band=16-21-11-16,15,18,3,1,2,map_36_difficulty_0,1.0,-0.0,False
item-level=18;required-level=16;candidate-band=16-21-11-16,16,18,2,1,13,map_36_difficulty_0,1.0,-0.0,False
item-level=18;required-level=16;candidate-band=16-21-11-16,16,18,3,1,5,map_36_difficulty_0,1.0,-0.0,False
item-level=19;required-level=12;candidate-band=16-21-11-16,12,19,2,1,13,map_36_difficulty_0,1.0,-0.0,False
item-level=19;required-level=12;candidate-band=16-21-11-16,12,19,3,1,2,map_36_difficulty_0,1.0,-0.0,False
item-level=19;required-level=13;candidate-band=16-21-11-16,13,19,2,1,10,map_36_difficulty_0,1.0,-0.0,False
"item-level=19;required-level=14;candidate-band=16-21-11-16,19-20-14-15",14,19,2,2,15,map_43_difficulty_0,0.6666666666666666,0.6365141682948128,False
"item-level=19;required-level=14;candidate-band=16-21-11-16,19-20-14-15",14,19,3,2,5,map_43_difficulty_0,0.6,0.6730116670092565,False
"item-level=19;required-level=15;candidate-band=16-21-11-16,19-20-14-15",15,19,2,2,15,map_36_difficulty_0,0.5333333333333333,0.6909233093138181,False
"item-level=19;required-level=15;candidate-band=16-21-11-16,19-20-14-15",15,19,3,2,5,map_36_difficulty_0,0.6,0.6730116670092565,False
item-level=19;required-level=16;candidate-band=16-21-11-16,16,19,2,1,14,map_36_difficulty_0,1.0,-0.0,False
item-level=19;required-level=16;candidate-band=16-21-11-16,16,19,3,1,5,map_36_difficulty_0,1.0,-0.0,False
item-level=200;required-level=80;candidate-band=200-200-80-80,80,200,2,15,7,map_604_difficulty_1,0.2857142857142857,1.5498260458782016,False
item-level=200;required-level=80;candidate-band=200-200-80-80,80,200,3,15,43,map_608_difficulty_1,0.13953488372093023,2.4186834391812932,False
item-level=200;required-level=80;candidate-band=200-200-80-80,80,200,4,14,33,map_650_difficulty_0,0.15151515151515152,2.40481821832151,False
item-level=20;required-level=13;candidate-band=16-21-11-16,13,20,2,1,13,map_36_difficulty_0,1.0,-0.0,False
item-level=20;required-level=13;candidate-band=16-21-11-16,13,20,3,1,3,map_36_difficulty_0,1.0,-0.0,False
"item-level=20;required-level=14;candidate-band=16-21-11-16,19-20-14-15",14,20,2,2,17,map_36_difficulty_0,0.5294117647058824,0.6914160776171183,False
"item-level=20;required-level=14;candidate-band=16-21-11-16,19-20-14-15",14,20,3,2,4,map_43_difficulty_0,0.5,0.6931471805599453,False
"item-level=20;required-level=15;candidate-band=20-20-15-15,20-21-15-16",15,20,2,3,11,map_36_difficulty_0,0.45454545454545453,1.0361987848192837,False
"item-level=20;required-level=15;candidate-band=20-20-15-15,20-21-15-16",15,20,3,3,1,map_36_difficulty_0,1.0,-0.0,False
item-level=20;required-level=16;candidate-band=20-21-15-16,16,20,2,1,11,map_36_difficulty_0,1.0,-0.0,False
item-level=20;required-level=16;candidate-band=20-21-15-16,16,20,3,1,2,map_36_difficulty_0,1.0,-0.0,False
item-level=213;required-level=80;candidate-band=213-213-80-80,80,213,2,3,7,map_533_difficulty_1,0.42857142857142855,1.0789922078775833,False
item-level=213;required-level=80;candidate-band=213-213-80-80,80,213,3,3,46,map_533_difficulty_0,0.41304347826086957,1.0648409968573884,False
item-level=213;required-level=80;candidate-band=213-213-80-80,80,213,4,3,30,map_533_difficulty_0,0.4666666666666667,1.0221693757432821,False
item-level=219;required-level=80;candidate-band=219-219-80-80,80,219,3,5,18,map_658_difficulty_0,0.3333333333333333,1.5229550675313184,False
item-level=219;required-level=80;candidate-band=219-219-80-80,80,219,4,5,41,map_650_difficulty_1,0.24390243902439024,1.5901778703122316,False
item-level=21;required-level=14;candidate-band=16-21-11-16,14,21,2,1,10,map_36_difficulty_0,1.0,-0.0,False
item-level=21;required-level=14;candidate-band=16-21-11-16,14,21,3,1,4,map_36_difficulty_0,1.0,-0.0,False
item-level=21;required-level=15;candidate-band=20-21-15-16,15,21,2,1,5,map_36_difficulty_0,1.0,-0.0,False
item-level=21;required-level=15;candidate-band=20-21-15-16,15,21,3,1,3,map_36_difficulty_0,1.0,-0.0,False
"item-level=21;required-level=16;candidate-band=20-21-15-16,21-23-16-18,21-26-16-20",16,21,2,3,11,map_36_difficulty_0,0.36363636363636365,1.0900596587107838,False
"item-level=21;required-level=17;candidate-band=21-22-16-17,21-23-16-18,21-26-16-20",17,21,2,3,13,map_36_difficulty_0,0.5384615384615384,0.8981370031878679,False
"item-level=21;required-level=17;candidate-band=21-22-16-17,21-23-16-18,21-26-16-20",17,21,3,3,1,map_33_difficulty_0,1.0,-0.0,False
"item-level=21;required-level=18;candidate-band=21-23-16-18,21-26-16-20",18,21,2,2,16,map_33_difficulty_0,0.5625,0.6853142072764582,False
"item-level=21;required-level=18;candidate-band=21-23-16-18,21-26-16-20",18,21,3,2,3,map_43_difficulty_0,0.6666666666666666,0.6365141682948128,False
item-level=21;required-level=19;candidate-band=21-26-16-20,19,21,2,1,10,map_33_difficulty_0,1.0,-0.0,False
item-level=21;required-level=19;candidate-band=21-26-16-20,19,21,3,1,2,map_33_difficulty_0,1.0,-0.0,False
item-level=21;required-level=20;candidate-band=21-26-16-20,20,21,2,1,13,map_33_difficulty_0,1.0,-0.0,False
item-level=21;required-level=20;candidate-band=21-26-16-20,20,21,3,1,5,map_33_difficulty_0,1.0,-0.0,False
item-level=226;required-level=80;candidate-band=226-226-80-80,80,226,3,1,19,map_603_difficulty_1,1.0,-0.0,False
item-level=226;required-level=80;candidate-band=226-226-80-80,80,226,4,1,40,map_603_difficulty_1,1.0,-0.0,False
"item-level=22;required-level=16;candidate-band=21-22-16-17,21-23-16-18,21-26-16-20",16,22,2,3,9,map_43_difficulty_0,0.5555555555555556,0.936888307539016,False
"item-level=22;required-level=16;candidate-band=21-22-16-17,21-23-16-18,21-26-16-20",16,22,3,3,5,map_43_difficulty_0,0.4,1.0549201679861442,False
"item-level=22;required-level=17;candidate-band=21-26-16-20,22-22-17-17,22-23-17-18",17,22,2,3,12,map_43_difficulty_0,0.4166666666666667,1.0281838593329258,False
"item-level=22;required-level=17;candidate-band=21-26-16-20,22-22-17-17,22-23-17-18",17,22,3,3,2,map_43_difficulty_0,0.5,0.6931471805599453,False
"item-level=22;required-level=18;candidate-band=21-23-16-18,21-26-16-20,22-23-17-18",18,22,2,3,13,map_36_difficulty_0,0.46153846153846156,1.0579054247036734,False
"item-level=22;required-level=18;candidate-band=21-23-16-18,21-26-16-20,22-23-17-18",18,22,3,3,4,map_33_difficulty_0,0.75,0.5623351446188083,False
"item-level=22;required-level=19;candidate-band=21-26-16-20,22-23-17-20,22-24-17-19",19,22,2,3,10,map_43_difficulty_0,0.4,1.0549201679861442,False
"item-level=22;required-level=19;candidate-band=21-26-16-20,22-23-17-20,22-24-17-19",19,22,3,3,2,map_36_difficulty_0,0.5,0.6931471805599453,False
"item-level=22;required-level=20;candidate-band=21-26-16-20,22-23-17-20",20,22,2,2,12,map_36_difficulty_0,0.75,0.5623351446188083,False
"item-level=22;required-level=20;candidate-band=21-26-16-20,22-23-17-20",20,22,3,2,7,map_33_difficulty_0,0.8571428571428571,0.410116318288409,False
"item-level=232;required-level=80;candidate-band=226-232-80-80,232-232-80-80",80,232,4,5,69,map_668_difficulty_1,0.2318840579710145,1.5936960284291055,False
item-level=239;required-level=80;candidate-band=239-239-80-80,80,239,4,1,33,map_603_difficulty_1,1.0,-0.0,False
"item-level=23;required-level=16;candidate-band=21-23-16-18,21-26-16-20",16,23,2,2,12,map_43_difficulty_0,0.5833333333333334,0.6791932659915256,False
"item-level=23;required-level=16;candidate-band=21-23-16-18,21-26-16-20",16,23,3,2,1,map_43_difficulty_0,1.0,-0.0,False
"item-level=23;required-level=17;candidate-band=21-26-16-20,22-23-17-18,22-24-17-19",17,23,2,3,8,map_43_difficulty_0,0.625,0.9002560512685369,False
"item-level=23;required-level=17;candidate-band=21-26-16-20,22-23-17-18,22-24-17-19",17,23,3,3,1,map_36_difficulty_0,1.0,-0.0,False
"item-level=23;required-level=18;candidate-band=22-23-17-18,23-24-18-19,23-25-18-20,23-27-18-22",18,23,2,4,12,map_36_difficulty_0,0.5,1.198849312913621,False
"item-level=23;required-level=18;candidate-band=22-23-17-18,23-24-18-19,23-25-18-20,23-27-18-22",18,23,3,4,2,map_48_difficulty_0,0.5,0.6931471805599453,False
"item-level=23;required-level=19;candidate-band=22-23-17-20,23-24-18-19,23-25-18-20,23-27-18-22",19,23,2,4,6,map_36_difficulty_0,0.3333333333333333,1.3296613488547582,False
"item-level=23;required-level=19;candidate-band=22-23-17-20,23-24-18-19,23-25-18-20,23-27-18-22",19,23,3,4,2,map_43_difficulty_0,1.0,-0.0,False
"item-level=23;required-level=20;candidate-band=22-23-17-20,23-25-18-20,23-27-18-22",20,23,2,4,8,map_33_difficulty_0,0.625,1.073542846408523,False
"item-level=23;required-level=20;candidate-band=22-23-17-20,23-25-18-20,23-27-18-22",20,23,3,4,3,map_43_difficulty_0,0.3333333333333333,1.0986122886681096,False
item-level=23;required-level=21;candidate-band=23-27-18-22,21,23,2,1,13,map_48_difficulty_0,1.0,-0.0,False
item-level=23;required-level=21;candidate-band=23-27-18-22,21,23,3,1,5,map_48_difficulty_0,1.0,-0.0,False
item-level=23;required-level=22;candidate-band=23-27-18-22,22,23,2,1,8,map_48_difficulty_0,1.0,-0.0,False
item-level=23;required-level=22;candidate-band=23-27-18-22,22,23,3,1,5,map_48_difficulty_0,1.0,-0.0,False
item-level=245;required-level=80;candidate-band=245-245-80-80,80,245,4,1,66,map_249_difficulty_1,1.0,-0.0,False
"item-level=24;required-level=17;candidate-band=21-26-16-20,22-24-17-19",17,24,2,2,13,map_43_difficulty_0,0.6923076923076923,0.6172417697303416,False
"item-level=24;required-level=17;candidate-band=21-26-16-20,22-24-17-19",17,24,3,2,1,map_33_difficulty_0,1.0,-0.0,False
"item-level=24;required-level=18;candidate-band=23-24-18-19,23-25-18-20,23-27-18-22",18,24,2,3,15,map_33_difficulty_0,0.4666666666666667,1.0437570363314084,False
"item-level=24;required-level=18;candidate-band=23-24-18-19,23-25-18-20,23-27-18-22",18,24,3,3,5,map_48_difficulty_0,0.6,0.6730116670092565,False
"item-level=24;required-level=19;candidate-band=23-24-18-19,23-25-18-20,23-27-18-22,24-25-19-20",19,24,2,4,7,map_48_difficulty_0,0.42857142857142855,1.0042424730540764,False
"item-level=24;required-level=19;candidate-band=23-24-18-19,23-25-18-20,23-27-18-22,24-25-19-20",19,24,3,4,2,map_48_difficulty_0,0.5,0.6931471805599453,False
"item-level=24;required-level=20;candidate-band=23-25-18-20,23-27-18-22,24-25-19-20",20,24,2,4,8,map_43_difficulty_0,0.375,1.3208883431493221,False
"item-level=24;required-level=20;candidate-band=23-25-18-20,23-27-18-22,24-25-19-20",20,24,3,4,5,map_36_difficulty_0,0.8,0.5004024235381879,False
item-level=24;required-level=21;candidate-band=23-27-18-22,21,24,2,1,12,map_48_difficulty_0,1.0,-0.0,False
item-level=24;required-level=21;candidate-band=23-27-18-22,21,24,3,1,7,map_48_difficulty_0,1.0,-0.0,False
item-level=24;required-level=22;candidate-band=23-27-18-22,22,24,2,1,12,map_48_difficulty_0,1.0,-0.0,False
item-level=24;required-level=22;candidate-band=23-27-18-22,22,24,3,1,4,map_48_difficulty_0,1.0,-0.0,False
item-level=251;required-level=80;candidate-band=251-251-80-80,80,251,4,1,30,map_631_difficulty_0,1.0,-0.0,False
item-level=258;required-level=80;candidate-band=258-258-80-80,80,258,4,2,24,map_724_difficulty_0,0.75,0.5623351446188083,False
"item-level=25;required-level=18;candidate-band=23-25-18-20,23-27-18-22",18,25,2,3,11,map_48_difficulty_0,0.5454545454545454,0.9949236325717752,False
"item-level=25;required-level=18;candidate-band=23-25-18-20,23-27-18-22",18,25,3,3,3,map_48_difficulty_0,0.6666666666666666,0.6365141682948128,False
"item-level=25;required-level=19;candidate-band=23-25-18-20,23-27-18-22,24-25-19-20",19,25,2,4,15,map_36_difficulty_0,0.3333333333333333,1.3624474851916286,False
"item-level=25;required-level=19;candidate-band=23-25-18-20,23-27-18-22,24-25-19-20",19,25,3,4,4,map_33_difficulty_0,0.5,1.0397207708399179,False
"item-level=25;required-level=20;candidate-band=23-25-18-20,24-25-19-20,25-25-20-20,25-26-20-21",20,25,2,5,14,map_33_difficulty_0,0.2857142857142857,1.5740973368489728,False
"item-level=25;required-level=20;candidate-band=23-25-18-20,24-25-19-20,25-25-20-20,25-26-20-21",20,25,3,5,3,map_43_difficulty_0,0.3333333333333333,1.0986122886681096,False
