entry,class_name,name,Quality,RequiredLevel,ItemLevel,role,kind,weapon_kind,InventoryType,subclass,displayid,reference_entry,reference_item_level,armor,dps,sockets,itemset,special_effect_feature,effect_source_entry,effect_source_spell,socketBonus,DisenchantID
200015,Warrior,Titanforger's Lens,3,76,173,strength_dps,trinket,,12,0,56783,43836,174,0,0.0,,0,,0,0,0,54
200016,Warrior,The Ironforged Greaves,2,16,17,tank,armor,,8,3,28138,15406,17,23,0.0,,0,,0,0,0,22
200017,Warrior,Ashkeeper's Waistguard of the Earth Spirit,3,43,46,strength_dps,armor,,6,4,26792,14918,47,127,0.0,,0,,0,0,0,46
200018,Warrior,Raven Grip Armguards,2,51,58,tank,armor,,9,4,26362,10377,59,93,0.0,,0,,0,0,0,10
200019,Warrior,The Windbound Treads,2,8,14,strength_dps,armor,,8,3,26983,14722,17,19,0.0,,0,,0,0,0,21
200020,Warrior,Frostkeeper's Runestone of the Corpse Scar,2,62,97,strength_dps,trinket,,12,0,30696,31617,102,0,0.0,2,0,,0,0,0,13
200021,Warrior,Ornate Crystal of the Mimiron Forge,2,65,111,tank,trinket,,12,0,41858,30293,111,0,0.0,,0,,0,0,0,14
200022,Warrior,Battleplate of Dawn Light,2,47,53,strength_dps,armor,,5,4,26795,14915,53,271,0.0,,0,,0,0,0,9
200023,Warrior,Wyrmguard's Sanctified Titan Axe,2,57,60,strength_dps,2h_axe,2h_axe,17,1,28334,15271,56,0,47.5,,0,,0,0,0,10
200024,Warrior,Sunsteel War Sword of Grim King,3,57,59,strength_dps,1h_sword,1h_sword,13,7,26477,15800,58,0,39.038,,0,,0,0,0,48
200025,Warrior,Battlelord's Drakeforged War Pauldrons,3,60,92,tank,armor,,3,4,43199,24457,94,392,0.0,,0,,0,0,0,50
200026,Warrior,"War Pauldrons, Deep Storm",3,63,102,strength_dps,armor,,3,4,44536,31819,102,424,0.0,,0,,0,0,0,52
200027,Warrior,The Twilight Mirror,2,54,57,strength_dps,trinket,,12,0,31204,18637,55,0,0.0,,0,,0,0,0,10
200028,Warrior,Rime Rage Armplates,3,74,159,tank,armor,,3,4,50016,34192,159,746,0.0,,0,,0,0,0,53
200029,Warrior,Bracers of the Silver Covenant,3,12,16,strength_dps,armor,,9,3,26993,15499,18,13,0.0,,0,,0,0,0,41
200030,Warrior,"Great Hauberk, Frozen Doom",2,3,9,strength_dps,armor,,5,3,13090,3471,10,21,0.0,,0,,0,0,0,1
200031,Warrior,Violet Guardian's Divine Wristplates,2,66,112,tank,armor,,9,4,43283,30966,111,201,0.0,,0,,0,0,0,14
200032,Warrior,The Brightmoon Axe,2,41,42,tank,1h_axe,1h_axe,13,0,19129,1994,46,0,24.722,,0,,0,0,0,7
200033,Warrior,Razor-edged Execution Axe,3,25,28,strength_dps,2h_axe,2h_axe,17,1,22222,6905,27,0,23.636,,0,,0,0,0,42
200034,Warrior,Witchlord's Gravebound Lens,2,33,38,tank,trinket,,12,0,7841,4397,40,0,0.0,,0,,0,0,0,6
200035,Warrior,Frostguard's Warboots of the Wintergrasp,2,6,9,strength_dps,armor,,8,3,35399,22993,15,11,0.0,,0,,0,0,0,21
200036,Warrior,Helm of the Gjalerbron,3,58,82,strength_dps,armor,,1,4,36780,24137,86,387,0.0,,0,,0,0,0,50
200037,Warrior,Drakekeeper's Waistguard,2,31,34,strength_dps,armor,,6,3,28265,15588,35,44,0.0,,0,,0,0,0,25
200038,Warrior,Sinister Lens of the Fel Watch,3,36,37,tank,trinket,,12,0,6504,1444,40,0,0.0,,0,,0,0,0,44
200039,Warrior,Battlesage's Orb,2,64,107,tank,trinket,,12,0,41858,30293,111,0,0.0,,0,,0,0,0,14
200040,Warrior,Bronze Clutch Hand Cleaver,2,49,51,tank,1h_axe,1h_axe,13,0,28566,15236,52,0,30.952,,0,,0,0,0,9
200041,Warrior,Duskkeeper's Ironthane War Pauldrons,2,74,161,strength_dps,armor,,3,4,51149,39082,154,677,0.0,,0,,0,0,0,16
200042,Warrior,Star Hand Great Hauberk,2,34,36,strength_dps,armor,,5,3,46448,33252,37,96,0.0,,0,,0,0,0,6
200043,Warrior,Grave Bane Waistchain,2,33,38,strength_dps,armor,,6,3,27046,14761,34,50,0.0,,0,,0,0,0,6
200044,Warrior,"Titan Axe, Ghostfire Howl",2,27,32,tank,2h_axe,2h_axe,17,1,22249,12249,31,0,21.25,,0,,0,0,0,25
200045,Warrior,Brightsteel Warplate,2,76,175,tank,armor,,5,4,51633,36373,170,1164,0.0,,0,,0,0,0,16
200046,Warrior,Rimecaller's Sledge of the Wyrm Watch,2,69,125,tank,2h_mace,2h_mace,17,5,39633,25138,111,0,89.429,,0,,0,0,0,14
200047,Warrior,Murderous Legguards of Soul Crown,3,79,190,tank,armor,,7,4,52997,37066,187,1277,0.0,,0,,0,0,0,54
200048,Warrior,Warmaster Casque of the Azjol Nerub,2,19,26,tank,armor,,1,3,15517,6389,31,49,0.0,,0,,0,0,0,4
200049,Warrior,"Flawless Trident, Silverkeeper's Oath",2,68,119,strength_dps,polearm,polearm,17,6,40825,25239,120,0,83.824,,0,,0,0,0,14
200050,Warrior,Farseer's Deathbound Belt,3,33,36,tank,armor,,6,3,18283,9405,33,56,0.0,,0,,0,0,0,44
200051,Warrior,Wyrmscale Hoop of the Rimefang,3,61,91,strength_dps,finger,,11,0,43120,31258,103,0,0.0,,0,,0,0,0,50
200052,Warrior,Iron Grasp Battleplate Legguards,2,43,44,tank,armor,,7,4,27344,8162,41,202,0.0,,0,,0,0,0,27
200053,Warrior,The Blessed Helm,4,80,200,strength_dps,armor,,1,4,55485,39619,200,1289,0.0,,0,,0,0,0,68
200054,Warrior,Sky Shot Brooch,2,6,11,tank,neck,,2,0,9854,21934,20,0,0.0,,0,,0,0,0,21
200055,Warrior,Bracers of Silver Flame,2,1,6,strength_dps,armor,,9,3,25758,6550,15,4,0.0,,0,,0,0,0,1
200056,Warrior,Steadfast Warder Cloak of Ruby Sanctum,2,34,41,strength_dps,back,,16,1,22253,15165,42,16,0.0,,0,,0,0,0,7
200057,Warrior,Silvered Great Maul of the Ancient Frost,3,52,56,tank,2h_mace,2h_mace,17,5,25625,11921,57,0,47.031,,0,,0,0,0,48
200058,Warrior,Greaves of the Lich King,2,56,58,strength_dps,armor,,8,4,26883,14865,60,182,0.0,,0,,0,0,0,10
200059,Warrior,"Mail, Silver Snow",3,29,30,strength_dps,armor,,5,3,23540,2870,29,85,0.0,,0,,0,0,0,42
200060,Warrior,"Boots, Mana Cold",2,1,4,strength_dps,armor,,8,3,7554,5944,15,5,0.0,,0,,0,0,0,1
200061,Warrior,Soulcaller's Leafbound Oathring,3,28,34,strength_dps,finger,,11,0,9851,2951,36,0,0.0,,0,,0,0,0,43
200062,Warrior,Tombwarden's Headsman Axe,2,58,80,tank,1h_axe,1h_axe,13,0,40805,25199,84,0,42.308,,0,,0,0,0,12
200063,Warrior,Thornwoven Barricade,2,2,6,tank,shield,,14,6,26959,15486,12,105,0.0,,0,,0,0,0,1
200064,Warrior,"Faithful Iron Boots, Shadowguard's Oath",3,64,107,tank,armor,,8,4,44219,31581,109,407,0.0,,0,,0,0,0,52
200065,Warrior,Warboots of the Winter Forge,3,5,11,tank,armor,,8,3,6931,6551,17,16,0.0,,0,,0,0,0,41
200066,Warrior,Chestplate of the Pale Winter,4,76,173,tank,armor,,5,4,51520,43279,167,1399,0.0,,0,,0,0,0,67
200067,Warrior,Wolfkeeper's Backcloth,2,40,47,strength_dps,back,,16,1,26118,8127,47,18,0.0,,0,,0,0,0,8
200068,Warrior,Surcoat of the Silent Crown,2,6,9,tank,armor,,20,3,31832,16841,66,21,0.0,,0,,0,0,0,1
200069,Warrior,Runed Raider Greataxe of the Drak Tharon,3,49,50,strength_dps,2h_axe,2h_axe,17,1,29907,17730,53,0,42.969,,0,chance-on-hit,9651,18081,0,46
200070,Warrior,Blood Fang Armguards,3,2,3,strength_dps,armor,,9,3,25758,6550,15,2,0.0,,0,,0,0,0,41
200071,Warrior,Brooch of Storm King,2,18,25,strength_dps,neck,,2,0,6539,25438,18,0,0.0,,0,,0,0,0,3
200072,Warrior,Greatbow of Bone Lord,2,22,23,tank,bow,bow,15,2,20672,3039,23,0,12.4,,0,,0,0,0,23
200073,Warrior,"Duskrun Mallet, Spiritcaller's Oath",2,34,38,strength_dps,1h_mace,1h_mace,13,4,19741,4978,36,0,20.6,,0,,0,0,0,26
200074,Warrior,Eternal Warband of the War King,2,14,16,tank,finger,,11,0,9840,3235,20,0,0.0,,0,,0,0,0,22
200075,Warrior,Plaguebound Hammer,3,61,95,strength_dps,1h_mace,1h_mace,13,4,43642,25773,100,0,56.579,,0,,0,0,0,50
200076,Warrior,The Nerubian Warshield,2,28,35,tank,shield,,14,6,18699,4065,36,669,0.0,,0,,0,0,0,5
200077,Warrior,Golden War Greaves,2,40,42,tank,armor,,8,4,28295,9662,43,122,0.0,,0,,0,0,0,27
200078,Warrior,"Stalwart Locket, Earthwarden's Oath",2,63,103,strength_dps,neck,,2,0,39210,28168,103,0,0.0,,0,,0,0,0,33
200079,Warrior,Last Knight's Traveling Cloak,2,22,25,strength_dps,back,,16,1,27752,9794,25,9,0.0,,0,,0,0,0,23
200080,Warrior,Capelet of the War Watch,2,22,25,tank,back,,16,1,23027,3018,23,9,0.0,,0,,0,0,0,3
200081,Warrior,Hateful Armplates,3,65,108,strength_dps,armor,,3,4,37302,28855,115,460,0.0,,0,,0,0,0,52
200082,Warrior,"Battle Hatchet, Winter Slayer",2,33,35,strength_dps,1h_axe,1h_axe,13,0,19400,2080,34,0,18.636,,0,,0,0,0,25
200083,Warrior,Frostguard's Armplates of the Mana Tide,4,80,226,tank,armor,,3,4,59607,46177,226,1247,0.0,,0,,0,0,0,69
200084,Warrior,Scarlet Champion's Treads,2,21,28,strength_dps,armor,,8,3,27035,14756,29,43,0.0,,0,,0,0,0,4
200085,Warrior,Choker of the Bloodguard,2,33,37,tank,neck,,2,0,9658,5005,35,0,0.0,,0,,0,0,0,6
200086,Warrior,"Iron Boots, Darkfire Dirge",3,60,89,strength_dps,armor,,8,4,43135,24064,85,323,0.0,,0,,0,0,0,50
200087,Warrior,"Greaves, Ghostfire Whisper",3,57,58,tank,armor,,7,4,24162,13498,60,297,0.0,,0,,0,0,0,48
200088,Warrior,Scarlet Marshal's Shoulderplates,3,50,52,strength_dps,armor,,3,4,28351,13066,51,193,0.0,,0,,0,0,0,47
200089,Warrior,Forgotten Knight's Blacksteel Armplates,3,74,156,strength_dps,armor,,3,4,50015,34388,159,711,0.0,,0,,0,0,0,53
200090,Warrior,The Crusader Iron Boots,3,73,153,strength_dps,armor,,8,4,49734,42767,155,631,0.0,,0,,0,0,0,53
200091,Warrior,Bronzed Handplates,3,75,169,strength_dps,armor,,10,4,56883,44649,159,643,0.0,,0,,0,0,0,54
200092,Warrior,Cold Strike Titanblade,2,61,96,strength_dps,2h_sword,2h_sword,17,8,38864,25161,96,0,64.429,,0,,0,0,0,13
200093,Warrior,Greaves of the Makers Overlook,3,63,103,strength_dps,armor,,7,4,38285,27653,100,621,0.0,,0,,0,0,0,52
200094,Warrior,Stoic Longspear of the Naxxramas,3,76,169,strength_dps,polearm,polearm,17,6,60069,41815,175,0,140.469,,0,,0,0,0,54
200095,Warrior,Pathfinder's Keepsake of the Black Temple,2,73,149,tank,trinket,,12,0,53466,38072,146,0,0.0,,0,,0,0,0,15
200096,Warrior,Kingsworn Wrap of the Deep Earth,4,80,213,strength_dps,back,,16,1,54674,40723,213,138,0.0,,0,,0,0,0,69
200097,Warrior,"Warbelt, Dream Wrath",2,45,47,strength_dps,armor,,6,4,27399,10206,48,115,0.0,,0,,0,0,0,28
200098,Warrior,Waistguard of Restless Dead,3,36,43,tank,armor,,6,3,28684,10768,42,66,0.0,,0,,0,0,0,45
200099,Warrior,Chestguard of Venture Bay,2,21,25,strength_dps,armor,,5,3,4723,4448,27,63,0.0,,0,,0,0,0,23
200100,Warrior,Grim Handguards,2,51,55,strength_dps,armor,,10,4,26352,10369,58,141,0.0,,0,,0,0,0,9
200101,Warrior,Drakelord's Cuirass,2,50,54,tank,armor,,5,4,27427,10128,54,273,0.0,,0,,0,0,0,9
200102,Warrior,Warcaller's Merciless Drape,3,50,57,strength_dps,back,,16,1,32727,20219,59,26,0.0,,0,,0,0,0,48
200103,Warrior,Glittering Rune Band of Astral Gate,2,65,110,strength_dps,finger,,11,0,2854,30339,114,0,0.0,,0,,0,0,0,14
200104,Warrior,Nightlord's Unbroken Gauntlets,2,22,23,strength_dps,armor,,10,3,9082,5822,24,29,0.0,,0,,0,0,0,23
200105,Warrior,Hearthwarden's Coif,2,18,23,tank,armor,,1,3,15288,7130,31,42,0.0,,0,,0,0,0,23
200106,Warrior,Violet Keeper's Shoulderguards,2,24,27,tank,armor,,3,3,26965,15523,27,43,0.0,,0,,0,0,0,24
200107,Warrior,Gravecaller's Bonebound War Greaves,4,76,170,strength_dps,armor,,8,4,54510,35614,167,808,0.0,,0,,0,0,0,67
200108,Warrior,Battlemage's Chestguard,2,22,25,strength_dps,armor,,5,3,12723,1273,25,65,0.0,,0,,0,0,0,3
200109,Warrior,"Chestplate, Ember Mail",4,75,167,strength_dps,armor,,5,4,48053,34395,159,1358,0.0,2,0,,0,0,3015,67
200110,Warrior,Spectral Waistguard of Wintergrasp,2,3,10,tank,armor,,6,3,25757,6548,16,12,0.0,,0,,0,0,0,21
200111,Warrior,Warbracers of Hallowed Ground,2,51,53,tank,armor,,9,4,27406,10171,54,85,0.0,,0,,0,0,0,9
200112,Warrior,Soulforged Greaves of Violet Watch,2,41,46,strength_dps,armor,,7,4,16092,7921,45,198,0.0,,0,,0,0,0,8
200113,Warrior,Plaguekeeper's Ironbound Greatcloak,3,51,55,tank,back,,16,1,24946,14134,55,25,0.0,,0,,0,0,0,47
200114,Warrior,Nightcaller's Shoulder Guards,3,23,28,strength_dps,armor,,3,3,28444,13131,29,51,0.0,,0,,0,0,0,42
200115,Warrior,"Carapace, Broken Star",2,54,57,strength_dps,armor,,5,4,26827,14958,56,293,0.0,,0,,0,0,0,10
200116,Warrior,Shoulder Guards of the Corpse Scar,2,18,25,tank,armor,,3,3,10166,3231,25,41,0.0,,0,,0,0,0,23
200117,Warrior,Deep Keeper Great Warblade,3,48,55,strength_dps,2h_sword,2h_sword,17,8,28714,13044,57,0,47.344,,0,,0,0,0,47
200118,Warrior,Warboots of Arathi Highlands,3,8,14,tank,armor,,8,3,28452,12982,21,22,0.0,,0,,0,0,0,41
200119,Warrior,Deathlord's Ghoststeel Shard,3,66,114,strength_dps,trinket,,12,0,45197,32658,115,0,0.0,,0,,0,0,0,52
200120,Warrior,Manawoven Greathelm of Valiance Keep,3,78,188,tank,armor,,1,4,45782,44742,183,1096,0.0,,0,,0,0,0,54
200121,Warrior,War Leggings of Argent Crusade,2,8,11,strength_dps,armor,,7,3,37200,24440,11,23,0.0,,0,,0,0,0,21
200122,Warrior,Footplates of the Thunder King,2,60,90,strength_dps,armor,,8,4,40774,24935,87,306,0.0,,0,,0,0,0,13
200123,Warrior,Earthwarden's Snowy Sollerets,3,56,63,tank,armor,,8,4,23856,13259,61,218,0.0,,0,,0,0,0,48
200124,Warrior,Wyrmguard's Promise of the Bone Wastes,2,62,100,strength_dps,finger,,11,0,37430,25488,93,0,0.0,4,0,,0,0,3153,13
200125,Warrior,Darkwarden's Manaforged Legguards,3,68,113,strength_dps,armor,,7,4,43037,27870,115,687,0.0,,0,,0,0,0,52
200126,Warrior,Northborn Bracers,3,9,12,tank,armor,,9,3,24982,14147,18,9,0.0,,0,,0,0,0,41
200127,Warrior,Faceguard of Stone Giant,3,64,105,strength_dps,armor,,1,4,42994,30016,106,521,0.0,,0,,0,0,0,52
200128,Warrior,Bloodied Mail of the Golden King,3,2,7,strength_dps,armor,,5,3,13090,3471,10,17,0.0,,0,,0,0,0,41
200129,Warrior,"Warboots, Ghost Shine",3,10,13,strength_dps,armor,,8,3,28452,12982,21,20,0.0,,0,,0,0,0,41
200130,Warrior,"Stormwrought Sabatons, Deathwarden's Oath",2,75,169,tank,armor,,8,4,52052,36372,170,633,0.0,2,0,,0,0,2868,16
200131,Warrior,Effigy of the Dread March,2,73,154,strength_dps,trinket,,12,0,57688,38761,154,0,0.0,,0,,0,0,0,16
200132,Warrior,Reinforced War Leggings of Midnight Moon,2,36,39,strength_dps,armor,,7,3,25868,7455,39,92,0.0,,0,,0,0,0,26
200133,Warrior,Deathguard's Hollow Battle Girdle,4,78,191,strength_dps,armor,,6,4,60641,47229,200,796,0.0,,0,,0,0,0,68
200134,Warrior,Rugged Shoulderplates,2,79,188,strength_dps,armor,,3,4,51770,36401,182,838,0.0,2,0,,0,0,2877,16
200135,Warrior,Leafwoven Pauldrons of the Tempest Keep,4,80,226,strength_dps,armor,,3,4,59336,46122,226,1222,0.0,4|2|8,0,,0,0,2878,69
200136,Warrior,Starforged Leggings of Western Plaguelands,2,8,13,strength_dps,armor,,7,3,25849,3473,13,26,0.0,,0,,0,0,0,1
200137,Warrior,Stormguard's Insignia,2,56,62,strength_dps,trinket,,12,0,31475,17690,60,0,0.0,,0,,0,0,0,11
200138,Warrior,Voidsteel Faceguard of Wintergarde,3,78,181,tank,armor,,1,4,51773,36399,182,1044,0.0,,0,,0,0,0,54
200139,Warrior,Seal Ring of the Howling Wind,3,52,59,tank,finger,,11,0,28733,18701,59,0,0.0,,0,,0,0,0,48
200140,Warrior,Snowforged Flanged Mace of the Bleak Shore,3,27,31,strength_dps,1h_mace,1h_mace,13,4,19669,2816,33,0,19.643,,0,,0,0,0,43
200141,Warrior,The Frostbound Cloak,2,19,25,tank,back,,16,1,23019,4447,26,9,0.0,,0,,0,0,0,23
200142,Warrior,Mooncaller's Boots of the Dragon Wastes,2,13,14,strength_dps,armor,,8,3,6885,6350,18,19,0.0,,0,,0,0,0,21
200143,Warrior,The Hardened Cape,2,6,10,tank,back,,16,1,18133,5111,15,4,0.0,,0,,0,0,0,21
200144,Warrior,Fearsome Vambraces,3,31,34,tank,armor,,9,3,6977,4438,30,31,0.0,,0,,0,0,0,43
200145,Warrior,Blood Prince's Ringlet of the Cold Hearth,2,66,111,tank,finger,,11,0,2854,30339,114,0,0.0,,0,,0,0,0,14
200146,Warrior,Pauldrons of Deep Earth,2,60,91,strength_dps,armor,,3,4,44422,27725,93,345,0.0,,0,,0,0,0,13
200147,Warrior,"Talisman, Rime Curse",2,62,98,tank,neck,,2,0,39000,25063,96,0,0.0,,0,,0,0,0,32
200148,Warrior,Obsidian Fire Waistchain,2,13,15,strength_dps,armor,,6,3,6847,832,15,17,0.0,,0,,0,0,0,1
200149,Warrior,Graven Handplates of the Conquest Hold,2,76,176,strength_dps,armor,,10,4,52042,36366,166,581,0.0,,0,,0,0,0,16
200150,Warrior,"Warbelt, Violet Wind",2,6,10,strength_dps,armor,,6,3,25757,6548,16,12,0.0,,0,,0,0,0,1
200151,Warrior,Dark Grip Harness,2,4,8,tank,armor,,5,3,12971,3330,13,18,0.0,,0,,0,0,0,1
200152,Warrior,Waistguard of Alterac Mountains,2,67,115,strength_dps,armor,,6,4,41836,30254,114,351,0.0,4,0,,0,0,3153,14
200153,Warrior,Archmage's Tombforged Armguards,2,45,51,strength_dps,armor,,9,4,27385,10239,51,82,0.0,,0,,0,0,0,9
200154,Warrior,Stormscarred Warboots,2,6,13,strength_dps,armor,,8,3,10434,6188,15,18,0.0,,0,,0,0,0,21
200155,Warrior,Warcaller's Maul of the Midnight Crown,3,63,102,strength_dps,1h_mace,1h_mace,13,4,41635,30089,100,0,61.875,,0,,0,0,0,52
200156,Warrior,Voidcaller's Cape,2,16,20,tank,back,,16,1,25967,6575,20,7,0.0,,0,,0,0,0,2
200157,Warrior,Wyrm King's Girdle,2,7,9,tank,armor,,6,3,7563,5328,15,10,0.0,,0,,0,0,0,1
200158,Warrior,Glittering Visor,2,50,55,tank,armor,,1,4,27395,8317,54,217,0.0,,0,,0,0,0,9
200159,Warrior,"Rune Band, Bear Shade",2,69,119,strength_dps,finger,,11,0,41951,25779,105,0,0.0,,0,,0,0,0,14
200160,Warrior,Forge Lord Girdle,2,23,30,strength_dps,armor,,6,3,25803,4712,29,39,0.0,,0,,0,0,0,24
200161,Warrior,Warwarden's Clasp,2,49,54,strength_dps,neck,,2,0,23715,13473,54,0,0.0,,0,,0,0,0,9
200162,Warrior,The Siegebound War Pauldrons,4,80,226,strength_dps,armor,,3,4,59607,46177,226,1214,0.0,,0,,0,0,0,69
200163,Warrior,The Coldfire Footguards,3,4,11,strength_dps,armor,,8,3,10434,6188,15,17,0.0,,0,,0,0,0,41
200164,Warrior,Highlord's Hoarfrost Girdle,2,58,84,strength_dps,armor,,6,4,38319,23484,90,232,0.0,,0,,0,0,0,13
200165,Warrior,Silverguard's Long Glaive,3,28,31,strength_dps,polearm,polearm,17,6,25630,13057,28,0,26.25,,0,,0,0,0,43
200166,Warrior,Woeful Torc of Moon Flame,2,15,19,tank,neck,,2,0,9854,21934,20,0,0.0,,0,,0,0,0,2
200167,Warrior,Breastplate of the Green Flame,3,78,185,strength_dps,armor,,5,4,56777,44383,183,1438,0.0,,0,,0,0,0,54
200168,Warrior,Deathkeeper's Ornate Stonehammer,3,79,195,tank,1h_mace,1h_mace,13,4,56241,42344,200,0,71.316,,0,,0,0,0,54
200169,Warrior,The Charred Chausses,2,10,17,strength_dps,armor,,7,3,28250,2694,17,36,0.0,,0,,0,0,0,22
200170,Warrior,Warwarden's Brightmoon Warbelt,3,79,194,tank,armor,,6,4,59064,45160,200,745,0.0,,0,,0,0,0,54
200171,Warrior,The Emberwrought Hauberk,3,31,32,tank,armor,,5,3,12595,6627,28,95,0.0,,0,,0,0,0,43
200172,Warrior,Kingskeeper's Twilight-forged Cape,4,80,213,tank,back,,16,1,54673,40722,213,138,0.0,8,0,,0,0,2932,69
200173,Warrior,Colossal Blade of Mana Wyrm,2,49,53,strength_dps,2h_sword,2h_sword,17,8,28347,15254,54,0,40.588,,0,,0,0,0,9
200174,Warrior,Gladiatorial Raider Axe of Wild Moon,2,59,88,strength_dps,1h_axe,1h_axe,13,0,39450,23497,93,0,44.737,,0,,0,0,0,13
200175,Warrior,The Scourged War Leggings,3,46,52,tank,armor,,7,4,19900,10633,51,272,0.0,,0,,0,0,0,47
200176,Warrior,Ancient King's Armplates,2,60,89,strength_dps,armor,,3,4,44422,27725,93,337,0.0,,0,,0,0,0,13
200177,Warrior,Snowforged Greaves of the Titan Keeper,3,62,100,strength_dps,armor,,7,4,43138,24456,94,575,0.0,,0,,0,0,0,52
200178,Warrior,The Warforged Chainmail,2,24,31,tank,armor,,5,3,2829,914,30,84,0.0,,0,,0,0,0,25
200179,Warrior,Armguards of Shadow Vault,3,70,129,strength_dps,armor,,9,4,44839,32403,130,258,0.0,,0,,0,0,0,53
200180,Warrior,Voidsteel Wargrips,3,69,124,strength_dps,armor,,10,4,38698,23520,115,432,0.0,,0,,0,0,0,53
200181,Warrior,Storm Void Girdle,3,60,93,strength_dps,armor,,6,4,42848,31151,94,308,0.0,,0,,0,0,0,50
200182,Warrior,Thunderous Waistguard of Last Memory,2,61,91,strength_dps,armor,,6,4,38319,23484,90,265,0.0,,0,,0,0,0,13
200183,Warrior,The Glittering Waistguard,3,63,104,tank,armor,,6,4,41962,31202,100,358,0.0,,0,,0,0,0,52
200184,Warrior,War Pauldrons of the Titan Watcher,2,68,117,tank,armor,,3,4,44335,25020,117,449,0.0,,0,,0,0,0,14
200185,Warrior,Darkcaller's Battle Glaive,2,25,26,strength_dps,polearm,polearm,17,6,22239,1522,36,0,17.344,,0,,0,0,0,24
200186,Warrior,Torque of Terokkar,2,31,36,tank,neck,,2,0,9658,5005,35,0,0.0,,0,,0,0,0,26
200187,Warrior,Dustbound Battle Hammer,2,23,24,strength_dps,2h_mace,2h_mace,17,5,19611,5322,26,0,15.606,,0,,0,0,0,23
200188,Warrior,Titan Queen's Ironthane Visor,3,58,85,tank,armor,,1,4,43692,31182,85,397,0.0,,0,,0,0,0,50
200189,Warrior,Deathknight's Runewoven Warplate,3,75,162,strength_dps,armor,,5,4,56787,44357,167,1190,0.0,,0,,0,0,0,53
200190,Warrior,Wyrmwarden's Shortsword,2,9,10,tank,1h_sword,1h_sword,13,7,31400,18957,10,0,5.357,,0,,0,0,0,1
200191,Warrior,"Greaves, Dread Ray",3,6,10,tank,armor,,8,3,6931,6551,17,15,0.0,,0,,0,0,0,41
200192,Warrior,Runeguard's Aged Greatbow,2,35,38,strength_dps,bow,bow,15,2,4426,4087,41,0,22.2,,0,,0,0,0,6
200193,Warrior,Legguards of Ice Forge,2,38,42,tank,armor,,7,3,27327,15616,46,99,0.0,,0,,0,0,0,7
200194,Warrior,Arcane Shoulderplates,2,67,118,strength_dps,armor,,3,4,39651,25004,111,461,0.0,,0,,0,0,0,14
200195,Warrior,The Silverblessed Shoulder Drape,3,71,137,strength_dps,back,,16,1,52453,37796,142,73,0.0,,0,,0,0,0,53
200196,Warrior,Wildforged Gauntlets of the Dread Watch,2,57,59,strength_dps,armor,,10,4,28202,12111,58,158,0.0,,0,,0,0,0,10
200197,Warrior,Unhallowed Great Runeblade,2,14,15,strength_dps,2h_sword,2h_sword,17,8,20072,3188,15,0,10.0,,0,,0,0,0,21
200198,Warrior,Locket of Bone Lord,2,1,5,tank,neck,,2,0,32073,27992,5,0,0.0,,0,,0,0,0,1
